metric,point,mean,ci_low,ci_high,confidence,n_bootstraps,n_samples,model_name
auroc,0.71441647597254,0.7107560844045175,0.6416152717994159,0.7744982623100222,0.95,50,1667,logistic_regression
auprc,0.13757111646107834,0.1487651845662895,0.07183691804188996,0.23011334248623605,0.95,50,1667,logistic_regression
brier,0.03204162442381806,0.03170928866103931,0.02370967105401354,0.038047513303345694,0.95,50,1667,logistic_regression
ece,0.005883836750931975,0.007709582447404329,0.0029713550825466893,0.014919924327753704,0.95,50,1667,logistic_regression
auroc,0.7670153644982021,0.7602867438729599,0.7145723678180482,0.8095706624520399,0.95,50,1667,random_forest
auprc,0.11989057717631024,0.12858492015365258,0.0611100627637795,0.18480078858081114,0.95,50,1667,random_forest
brier,0.03294745283925868,0.03260142973195453,0.02471334039087661,0.039099051549033405,0.95,50,1667,random_forest
ece,9.200824352220693e-05,0.002963091792612514,7.419784944411662e-05,0.008775237010905957,0.95,50,1667,random_forest
