auroc,auprc,balanced_accuracy,f1,sensitivity,specificity,brier,ece,nll,threshold,n_samples,model_name,modality
0.6112045608489501,0.445384585996043,0.5363964777602168,0.5038167938931297,0.9611650485436893,0.11162790697674418,0.2739890127611751,0.24568503990575047,0.7419435747257684,0.5,636.0,compact_cnn,cough
