auroc,auprc,balanced_accuracy,f1,sensitivity,specificity,brier,ece,nll,threshold,n_samples,model_name,modality,feature_strategy,calibration_method,dataset,train_rows,validation_rows,test_rows,n_features
0.71441647597254,0.13757111646107834,0.617434891576768,0.12195121951219512,0.43859649122807015,0.7962732919254658,0.03204162442381806,0.005883836750931975,0.13935004271429963,0.0328020080023991,1667.0,logistic_regression,cough,all,platt,coughvid,4998,1666,1667,253
0.7670153644982021,0.11989057717631024,0.7149340743162254,0.16554809843400448,0.6491228070175439,0.7807453416149068,0.03294745283925868,9.200824352220693e-05,0.14790204137727436,0.034487840834405925,1667.0,random_forest,cough,all,platt,coughvid,4998,1666,1667,253
