auroc,auprc,balanced_accuracy,f1,sensitivity,specificity,brier,ece,nll,threshold,n_samples,model_name,modality,feature_strategy,calibration_method,dataset,train_rows,validation_rows,test_rows,n_features
0.71441647597254,0.13757111646107834,0.617434891576768,0.12195121951219512,0.43859649122807015,0.7962732919254658,0.03204162442381806,0.005883836750931975,0.13935004271429963,0.0328020080023991,1667.0,logistic_regression,cough,all,platt,coughvid,4998,1666,1667,253
0.7670153644982021,0.11989057717631024,0.7149340743162254,0.16554809843400448,0.6491228070175439,0.7807453416149068,0.03294745283925868,9.200824352220693e-05,0.14790204137727436,0.034487840834405925,1667.0,random_forest,cough,all,platt,coughvid,4998,1666,1667,253
0.7542225128037484,0.1378738871885409,0.6855072463768116,0.1330998248686515,0.6666666666666666,0.7043478260869566,0.031947752769997735,0.002514843559947284,0.1385999770318142,0.030180232237827856,1667.0,xgboost,cough,all,platt,coughvid,4998,1666,1667,253
0.78093058733791,0.17780560877750964,0.6977824997275799,0.1797752808988764,0.5614035087719298,0.8341614906832299,0.03284988419115771,5.9915241363055205e-05,0.1470271025701849,0.03396492256309318,1667.0,lightgbm,cough,all,platt,coughvid,4998,1666,1667,253
0.7521630162362428,0.13413631674643028,0.679443173150267,0.11488250652741515,0.7719298245614035,0.5869565217391305,0.032414065433896085,0.0006087019139408058,0.1424845469117705,0.03121474869897038,1667.0,catboost,cough,all,platt,coughvid,4998,1666,1667,253
