auroc,auprc,balanced_accuracy,f1,sensitivity,specificity,brier,ece,nll,threshold,n_samples,fusion_method
0.8809663580943781,0.841295368733407,0.8230300293519982,0.7596153846153846,0.7669902912621359,0.8790697674418605,0.18954625557283172,0.15326174267370613,0.5643754026718311,0.3451894013149713,318.0,uniform_mean
0.8818243395800406,0.8440110912308308,0.8131180853465794,0.7487684729064039,0.7378640776699029,0.8883720930232558,0.18939291596299476,0.1530395202006769,0.5640440598292648,0.3480432898213404,318.0,validation_weighted_auprc
