auroc,auprc,balanced_accuracy,f1,sensitivity,specificity,brier,ece,nll,threshold,n_samples,evaluation_protocol,analysis_family,model_name,modality,metric_split,threshold_source,feature_strategy,selected_feature_k,n_features,n_participants,skipped
0.5427764040974921,0.040485313877507194,0.5101639258474299,0.0583232077764277,0.08421052631578947,0.9361173253790703,0.07608755766336826,0.09952958508893313,0.27344859593664267,0.522490640879602,8331.0,coswara_to_coughvid_compare_is10_external,compare_is10_external_transfer,lightgbm_smote_f80,cough,external_test,source_validation_balanced_accuracy,compare_is10_top800_lightgbm,800.0,800.0,8331.0,False
0.522621243638552,0.03698601978057883,0.5002322173816346,0.058231868713605084,0.19298245614035087,0.8074819786229183,0.09259877035584904,0.21876026336232104,0.3422032653176401,0.35211359540435233,8331.0,coswara_to_coughvid_compare_is10_external,compare_is10_external_transfer,svc_rbf_f60,cough,external_test,source_validation_balanced_accuracy,compare_is10_top800_lightgbm,800.0,800.0,8331.0,False
0.5313295044720925,0.040459341882130725,0.5064314402710729,0.059420289855072465,0.14385964912280702,0.8690032314193388,0.089027989020954,0.1708462282102192,0.3132963700500414,0.40529518609300524,8331.0,coswara_to_coughvid_compare_is10_external,compare_is10_external_transfer,catboost_smote_f80,cough,external_test,source_validation_balanced_accuracy,compare_is10_top800_lightgbm,800.0,800.0,8331.0,False
0.531839728578219,0.03946224706546038,0.5050708426547352,0.06268041237113402,0.26666666666666666,0.7434750186428039,0.09606135059312122,0.1857162043620786,0.33084015251708954,0.3062954843044281,8331.0,coswara_to_coughvid_compare_is10_external,compare_is10_external_transfer,xgboost_smote_f80,cough,external_test,source_validation_balanced_accuracy,compare_is10_top800_lightgbm,800.0,800.0,8331.0,False
