auroc,auprc,balanced_accuracy,f1,sensitivity,specificity,brier,ece,nll,threshold,n_samples,evaluation_protocol,analysis_family,model_name,modality,submodality,metric_split,threshold_source,skipped,n_participants
0.7527618657937807,0.6352522393016862,0.7010536006546645,0.5847953216374269,0.5319148936170213,0.8701923076923077,0.21782934895321207,0.20647963292374555,0.6280819507800957,0.6947413235902786,302.0,sota_internal_protocol,sota_ssl_branch,microsoft/wavlm-base-plus,breath,deep_breath,validation,validation_balanced_accuracy,False,302.0
0.7819981950416733,0.6737273963093022,0.713914105218453,0.6022727272727273,0.5824175824175825,0.8454106280193237,0.222569212944186,0.23096117855235104,0.6322723972673193,0.6947413235902786,298.0,sota_internal_protocol,sota_ssl_branch,microsoft/wavlm-base-plus,breath,deep_breath,test,validation_balanced_accuracy,False,298.0
0.6900695762175838,0.5275575256761322,0.6691176470588235,0.5585585585585585,0.6666666666666666,0.6715686274509803,0.2584290029467238,0.24709722908960044,0.7295211986188284,0.6167452856898308,297.0,sota_internal_protocol,sota_ssl_branch,microsoft/wavlm-base-plus,breath,shallow_breath,validation,validation_balanced_accuracy,False,297.0
0.7902813299232736,0.6540444155149814,0.7306052855924978,0.6271186440677966,0.8043478260869565,0.6568627450980392,0.23363834994036078,0.24767567391763232,0.6591612194536528,0.6167452856898308,296.0,sota_internal_protocol,sota_ssl_branch,microsoft/wavlm-base-plus,breath,shallow_breath,test,validation_balanced_accuracy,False,296.0
