auroc,auprc,balanced_accuracy,f1,sensitivity,specificity,brier,ece,nll,threshold,n_samples,model_name,modality,source_rows,external_rows,n_features
0.5294796150206488,0.043007339274520016,0.5225754542956945,0.0713128038897893,0.23157894736842105,0.8135719612229679,0.1511964385379642,0.2797554240043786,0.47213792582478215,0.5,8331.0,logistic_regression,cough,2957,8331,253
