"model_name","modality","feature_strategy","selected_feature_k","auroc","auroc_std","auprc","auprc_std","balanced_accuracy","f1","n_samples"
"svc_rbf_f60","cough","compare_is10_top800_lightgbm","800.0","0.8194661754302122","0.028976109702504325","0.7281636422154759","0.03616632784112098","0.7371050029209538","0.6445721583178494","4094.0"
"lightgbm_smote_f80","cough","compare_is10_top800_lightgbm","800.0","0.8191557338528197","0.02699568424835379","0.7318130789511696","0.0354995029961823","0.7321417660823449","0.6378699446577231","4094.0"
"catboost_smote_f80","cough","compare_is10_top800_lightgbm","800.0","0.8063490094846847","0.026829301689140567","0.7165610376781474","0.0347031713421122","0.7290077192744077","0.6360978090594009","4094.0"
"lightgbm_smote_f80","speech","compare_is10_top800_lightgbm","800.0","0.805743961448003","0.013990228291582099","0.7052333430407149","0.020994650018371863","0.7324020426651678","0.635120986568407","9983.0"
"xgboost_smote_f80","cough","compare_is10_top800_lightgbm","800.0","0.8034831670529516","0.025721555384171545","0.7147606243396425","0.03135185967137091","0.7212824260527391","0.6232032925811948","4094.0"
"svc_rbf_f60","speech","compare_is10_top800_lightgbm","800.0","0.8034302980360604","0.014257284274284458","0.697349955278878","0.02068646225527701","0.7254861071769827","0.6258577607157465","9983.0"
"catboost_smote_f80","speech","compare_is10_top800_lightgbm","800.0","0.7929990168098028","0.010816261151819146","0.6843076102132721","0.018556254308898682","0.7229772198042832","0.6235427889417077","9983.0"
"xgboost_smote_f80","speech","compare_is10_top800_lightgbm","800.0","0.7860653400575469","0.011906945249176739","0.6737477687066952","0.017783636416359935","0.7126169200627498","0.6102076961567793","9983.0"
