auroc,auprc,balanced_accuracy,f1,sensitivity,specificity,brier,ece,nll,threshold,n_samples,fusion_method
0.8762248814630841,0.8314917191226096,0.8088733348385639,0.7393364928909952,0.7572815533980582,0.8604651162790697,0.18929478359408886,0.14897442469536287,0.5638929175490256,0.344215444096419,318.0,quality_weighted_auprc
