auroc,auprc,balanced_accuracy,f1,sensitivity,specificity,brier,ece,nll,threshold,n_samples
0.8727869788692176,0.829908023712336,0.5,0.0,0.0,1.0,0.19197381330995647,0.1435406758332768,0.5695692995805097,0.5,308.0
