auroc,auprc,balanced_accuracy,f1,sensitivity,specificity,brier,ece,nll,threshold,n_samples,model_name,modality
0.9362665819277546,0.9216161989052694,0.8905923082712426,0.8537248504622077,0.8468176914778857,0.9343669250645995,0.07405667612863413,0.07215307464262445,0.26826406759104116,0.5,2862.0,metadata_logistic_regression,metadata
