auroc,auprc,balanced_accuracy,f1,sensitivity,specificity,brier,ece,nll,threshold,n_samples
0.8782206870799104,0.8414540897891051,0.5,0.0,0.0,1.0,0.19197739871006178,0.15362861498661978,0.5695374884249409,0.5,311.0
