auroc,auprc,balanced_accuracy,f1,sensitivity,specificity,brier,ece,nll,threshold,n_samples,fusion_method
0.8787085120794762,0.8382303612878866,0.7914879205238203,0.7088607594936709,0.8155339805825242,0.7674418604651163,0.18972524000329366,0.15677319978442783,0.5647822100920982,0.3339102361772045,318.0,quality_weighted_auprc
