table_source,evaluation_protocol,analysis_family,model_name,modality,modality_combination,feature_strategy,base_feature_set,ablation_name,removed_features,fusion_method,dataset,split,audit_model,control_method,prediction_source,calibration_method,n_samples,auroc,auprc,balanced_accuracy,sensitivity,specificity,f1,brier,ece,nll
cnn_metrics_10epoch_cough,,,compact_cnn,cough,,,,,,,,,,,,,636,0.749,0.551,0.686,0.825,0.547,0.595,0.226,0.196,0.644
cnn_metrics_cnn_bigru_breath,,,cnn_bigru,breath,,,,,,,,,,,,,636,0.710,0.590,0.649,0.684,0.614,0.550,0.232,0.205,0.657
cnn_metrics_cnn_bigru_cough,,,cnn_bigru,cough,,,,,,,,,,,,,636,0.730,0.556,0.686,0.680,0.693,0.586,0.229,0.200,0.651
cnn_metrics_cnn_bigru_speech,,,cnn_bigru,speech,,,,,,,,,,,,,1590,0.676,0.490,0.638,0.579,0.698,0.524,0.239,0.182,0.672
cnn_metrics_residual_cnn_breath,,,residual_cnn,breath,,,,,,,,,,,,,636,0.676,0.548,0.627,0.515,0.740,0.500,0.303,0.307,0.868
cnn_metrics_residual_cnn_cough,,,residual_cnn,cough,,,,,,,,,,,,,636,0.650,0.445,0.607,0.510,0.705,0.479,0.247,0.197,0.686
cnn_metrics_residual_cnn_speech,,,residual_cnn,speech,,,,,,,,,,,,,1590,0.634,0.440,0.609,0.540,0.677,0.488,0.241,0.180,0.677
cnn_metrics_smoke_cough,,,compact_cnn,cough,,,,,,,,,,,,,636,0.611,0.445,0.536,0.961,0.112,0.504,0.274,0.246,0.742
sota_ssl_metrics_practical_wavlm_breath,sota_internal_protocol,sota_ssl_branch,microsoft/wavlm-base-plus,breath,,,,,,,,,,,,,302,0.753,0.635,0.701,0.532,0.870,0.585,0.218,0.206,0.628
sota_ssl_metrics_practical_wavlm_breath,sota_internal_protocol,sota_ssl_branch,microsoft/wavlm-base-plus,breath,,,,,,,,,,,,,298,0.782,0.674,0.714,0.582,0.845,0.602,0.223,0.231,0.632
sota_ssl_metrics_practical_wavlm_breath,sota_internal_protocol,sota_ssl_branch,microsoft/wavlm-base-plus,breath,,,,,,,,,,,,,297,0.690,0.528,0.669,0.667,0.672,0.559,0.258,0.247,0.730
sota_ssl_metrics_practical_wavlm_breath,sota_internal_protocol,sota_ssl_branch,microsoft/wavlm-base-plus,breath,,,,,,,,,,,,,296,0.790,0.654,0.731,0.804,0.657,0.627,0.234,0.248,0.659
sota_ssl_metrics_practical_wavlm_cough,sota_internal_protocol,sota_ssl_branch,microsoft/wavlm-base-plus,cough,,,,,,,,,,,,,305,0.758,0.682,0.718,0.643,0.792,0.618,0.196,0.153,0.586
sota_ssl_metrics_practical_wavlm_cough,sota_internal_protocol,sota_ssl_branch,microsoft/wavlm-base-plus,cough,,,,,,,,,,,,,312,0.789,0.696,0.730,0.673,0.787,0.636,0.192,0.141,0.564
sota_ssl_metrics_practical_wavlm_cough,sota_internal_protocol,sota_ssl_branch,microsoft/wavlm-base-plus,cough,,,,,,,,,,,,,306,0.781,0.704,0.720,0.600,0.840,0.622,0.187,0.124,0.555
sota_ssl_metrics_practical_wavlm_cough,sota_internal_protocol,sota_ssl_branch,microsoft/wavlm-base-plus,cough,,,,,,,,,,,,,310,0.790,0.731,0.713,0.608,0.817,0.614,0.182,0.131,0.546
sota_swarm_feature_metrics,sota_swarm_internal_protocol,sota_swarm_feature_search,binary_pso_lightgbm,cough,,binary_pso_validation_selected,,,,,,,,,,,317,0.798,0.722,0.746,0.725,0.767,0.655,0.158,0.068,0.490
sota_swarm_feature_metrics,sota_swarm_internal_protocol,sota_swarm_feature_search,binary_pso_lightgbm,cough,,binary_pso_validation_selected,,,,,,,,,,,318,0.820,0.743,0.744,0.786,0.702,0.653,0.149,0.054,0.467
sota_swarm_feature_metrics,sota_swarm_internal_protocol,sota_swarm_feature_search,binary_pso_lightgbm,breath,,binary_pso_validation_selected,,,,,,,,,,,317,0.767,0.704,0.738,0.578,0.898,0.645,0.170,0.083,0.531
sota_swarm_feature_metrics,sota_swarm_internal_protocol,sota_swarm_feature_search,binary_pso_lightgbm,breath,,binary_pso_validation_selected,,,,,,,,,,,318,0.811,0.731,0.720,0.621,0.819,0.621,0.160,0.074,0.498
sota_swarm_feature_metrics,sota_swarm_internal_protocol,sota_swarm_feature_search,binary_pso_lightgbm,speech,,binary_pso_validation_selected,,,,,,,,,,,317,0.806,0.701,0.738,0.676,0.800,0.645,0.172,0.085,0.527
sota_swarm_feature_metrics,sota_swarm_internal_protocol,sota_swarm_feature_search,binary_pso_lightgbm,speech,,binary_pso_validation_selected,,,,,,,,,,,318,0.816,0.686,0.755,0.738,0.772,0.667,0.171,0.114,0.520
sota_gated_stack_metrics,sota_gated_internal_protocol,sota_gated_prediction_stack,validation_gated_stack,multimodal,all_selected_sources,,,,,gated_uniform_mean,,,,,,,307,0.852,0.808,0.795,0.687,0.904,0.727,0.141,0.109,0.453
sota_gated_stack_metrics,sota_gated_internal_protocol,sota_gated_prediction_stack,validation_gated_stack,multimodal,all_selected_sources,,,,,gated_uniform_mean,,,,,,,312,0.891,0.842,0.828,0.802,0.853,0.761,0.133,0.153,0.434
sota_gated_stack_metrics,sota_gated_internal_protocol,sota_gated_prediction_stack,validation_gated_stack,multimodal,all_selected_sources,,,,,gated_validation_weighted_auroc,,,,,,,307,0.852,0.808,0.795,0.687,0.904,0.727,0.141,0.109,0.453
sota_gated_stack_metrics,sota_gated_internal_protocol,sota_gated_prediction_stack,validation_gated_stack,multimodal,all_selected_sources,,,,,gated_validation_weighted_auroc,,,,,,,312,0.891,0.842,0.828,0.802,0.853,0.761,0.133,0.156,0.434
sota_gated_stack_metrics,sota_gated_internal_protocol,sota_gated_prediction_stack,validation_gated_stack,multimodal,all_selected_sources,,,,,gated_stacked_logistic_validation,,,,,,,307,0.853,0.810,0.800,0.687,0.913,0.735,0.161,0.171,0.503
sota_gated_stack_metrics,sota_gated_internal_protocol,sota_gated_prediction_stack,validation_gated_stack,multimodal,all_selected_sources,,,,,gated_stacked_logistic_validation,,,,,,,312,0.891,0.842,0.830,0.802,0.858,0.764,0.160,0.215,0.499
