prediction_source,evaluation_protocol,analysis_family,model_name,modality,submodality,modality_combination,fusion_method,feature_strategy,selected_feature_k,metric_split,split,threshold_probability,model_net_benefit,treat_all_net_benefit,treat_none_net_benefit,net_benefit_minus_treat_all,net_benefit_minus_treat_none,prevalence,n_samples,n_positive,n_negative
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath,cough+breath,,compare_is10_top800_lightgbm,800.0,test,test,0.4,0.16239316239316237,-0.12713675213675218,0.0,0.28952991452991456,0.16239316239316237,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath,cough+breath,,compare_is10_top800_lightgbm,800.0,test,test,0.45,0.14714452214452217,-0.2296037296037296,0.0,0.3767482517482518,0.14714452214452217,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath,cough+breath,,compare_is10_top800_lightgbm,800.0,test,test,0.5,0.125,-0.3525641025641026,0.0,0.4775641025641026,0.125,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath,cough+breath,,compare_is10_top800_lightgbm,800.0,validation,validation,0.05,0.2609291959540545,0.28681638950797184,0.0,-0.02588719355391733,0.2609291959540545,0.32247557003257327,307,99,208
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath,cough+breath,,compare_is10_top800_lightgbm,800.0,validation,validation,0.1,0.2370611653999276,0.24719507781397027,0.0,-0.010133912414042656,0.2370611653999276,0.32247557003257327,307,99,208
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath,cough+breath,,compare_is10_top800_lightgbm,800.0,validation,validation,0.15,0.21460049817972793,0.20291243533243913,0.0,0.011688062847288794,0.21460049817972793,0.32247557003257327,307,99,208
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath,cough+breath,,compare_is10_top800_lightgbm,800.0,validation,validation,0.2,0.1962540716612378,0.15309446254071657,0.0,0.04315960912052122,0.1962540716612378,0.32247557003257327,307,99,208
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath,cough+breath,,compare_is10_top800_lightgbm,800.0,validation,validation,0.25,0.18349619978284473,0.09663409337676435,0.0,0.08686210640608039,0.18349619978284473,0.32247557003257327,307,99,208
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath,cough+breath,,compare_is10_top800_lightgbm,800.0,validation,validation,0.3,0.15914378780828292,0.03210795718939036,0.0,0.12703583061889256,0.15914378780828292,0.32247557003257327,307,99,208
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath,cough+breath,,compare_is10_top800_lightgbm,800.0,validation,validation,0.35,0.14232022049611626,-0.042345276872964244,0.0,0.1846654973690805,0.14232022049611626,0.32247557003257327,307,99,208
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath,cough+breath,,compare_is10_top800_lightgbm,800.0,validation,validation,0.4,0.13897937024972853,-0.12920738327904463,0.0,0.2681867535287732,0.13897937024972853,0.32247557003257327,307,99,208
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath,cough+breath,,compare_is10_top800_lightgbm,800.0,validation,validation,0.45,0.11933668936926267,-0.2318625999407759,0.0,0.3511992893100386,0.11933668936926267,0.32247557003257327,307,99,208
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath,cough+breath,,compare_is10_top800_lightgbm,800.0,validation,validation,0.5,0.09771986970684039,-0.3550488599348535,0.0,0.4527687296416939,0.09771986970684039,0.32247557003257327,307,99,208
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath+speech,cough+breath+speech,,compare_is10_top800_lightgbm,800.0,test,test,0.05,0.28879892037786775,0.2881241565452092,0.0,0.0006747638326585759,0.28879892037786775,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath+speech,cough+breath+speech,,compare_is10_top800_lightgbm,800.0,test,test,0.1,0.26460113960113957,0.2485754985754986,0.0,0.01602564102564097,0.26460113960113957,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath+speech,cough+breath+speech,,compare_is10_top800_lightgbm,800.0,test,test,0.15,0.24773755656108598,0.20437405731523378,0.0,0.0433634992458522,0.24773755656108598,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath+speech,cough+breath+speech,,compare_is10_top800_lightgbm,800.0,test,test,0.2,0.22435897435897434,0.1546474358974359,0.0,0.06971153846153844,0.22435897435897434,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath+speech,cough+breath+speech,,compare_is10_top800_lightgbm,800.0,test,test,0.25,0.21153846153846156,0.0982905982905983,0.0,0.11324786324786326,0.21153846153846156,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath+speech,cough+breath+speech,,compare_is10_top800_lightgbm,800.0,test,test,0.3,0.1978021978021978,0.03388278388278387,0.0,0.16391941391941392,0.1978021978021978,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath+speech,cough+breath+speech,,compare_is10_top800_lightgbm,800.0,test,test,0.35,0.1900887573964497,-0.04043392504930965,0.0,0.23052268244575935,0.1900887573964497,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath+speech,cough+breath+speech,,compare_is10_top800_lightgbm,800.0,test,test,0.4,0.18376068376068377,-0.12713675213675218,0.0,0.31089743589743596,0.18376068376068377,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath+speech,cough+breath+speech,,compare_is10_top800_lightgbm,800.0,test,test,0.45,0.17511655011655008,-0.2296037296037296,0.0,0.4047202797202797,0.17511655011655008,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath+speech,cough+breath+speech,,compare_is10_top800_lightgbm,800.0,test,test,0.5,0.16346153846153846,-0.3525641025641026,0.0,0.5160256410256411,0.16346153846153846,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath+speech,cough+breath+speech,,compare_is10_top800_lightgbm,800.0,validation,validation,0.05,0.2671009771986971,0.28681638950797184,0.0,-0.01971541230927476,0.2671009771986971,0.32247557003257327,307,99,208
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath+speech,cough+breath+speech,,compare_is10_top800_lightgbm,800.0,validation,validation,0.1,0.24031849439015562,0.24719507781397027,0.0,-0.006876583423814642,0.24031849439015562,0.32247557003257327,307,99,208
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath+speech,cough+breath+speech,,compare_is10_top800_lightgbm,800.0,validation,validation,0.15,0.2128760298907837,0.20291243533243913,0.0,0.009963594558344557,0.2128760298907837,0.32247557003257327,307,99,208
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath+speech,cough+breath+speech,,compare_is10_top800_lightgbm,800.0,validation,validation,0.2,0.19136807817589577,0.15309446254071657,0.0,0.0382736156351792,0.19136807817589577,0.32247557003257327,307,99,208
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath+speech,cough+breath+speech,,compare_is10_top800_lightgbm,800.0,validation,validation,0.25,0.18458197611292074,0.09663409337676435,0.0,0.08794788273615639,0.18458197611292074,0.32247557003257327,307,99,208
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath+speech,cough+breath+speech,,compare_is10_top800_lightgbm,800.0,validation,validation,0.3,0.18427175430432757,0.03210795718939036,0.0,0.15216379711493722,0.18427175430432757,0.32247557003257327,307,99,208
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath+speech,cough+breath+speech,,compare_is10_top800_lightgbm,800.0,validation,validation,0.35,0.17313956401904285,-0.042345276872964244,0.0,0.2154848408920071,0.17313956401904285,0.32247557003257327,307,99,208
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath+speech,cough+breath+speech,,compare_is10_top800_lightgbm,800.0,validation,validation,0.4,0.16503800217155262,-0.12920738327904463,0.0,0.29424538545059725,0.16503800217155262,0.32247557003257327,307,99,208
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath+speech,cough+breath+speech,,compare_is10_top800_lightgbm,800.0,validation,validation,0.45,0.15279834172342316,-0.2318625999407759,0.0,0.38466094166419906,0.15279834172342316,0.32247557003257327,307,99,208
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath+speech,cough+breath+speech,,compare_is10_top800_lightgbm,800.0,validation,validation,0.5,0.13029315960912052,-0.3550488599348535,0.0,0.48534201954397405,0.13029315960912052,0.32247557003257327,307,99,208
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+speech,cough+speech,,compare_is10_top800_lightgbm,800.0,test,test,0.05,0.2901441501843781,0.28930606771706335,0.0,0.0008380824673147602,0.2901441501843781,0.3248407643312102,314,102,212
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+speech,cough+speech,,compare_is10_top800_lightgbm,800.0,test,test,0.1,0.2668082094833687,0.24982307147912242,0.0,0.01698513800424628,0.2668082094833687,0.3248407643312102,314,102,212
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+speech,cough+speech,,compare_is10_top800_lightgbm,800.0,test,test,0.15,0.2358561258898464,0.20569501686024724,0.0,0.030161109029599148,0.2358561258898464,0.3248407643312102,314,102,212
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+speech,cough+speech,,compare_is10_top800_lightgbm,800.0,test,test,0.2,0.21417197452229297,0.1560509554140127,0.0,0.05812101910828027,0.21417197452229297,0.3248407643312102,314,102,212
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+speech,cough+speech,,compare_is10_top800_lightgbm,800.0,test,test,0.25,0.2070063694267516,0.0997876857749469,0.0,0.1072186836518047,0.2070063694267516,0.3248407643312102,314,102,212
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+speech,cough+speech,,compare_is10_top800_lightgbm,800.0,test,test,0.3,0.20291173794358508,0.03548680618744304,0.0,0.16742493175614204,0.20291173794358508,0.3248407643312102,314,102,212
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+speech,cough+speech,,compare_is10_top800_lightgbm,800.0,test,test,0.35,0.19720725134737874,-0.038706516413522796,0.0,0.23591376776090153,0.19720725134737874,0.3248407643312102,314,102,212
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+speech,cough+speech,,compare_is10_top800_lightgbm,800.0,test,test,0.4,0.1751592356687898,-0.1252653927813165,0.0,0.3004246284501063,0.1751592356687898,0.3248407643312102,314,102,212
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+speech,cough+speech,,compare_is10_top800_lightgbm,800.0,test,test,0.45,0.15923566878980894,-0.227562246670527,0.0,0.38679791546033593,0.15923566878980894,0.3248407643312102,314,102,212
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+speech,cough+speech,,compare_is10_top800_lightgbm,800.0,test,test,0.5,0.15923566878980894,-0.3503184713375797,0.0,0.5095541401273886,0.15923566878980894,0.3248407643312102,314,102,212
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+speech,cough+speech,,compare_is10_top800_lightgbm,800.0,validation,validation,0.05,0.2806451612903226,0.2903225806451613,0.0,-0.009677419354838734,0.2806451612903226,0.3258064516129032,310,101,209
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+speech,cough+speech,,compare_is10_top800_lightgbm,800.0,validation,validation,0.1,0.23942652329749103,0.25089605734767023,0.0,-0.011469534050179198,0.23942652329749103,0.3258064516129032,310,101,209
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+speech,cough+speech,,compare_is10_top800_lightgbm,800.0,validation,validation,0.15,0.21916508538899432,0.20683111954459202,0.0,0.0123339658444023,0.21916508538899432,0.3258064516129032,310,101,209
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+speech,cough+speech,,compare_is10_top800_lightgbm,800.0,validation,validation,0.2,0.20564516129032262,0.15725806451612903,0.0,0.04838709677419359,0.20564516129032262,0.3258064516129032,310,101,209
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+speech,cough+speech,,compare_is10_top800_lightgbm,800.0,validation,validation,0.25,0.17849462365591395,0.1010752688172043,0.0,0.07741935483870965,0.17849462365591395,0.3258064516129032,310,101,209
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+speech,cough+speech,,compare_is10_top800_lightgbm,800.0,validation,validation,0.3,0.16175115207373272,0.03686635944700456,0.0,0.12488479262672816,0.16175115207373272,0.3258064516129032,310,101,209
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+speech,cough+speech,,compare_is10_top800_lightgbm,800.0,validation,validation,0.35,0.14193548387096774,-0.03722084367245654,0.0,0.17915632754342428,0.14193548387096774,0.3258064516129032,310,101,209
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+speech,cough+speech,,compare_is10_top800_lightgbm,800.0,validation,validation,0.4,0.13333333333333333,-0.12365591397849468,0.0,0.25698924731182804,0.13333333333333333,0.3258064516129032,310,101,209
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+speech,cough+speech,,compare_is10_top800_lightgbm,800.0,validation,validation,0.45,0.1348973607038123,-0.22580645161290314,0.0,0.36070381231671544,0.1348973607038123,0.3258064516129032,310,101,209
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+speech,cough+speech,,compare_is10_top800_lightgbm,800.0,validation,validation,0.5,0.13548387096774195,-0.34838709677419355,0.0,0.4838709677419355,0.13548387096774195,0.3258064516129032,310,101,209
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,stacked_logistic_validation,compare_is10_top800_lightgbm,800.0,test,test,0.05,0.2881241565452092,0.2881241565452092,0.0,0.0,0.2881241565452092,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,stacked_logistic_validation,compare_is10_top800_lightgbm,800.0,test,test,0.1,0.2485754985754986,0.2485754985754986,0.0,0.0,0.2485754985754986,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,stacked_logistic_validation,compare_is10_top800_lightgbm,800.0,test,test,0.15,0.20776772247360484,0.20437405731523378,0.0,0.0033936651583710564,0.20776772247360484,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,stacked_logistic_validation,compare_is10_top800_lightgbm,800.0,test,test,0.2,0.18189102564102563,0.1546474358974359,0.0,0.02724358974358973,0.18189102564102563,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,stacked_logistic_validation,compare_is10_top800_lightgbm,800.0,test,test,0.25,0.1655982905982906,0.0982905982905983,0.0,0.06730769230769229,0.1655982905982906,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,stacked_logistic_validation,compare_is10_top800_lightgbm,800.0,test,test,0.3,0.15109890109890112,0.03388278388278387,0.0,0.11721611721611724,0.15109890109890112,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,stacked_logistic_validation,compare_is10_top800_lightgbm,800.0,test,test,0.35,0.15606508875739641,-0.04043392504930965,0.0,0.19649901380670606,0.15606508875739641,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,stacked_logistic_validation,compare_is10_top800_lightgbm,800.0,test,test,0.4,0.15491452991452992,-0.12713675213675218,0.0,0.2820512820512821,0.15491452991452992,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,stacked_logistic_validation,compare_is10_top800_lightgbm,800.0,test,test,0.45,0.1354895104895105,-0.2296037296037296,0.0,0.36509324009324007,0.1354895104895105,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,stacked_logistic_validation,compare_is10_top800_lightgbm,800.0,test,test,0.5,0.1282051282051282,-0.3525641025641026,0.0,0.4807692307692308,0.1282051282051282,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,stacked_logistic_validation,compare_is10_top800_lightgbm,800.0,validation,validation,0.05,0.28571428571428575,0.28571428571428575,0.0,0.0,0.28571428571428575,0.32142857142857145,308,99,209
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,stacked_logistic_validation,compare_is10_top800_lightgbm,800.0,validation,validation,0.1,0.24603174603174605,0.24603174603174605,0.0,0.0,0.24603174603174605,0.32142857142857145,308,99,209
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,stacked_logistic_validation,compare_is10_top800_lightgbm,800.0,validation,validation,0.15,0.20129870129870128,0.20168067226890757,0.0,-0.0003819709702062857,0.20129870129870128,0.32142857142857145,308,99,209
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,stacked_logistic_validation,compare_is10_top800_lightgbm,800.0,validation,validation,0.2,0.16396103896103897,0.1517857142857143,0.0,0.012175324675324672,0.16396103896103897,0.32142857142857145,308,99,209
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,stacked_logistic_validation,compare_is10_top800_lightgbm,800.0,validation,validation,0.25,0.14502164502164502,0.09523809523809526,0.0,0.04978354978354976,0.14502164502164502,0.32142857142857145,308,99,209
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,stacked_logistic_validation,compare_is10_top800_lightgbm,800.0,validation,validation,0.3,0.13589981447124302,0.030612244897959162,0.0,0.10528756957328386,0.13589981447124302,0.32142857142857145,308,99,209
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,stacked_logistic_validation,compare_is10_top800_lightgbm,800.0,validation,validation,0.35,0.1401098901098901,-0.04395604395604391,0.0,0.18406593406593402,0.1401098901098901,0.32142857142857145,308,99,209
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,stacked_logistic_validation,compare_is10_top800_lightgbm,800.0,validation,validation,0.4,0.15476190476190477,-0.130952380952381,0.0,0.28571428571428575,0.15476190476190477,0.32142857142857145,308,99,209
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,stacked_logistic_validation,compare_is10_top800_lightgbm,800.0,validation,validation,0.45,0.1564344746162928,-0.23376623376623368,0.0,0.3902007083825265,0.1564344746162928,0.32142857142857145,308,99,209
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,stacked_logistic_validation,compare_is10_top800_lightgbm,800.0,validation,validation,0.5,0.1525974025974026,-0.35714285714285715,0.0,0.5097402597402597,0.1525974025974026,0.32142857142857145,308,99,209
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,uniform_mean,compare_is10_top800_lightgbm,800.0,test,test,0.05,0.29132928475033737,0.2881241565452092,0.0,0.0032051282051281937,0.29132928475033737,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,uniform_mean,compare_is10_top800_lightgbm,800.0,test,test,0.1,0.2564102564102564,0.2485754985754986,0.0,0.007834757834757788,0.2564102564102564,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,uniform_mean,compare_is10_top800_lightgbm,800.0,test,test,0.15,0.23491704374057315,0.20437405731523378,0.0,0.03054298642533937,0.23491704374057315,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,uniform_mean,compare_is10_top800_lightgbm,800.0,test,test,0.2,0.22115384615384615,0.1546474358974359,0.0,0.06650641025641024,0.22115384615384615,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,uniform_mean,compare_is10_top800_lightgbm,800.0,test,test,0.25,0.21153846153846156,0.0982905982905983,0.0,0.11324786324786326,0.21153846153846156,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,uniform_mean,compare_is10_top800_lightgbm,800.0,test,test,0.3,0.1858974358974359,0.03388278388278387,0.0,0.15201465201465203,0.1858974358974359,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,uniform_mean,compare_is10_top800_lightgbm,800.0,test,test,0.35,0.1876232741617357,-0.04043392504930965,0.0,0.22805719921104534,0.1876232741617357,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,uniform_mean,compare_is10_top800_lightgbm,800.0,test,test,0.4,0.18482905982905984,-0.12713675213675218,0.0,0.311965811965812,0.18482905982905984,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,uniform_mean,compare_is10_top800_lightgbm,800.0,test,test,0.45,0.18036130536130535,-0.2296037296037296,0.0,0.40996503496503495,0.18036130536130535,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,uniform_mean,compare_is10_top800_lightgbm,800.0,test,test,0.5,0.15705128205128205,-0.3525641025641026,0.0,0.5096153846153846,0.15705128205128205,0.32371794871794873,312,101,211
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,uniform_mean,compare_is10_top800_lightgbm,800.0,validation,validation,0.05,0.2781954887218045,0.28571428571428575,0.0,-0.007518796992481258,0.2781954887218045,0.32142857142857145,308,99,209
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,uniform_mean,compare_is10_top800_lightgbm,800.0,validation,validation,0.1,0.23773448773448771,0.24603174603174605,0.0,-0.00829725829725833,0.23773448773448771,0.32142857142857145,308,99,209
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,uniform_mean,compare_is10_top800_lightgbm,800.0,validation,validation,0.15,0.21275783040488924,0.20168067226890757,0.0,0.011077158135981674,0.21275783040488924,0.32142857142857145,308,99,209
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,breath+speech,uniform_mean,compare_is10_top800_lightgbm,800.0,validation,validation,0.2,0.1939935064935065,0.1517857142857143,0.0,0.042207792207792194,0.1939935064935065,0.32142857142857145,308,99,209
