analysis,domain_classifier_auroc,n_source,n_external,source_split_scope,n_common_features,source_domain_probability_mean,external_domain_probability_mean,source_domain_probability_q05,source_domain_probability_q95,external_within_source_domain_probability_band_fraction,external_probably_outside_source_support_fraction,external_high_external_probability_fraction,source_high_external_probability_fraction,skipped
support_overlap_positivity,0.7503597966535838,2861,8331,source_train,500,0.39866733061453374,0.6287065561879558,0.06524483414045745,0.8388674202364677,0.7484095546753091,0.25159044532469094,0.07742167806985956,0.006990562740300594,False
