auroc,auprc,balanced_accuracy,f1,sensitivity,specificity,brier,ece,nll,threshold,n_samples,evaluation_protocol,analysis_family,model_name,modality,n_matched_pairs,n_train_participants,n_test_participants,n_features,modality_combination,fusion_method
0.5014574426739216,0.8109194153860464,0.5064569126947673,0.6746370623398804,0.5791788856304986,0.43373493975903615,0.5164877529983196,0.5164148598461725,2.9278989464838907,0.06002218933415489,848.0,matched_temporal_train_test,matched_audio_modality,logistic_regression,cough,424.0,424.0,424.0,253.0,,
0.5793864607992085,0.8457128988642915,0.5634826696816593,0.7640984908657665,0.7052785923753666,0.42168674698795183,0.427128014907942,0.43337306248387714,1.921028710934383,0.06848024566414015,848.0,matched_temporal_train_test,matched_audio_modality,logistic_regression,breath,424.0,424.0,424.0,253.0,,
0.5363678761968695,0.8200134092112725,0.5195244320390064,0.6636521739130434,0.5595307917888563,0.4795180722891566,0.40912099950052017,0.43642838484426544,1.3166395815961183,0.271880881168901,2120.0,matched_temporal_train_test,matched_audio_modality,logistic_regression,speech,424.0,424.0,424.0,253.0,,
0.5827120799915204,0.8328569322958621,0.5490937356463979,0.4080717488789238,0.2668621700879765,0.8313253012048193,0.35564359191194445,0.42828566829013653,0.9560982458495544,0.5,424.0,matched_temporal_train_test,matched_multimodal_fusion,logistic_regression,multimodal,424.0,424.0,424.0,,breath+cough+speech,uniform_mean
