analysis,ranker,top_k,date_cutoff,n_early_rows,n_late_rows,n_early_positive,n_late_positive,overlap_count,union_count,jaccard_overlap,early_only_count,late_only_count,top_shared_features,skipped
feature_selection_stability,lightgbm,800,2020-08-13,6512,6173,52,3983,110,1490,0.0738255033557047,690,690,compare2016__opensmile_compare2016_F0final_sma_de_quartile2;compare2016__opensmile_compare2016_F0final_sma_risetime;compare2016__opensmile_compare2016_F0final_sma_rqmean;compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_1_skewness;compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_21_skewness;compare2016__opensmile_compare2016_audspec_lengthL1norm_sma_de_upleveltime25;compare2016__opensmile_compare2016_audspec_lengthL1norm_sma_lpc4;compare2016__opensmile_compare2016_mfcc_sma_10_amean;compare2016__opensmile_compare2016_mfcc_sma_10_range;compare2016__opensmile_compare2016_mfcc_sma_11_lpc3;compare2016__opensmile_compare2016_mfcc_sma_12_lpc1;compare2016__opensmile_compare2016_mfcc_sma_12_upleveltime25;compare2016__opensmile_compare2016_mfcc_sma_2_qregc1;compare2016__opensmile_compare2016_mfcc_sma_3_peakMeanAbs;compare2016__opensmile_compare2016_mfcc_sma_3_peakRangeAbs;compare2016__opensmile_compare2016_mfcc_sma_4_peakDistStddev;compare2016__opensmile_compare2016_mfcc_sma_4_peakMeanAbs;compare2016__opensmile_compare2016_mfcc_sma_4_percentile99_0;compare2016__opensmile_compare2016_mfcc_sma_de_10_meanSegLen;compare2016__opensmile_compare2016_mfcc_sma_de_10_peakRangeRel;compare2016__opensmile_compare2016_mfcc_sma_de_11_lpc2;compare2016__opensmile_compare2016_mfcc_sma_de_12_meanRisingSlope;compare2016__opensmile_compare2016_mfcc_sma_de_3_meanPeakDist;compare2016__opensmile_compare2016_mfcc_sma_de_4_meanSegLen;compare2016__opensmile_compare2016_mfcc_sma_de_6_lpc3;compare2016__opensmile_compare2016_mfcc_sma_de_7_maxPos;compare2016__opensmile_compare2016_mfcc_sma_de_8_stddevFallingSlope;compare2016__opensmile_compare2016_mfcc_sma_de_9_minRangeRel;compare2016__opensmile_compare2016_pcm_fftMag_fband1000_4000_sma_de_lpc4;compare2016__opensmile_compare2016_pcm_fftMag_fband1000_4000_sma_peakMeanRel;compare2016__opensmile_compare2016_pcm_fftMag_psySharpness_sma_de_peakRangeRel;compare2016__opensmile_compare2016_pcm_fftMag_spectralEntropy_sma_de_percentile1_0;compare2016__opensmile_compare2016_pcm_fftMag_spectralSkewness_sma_de_posamean;compare2016__opensmile_compare2016_pcm_fftMag_spectralSkewness_sma_minRangeRel;compare2016__opensmile_compare2016_pcm_fftMag_spectralVariance_sma_stddev;compare2016__opensmile_compare2016_pcm_zcr_sma_de_stddevFallingSlope;compare2016__opensmile_compare2016_pcm_zcr_sma_meanFallingSlope;compare2016__opensmile_compare2016_pcm_zcr_sma_peakMeanAbs;compare2016__opensmile_compare2016_pcm_zcr_sma_stddevFallingSlope;compare2016__opensmile_compare2016_pcm_zcr_sma_stddevRisingSlope;compare2016__opensmile_compare2016_shimmerLocal_sma_percentile99_0;is10__opensmile_is10_F0finEnv_sma_linregc2;is10__opensmile_is10_lspFreq_sma_3_iqr1_2;is10__opensmile_is10_lspFreq_sma_6_percentile1_0;is10__opensmile_is10_lspFreq_sma_de_5_skewness;is10__opensmile_is10_mfcc_sma_10_linregc2;is10__opensmile_is10_mfcc_sma_10_percentile1_0;is10__opensmile_is10_mfcc_sma_2_linregerrA;is10__opensmile_is10_mfcc_sma_3_amean;is10__opensmile_is10_mfcc_sma_3_quartile1,False
