auroc,auprc,balanced_accuracy,f1,sensitivity,specificity,brier,ece,nll,threshold,n_samples,evaluation_protocol,analysis_family,model_name,modality,metric_split,threshold_source,skipped,n_features,n_participants,n_ensemble_models,ensemble_members,modality_combination,fusion_method,feature_strategy,selected_feature_k,delta_auroc_from_existing,shuffle_iteration,sanity_check
0.5497692814765985,0.4066206956962273,0.5114700065919578,0.20134228187919462,0.13513513513513514,0.8878048780487805,0.22806041438589295,0.03653347953315923,0.6487616775129295,0.3425645503854554,316.0,compare_is10_existing_participant_split,strong_audio_modality,svc_rbf_f60,cough,test,validation_balanced_accuracy,False,800.0,316.0,,,,,compare_is10_top800_lightgbm,800.0,0.0,0,compare_is10_retrain_with_shuffled_labels
0.5365112994350283,0.36555864593431564,0.5033898305084745,0.49569707401032703,1.0,0.006779661016949152,0.23800919408657847,0.11207379135706155,0.6952543155438214,0.037590200343850466,439.0,compare_is10_time_stratified_participant_split,strong_audio_modality,lightgbm_smote_f80,cough,test,validation_balanced_accuracy,False,800.0,439.0,,,,,compare_is10_top800_lightgbm,800.0,-0.013257982041570249,0,compare_is10_retrain_with_shuffled_labels
0.5510089098532495,0.39818061326820525,0.5172824947589099,0.5286506469500925,0.9930555555555556,0.04150943396226415,0.22889676024310246,0.04269716579422907,0.6506954660681123,0.19146386238746418,409.0,compare_is10_temporal_early_to_late,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,test,validation_balanced_accuracy,False,,409.0,,,cough+breath,uniform_mean,compare_is10_top800_lightgbm,800.0,0.0012396283766509253,0,compare_is10_retrain_with_shuffled_labels
