table_source,model_name,modality,feature_strategy,fusion_method,dataset,calibration_method,split,threshold,sensitivity,specificity,precision,npv,f1,balanced_accuracy,tp,fp,tn,fn,n_samples,n_positive,n_negative,operating_constraint,target_specificity,target_sensitivity
coughvid_internal_predictions,random_forest,cough,all,,coughvid,platt,test,0.0364444012377811,0.19298245614035087,0.9503105590062112,0.12087912087912088,0.9708121827411168,0.14864864864864866,0.5716465075732811,11.0,80.0,1530.0,46.0,1667.0,57.0,1610.0,specificity>=0.950,0.95,
coughvid_internal_predictions,random_forest,cough,all,,coughvid,platt,test,0.0339475338506364,0.8070175438596491,0.5869565217391305,0.06469760900140648,0.9884937238493724,0.11979166666666667,0.6969870327993898,46.0,665.0,945.0,11.0,1667.0,57.0,1610.0,sensitivity>=0.800,,0.8
coughvid_internal_predictions,random_forest,cough,all,,coughvid,platt,test,0.0336259277034794,0.9122807017543859,0.42732919254658386,0.053388090349075976,0.9927849927849928,0.1008729388942774,0.6698049471504849,52.0,922.0,688.0,5.0,1667.0,57.0,1610.0,sensitivity>=0.900,,0.9
coughvid_internal_predictions,xgboost,cough,all,,coughvid,platt,test,0.0348712658409174,0.5087719298245614,0.8080745341614907,0.08579881656804733,0.9789315274642588,0.14683544303797466,0.6584232319930261,29.0,309.0,1301.0,28.0,1667.0,57.0,1610.0,specificity>=0.800,0.8,
coughvid_internal_predictions,xgboost,cough,all,,coughvid,platt,test,0.0471754387437163,0.3508771929824561,0.9024844720496894,0.11299435028248588,0.9751677852348993,0.17094017094017092,0.6266808325160728,20.0,157.0,1453.0,37.0,1667.0,57.0,1610.0,specificity>=0.900,0.9,
coughvid_internal_predictions,xgboost,cough,all,,coughvid,platt,test,0.0694186683657084,0.24561403508771928,0.9633540372670808,0.1917808219178082,0.9730238393977415,0.2153846153846154,0.6044840361774,14.0,59.0,1551.0,43.0,1667.0,57.0,1610.0,specificity>=0.950,0.95,
coughvid_internal_predictions,xgboost,cough,all,,coughvid,platt,test,0.0273101750081423,0.8070175438596491,0.5571428571428572,0.06060606060606061,0.987885462555066,0.11274509803921567,0.6820802005012532,46.0,713.0,897.0,11.0,1667.0,57.0,1610.0,sensitivity>=0.800,,0.8
coughvid_internal_predictions,xgboost,cough,all,,coughvid,platt,test,0.0256046022953545,0.9122807017543859,0.3552795031055901,0.047706422018348627,0.9913344887348353,0.0906713164777681,0.6337801024299881,52.0,1038.0,572.0,5.0,1667.0,57.0,1610.0,sensitivity>=0.900,,0.9
cross_dataset_predictions,logistic_regression,cough,,,coughvid,,external,0.4873199825711227,0.24912280701754386,0.8010191399453145,0.042464114832535885,0.9678630424988737,0.07256004087889628,0.5250709734814292,71.0,1601.0,6445.0,214.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
cross_dataset_predictions,logistic_regression,cough,,,coughvid,,external,0.6198567399898746,0.12280701754385964,0.9024359930400199,0.042682926829268296,0.9667154839568632,0.06334841628959276,0.5126215052919397,35.0,785.0,7261.0,250.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
cross_dataset_predictions,logistic_regression,cough,,,coughvid,,external,0.7177449251514787,0.06315789473684211,0.9501615709669401,0.04295942720763723,0.9662537917087968,0.05113636363636363,0.5066597328518911,18.0,401.0,7645.0,267.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
cross_dataset_predictions,logistic_regression,cough,,,coughvid,,external,0.1270616120197004,0.8,0.18754660700969425,0.03370288248337029,0.9636015325670498,0.06468085106382979,0.49377330350484716,228.0,6537.0,1509.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
cross_dataset_predictions,logistic_regression,cough,,,coughvid,,external,0.0887865098541204,0.9017543859649123,0.10837683320904798,0.034584847261472214,0.9688888888888889,0.06661482633488855,0.5050656095869801,257.0,7174.0,872.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_beats_predictions,catboost,cough,all,,coughvid,platt,external,0.3688613139213166,0.19298245614035087,0.8030077056922694,0.03353658536585366,0.9656254670452847,0.05714285714285715,0.4979950809163102,55.0,1585.0,6461.0,230.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_beats_predictions,catboost,cough,all,,coughvid,platt,external,0.4837803891274054,0.07719298245614035,0.9009445687298037,0.026862026862026864,0.9649893503727369,0.03985507246376812,0.489068775592972,22.0,797.0,7249.0,263.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_beats_predictions,catboost,cough,all,,coughvid,platt,external,0.5779233894370386,0.05263157894736842,0.9526472781506339,0.03787878787878788,0.9659735349716446,0.04405286343612335,0.5026394285490011,15.0,381.0,7665.0,270.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_beats_predictions,catboost,cough,all,,coughvid,platt,external,0.1338997557545164,0.8,0.21439224459358688,0.03481447549244159,0.968013468013468,0.06672519754170325,0.5071961222967935,228.0,6321.0,1725.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_beats_predictions,catboost,cough,all,,coughvid,platt,external,0.1188662382884906,0.9017543859649123,0.1226696495152871,0.03512848551120831,0.9724137931034482,0.06762268122615445,0.5122120177400997,257.0,7059.0,987.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_beats_predictions,catboost,cough,drop_high_shift,,coughvid,platt,external,0.3951402561123557,0.18947368421052632,0.8046234153616704,0.033210332103321034,0.9655480984340045,0.05651491365777081,0.49704854978609836,54.0,1572.0,6474.0,231.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_beats_predictions,catboost,cough,drop_high_shift,,coughvid,platt,external,0.513397396013399,0.08070175438596491,0.9043002734277902,0.029003783102143757,0.9652427699655081,0.04267161410018553,0.49250101390687756,23.0,770.0,7276.0,262.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_beats_predictions,catboost,cough,drop_high_shift,,coughvid,platt,external,0.6038652128648775,0.028070175438596492,0.9531444195873726,0.02077922077922078,0.965139692927259,0.023880597014925373,0.49060729751298454,8.0,377.0,7669.0,277.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_beats_predictions,catboost,cough,drop_high_shift,,coughvid,platt,external,0.1329130332965609,0.8,0.21004225702212279,0.03462940461725395,0.9673726388093875,0.06638520890959383,0.5050211285110614,228.0,6356.0,1690.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_beats_predictions,catboost,cough,drop_high_shift,,coughvid,platt,external,0.1180373842791199,0.9017543859649123,0.1215510812826249,0.03508532423208191,0.9721669980119284,0.06754270696452036,0.5116527336237686,257.0,7068.0,978.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_beats_predictions,catboost,cough,top_stable_120,,coughvid,platt,external,0.4452853606577751,0.19298245614035087,0.800397713149391,0.033112582781456956,0.9655172413793104,0.0565262076053443,0.49669008464487097,55.0,1606.0,6440.0,230.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_beats_predictions,catboost,cough,top_stable_120,,coughvid,platt,external,0.5678641339352688,0.06315789473684211,0.901193139448173,0.02214022140221402,0.9644852354349561,0.032786885245901634,0.48217551709250756,18.0,795.0,7251.0,267.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_beats_predictions,catboost,cough,top_stable_120,,coughvid,platt,external,0.6447929140267831,0.028070175438596492,0.9500372856077554,0.01951219512195122,0.9650296679712158,0.02302158273381295,0.4890537305231759,8.0,402.0,7644.0,277.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_beats_predictions,catboost,cough,top_stable_120,,coughvid,platt,external,0.1578858590431378,0.8,0.22744220730797912,0.035381750465549346,0.9697933227344993,0.06776638430673204,0.5137211036539896,228.0,6216.0,1830.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_beats_predictions,catboost,cough,top_stable_120,,coughvid,platt,external,0.12572586466842,0.9017543859649123,0.08973402933134476,0.03390054082574858,0.9626666666666667,0.0653445207220951,0.49574420764812854,257.0,7324.0,722.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_beats_predictions,catboost,cough,top_stable_50,,coughvid,platt,external,0.4595081741486463,0.21052631578947367,0.8068605518269948,0.03717472118959108,0.9665029030817329,0.0631911532385466,0.5086934338082343,60.0,1554.0,6492.0,225.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_beats_predictions,catboost,cough,top_stable_50,,coughvid,platt,external,0.5681221659506899,0.10526315789473684,0.9045488441461595,0.03759398496240601,0.9661489446435683,0.05540166204986149,0.5049060010204482,30.0,768.0,7278.0,255.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_beats_predictions,catboost,cough,top_stable_50,,coughvid,platt,external,0.6367005416850634,0.042105263157894736,0.9510315684812329,0.029556650246305417,0.9655520504731862,0.03473227206946455,0.49656841581956385,12.0,394.0,7652.0,273.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_beats_predictions,catboost,cough,top_stable_50,,coughvid,platt,external,0.1613958544130709,0.8035087719298246,0.2141436738752175,0.03495115995115995,0.968521641371557,0.06698844522451368,0.5088262229025211,229.0,6323.0,1723.0,56.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_beats_predictions,catboost,cough,top_stable_50,,coughvid,platt,external,0.1370036027219998,0.9017543859649123,0.12130251056425553,0.03507574723624949,0.9721115537848606,0.0675249605885444,0.5115284482645839,257.0,7070.0,976.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_beats_predictions,catboost,cough,top_stable_80,,coughvid,platt,external,0.4573066568500102,0.15789473684210525,0.8053691275167785,0.027932960893854747,0.9642857142857143,0.04746835443037974,0.4816319321794419,45.0,1566.0,6480.0,240.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_beats_predictions,catboost,cough,top_stable_80,,coughvid,platt,external,0.5610257311436295,0.08771929824561403,0.9000745712155108,0.030156815440289506,0.9653425753132499,0.04488330341113106,0.4938969347305624,25.0,804.0,7242.0,260.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_beats_predictions,catboost,cough,top_stable_80,,coughvid,platt,external,0.6545123475988028,0.02456140350877193,0.951777280636341,0.017721518987341773,0.9649697580645161,0.020588235294117643,0.48816934207255647,7.0,388.0,7658.0,278.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_beats_predictions,catboost,cough,top_stable_80,,coughvid,platt,external,0.164795222828033,0.8,0.22234650758140692,0.03515805705474171,0.9691224268689057,0.0673559822747415,0.5111732537907034,228.0,6257.0,1789.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_beats_predictions,catboost,cough,top_stable_80,,coughvid,platt,external,0.1363886544530002,0.9017543859649123,0.10999254287844892,0.03464545699649501,0.9693318729463308,0.06672724912371802,0.5058734644216806,257.0,7161.0,885.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_beats_predictions,lightgbm,cough,all,,coughvid,platt,external,0.3378090279927842,0.17543859649122806,0.8087248322147651,0.03146633102580239,0.9651438742212993,0.05336179295624333,0.4920817143529966,50.0,1539.0,6507.0,235.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_beats_predictions,lightgbm,cough,all,,coughvid,platt,external,0.5041953088577596,0.08771929824561403,0.9034302759134973,0.03117206982543641,0.9654668614689866,0.045998160073597055,0.4955747870795557,25.0,777.0,7269.0,260.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_beats_predictions,lightgbm,cough,all,,coughvid,platt,external,0.6444524481491813,0.03508771929824561,0.9530201342281879,0.02577319587628866,0.9653783205338033,0.029717682020802376,0.49405392676321674,10.0,378.0,7668.0,275.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_beats_predictions,lightgbm,cough,all,,coughvid,platt,external,0.1531572767519178,0.8,0.20333084762614964,0.03434769508888219,0.9663319551092735,0.0658673985266503,0.5016654238130749,228.0,6410.0,1636.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_beats_predictions,lightgbm,cough,all,,coughvid,platt,external,0.1497536170470902,0.9017543859649123,0.08849117573949788,0.033855881965485446,0.9621621621621622,0.06526155408836974,0.49512278085220507,257.0,7334.0,712.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_beats_predictions,lightgbm,cough,drop_high_shift,,coughvid,platt,external,0.3525941211708404,0.1824561403508772,0.8011434253044991,0.031476997578692496,0.9651145381045066,0.05369127516778524,0.49179978282768816,52.0,1600.0,6446.0,233.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_beats_predictions,lightgbm,cough,drop_high_shift,,coughvid,platt,external,0.5214898696196176,0.07368421052631578,0.9009445687298037,0.02567237163814181,0.9648609077598829,0.03807796917497734,0.48731438962805973,21.0,797.0,7249.0,264.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_beats_predictions,lightgbm,cough,drop_high_shift,,coughvid,platt,external,0.648061526286892,0.03508771929824561,0.9509072831220482,0.024691358024691357,0.9653040625788544,0.02898550724637681,0.4929975012101469,10.0,395.0,7651.0,275.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_beats_predictions,lightgbm,cough,drop_high_shift,,coughvid,platt,external,0.1519729501084524,0.8,0.2117822520507084,0.034703196347031964,0.9676320272572402,0.06652078774617068,0.5058911260253542,228.0,6342.0,1704.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_beats_predictions,lightgbm,cough,drop_high_shift,,coughvid,platt,external,0.1478965058800098,0.9017543859649123,0.08588118319661944,0.0337624802942722,0.96105702364395,0.06508800810434341,0.49381778458076586,257.0,7355.0,691.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_beats_predictions,lightgbm,cough,top_stable_120,,coughvid,platt,external,0.4137543775678826,0.18596491228070175,0.8013919960228685,0.03210175651120533,0.9652694610778443,0.05475206611570248,0.49367845415178513,53.0,1598.0,6448.0,232.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_beats_predictions,lightgbm,cough,top_stable_120,,coughvid,platt,external,0.5939412718627449,0.08421052631578947,0.9045488441461595,0.030303030303030304,0.9653800238758456,0.04456824512534819,0.49437968523097453,24.0,768.0,7278.0,261.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_beats_predictions,lightgbm,cough,top_stable_120,,coughvid,platt,external,0.6897952500381775,0.031578947368421054,0.9555058414118817,0.02452316076294278,0.9653440482169764,0.027607361963190184,0.49354239439015135,9.0,358.0,7688.0,276.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_beats_predictions,lightgbm,cough,top_stable_120,,coughvid,platt,external,0.1592630833020522,0.8,0.1955008699975143,0.03402477242202656,0.9650306748466257,0.06527340395075866,0.49775043499875715,228.0,6473.0,1573.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_beats_predictions,lightgbm,cough,top_stable_120,,coughvid,platt,external,0.154119933170777,0.9017543859649123,0.10315684812329108,0.03439047236718855,0.9673659673659674,0.06625418922402683,0.5024556170441017,257.0,7216.0,830.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_beats_predictions,lightgbm,cough,top_stable_50,,coughvid,platt,external,0.4463138101702515,0.22456140350877193,0.8022619935371613,0.03867069486404834,0.9668963451168364,0.06597938144329897,0.5134116985229666,64.0,1591.0,6455.0,221.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_beats_predictions,lightgbm,cough,top_stable_50,,coughvid,platt,external,0.60115242617345,0.08771929824561403,0.9000745712155108,0.030156815440289506,0.9653425753132499,0.04488330341113106,0.4938969347305624,25.0,804.0,7242.0,260.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_beats_predictions,lightgbm,cough,top_stable_50,,coughvid,platt,external,0.6897376328011448,0.0456140350877193,0.9526472781506339,0.03299492385786802,0.9657301247322666,0.03829160530191458,0.4991306566191766,13.0,381.0,7665.0,272.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_beats_predictions,lightgbm,cough,top_stable_50,,coughvid,platt,external,0.1569822021909198,0.8,0.23005219985085756,0.03549743110695937,0.970125786163522,0.06797853309481217,0.5150260999254288,228.0,6195.0,1851.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_beats_predictions,lightgbm,cough,top_stable_50,,coughvid,platt,external,0.1449910197335323,0.9017543859649123,0.09296544867014665,0.03401720714758438,0.9639175257731959,0.06556122448979591,0.4973599173175295,257.0,7298.0,748.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_beats_predictions,lightgbm,cough,top_stable_80,,coughvid,platt,external,0.4344885522014837,0.18596491228070175,0.8008948545861297,0.03202416918429003,0.9652486518873576,0.05463917525773196,0.49342988343341576,53.0,1602.0,6444.0,232.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_beats_predictions,lightgbm,cough,top_stable_80,,coughvid,platt,external,0.6162961119173844,0.07368421052631578,0.9074074074074074,0.02741514360313316,0.9651024454725711,0.039961941008563276,0.4905458089668616,21.0,745.0,7301.0,264.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_beats_predictions,lightgbm,cough,top_stable_80,,coughvid,platt,external,0.7069814449356364,0.031578947368421054,0.957370121799652,0.02556818181818182,0.9654091991477629,0.0282574568288854,0.4944745345840365,9.0,343.0,7703.0,276.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_beats_predictions,lightgbm,cough,top_stable_80,,coughvid,platt,external,0.1611844499483445,0.8,0.2276907780263485,0.03539273517541136,0.9698253043938592,0.06778653188642783,0.5138453890131742,228.0,6214.0,1832.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_beats_predictions,lightgbm,cough,top_stable_80,,coughvid,platt,external,0.1530773584257976,0.9017543859649123,0.11906537409893114,0.034989788972089854,0.9716024340770791,0.0673656618610747,0.5104098800319217,257.0,7088.0,958.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_beats_predictions,logistic_regression,cough,all,,coughvid,platt,external,0.2841786024033287,0.23508771929824562,0.8012677106636839,0.040216086434573826,0.9672918229557389,0.06868272680676576,0.5181777149809648,67.0,1599.0,6447.0,218.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_beats_predictions,logistic_regression,cough,all,,coughvid,platt,external,0.4962595792469511,0.10877192982456141,0.9005717126522496,0.03730445246690734,0.9661333333333333,0.05555555555555555,0.5046718212384055,31.0,800.0,7246.0,254.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_beats_predictions,logistic_regression,cough,all,,coughvid,platt,external,0.5806221759456485,0.042105263157894736,0.9505344270444942,0.02926829268292683,0.9655346547153137,0.034532374100719423,0.4963198451011945,12.0,398.0,7648.0,273.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_beats_predictions,logistic_regression,cough,all,,coughvid,platt,external,0.1599808050504929,0.8,0.2411135968182948,0.03599621092516577,0.971457185778668,0.0688925819610213,0.5205567984091475,228.0,6106.0,1940.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_beats_predictions,logistic_regression,cough,all,,coughvid,platt,external,0.1596743505440087,0.9017543859649123,0.1423067362664678,0.0359038837664152,0.9761295822676896,0.06905817546688164,0.52203056111569,257.0,6901.0,1145.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_beats_predictions,logistic_regression,cough,drop_high_shift,,coughvid,platt,external,0.2979206003276896,0.23508771929824562,0.802013422818792,0.04036144578313253,0.9673212411932244,0.06889460154241644,0.5185505710585188,67.0,1593.0,6453.0,218.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_beats_predictions,logistic_regression,cough,drop_high_shift,,coughvid,platt,external,0.5199271029263925,0.11578947368421053,0.9055431270196371,0.0416141235813367,0.9665693817988856,0.061224489795918366,0.5106663003519238,33.0,760.0,7286.0,252.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_beats_predictions,logistic_regression,cough,drop_high_shift,,coughvid,platt,external,0.5932842945587485,0.056140350877192984,0.9500372856077554,0.03827751196172249,0.966005307721471,0.04551920341394026,0.5030888182424742,16.0,402.0,7644.0,269.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_beats_predictions,logistic_regression,cough,drop_high_shift,,coughvid,platt,external,0.1537537981425644,0.8,0.2609992542878449,0.0369290573372206,0.9735744089012517,0.07059916395726892,0.5304996271439224,228.0,5946.0,2100.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_beats_predictions,logistic_regression,cough,drop_high_shift,,coughvid,platt,external,0.1531941711197724,0.9017543859649123,0.15746955008699975,0.03652643547470154,0.9783783783783784,0.07020898784319082,0.529611968025956,257.0,6779.0,1267.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_beats_predictions,logistic_regression,cough,top_stable_120,,coughvid,platt,external,0.5103170007537223,0.16140350877192983,0.8248819289087745,0.03161512027491409,0.9652414194299012,0.052873563218390804,0.4931427188403522,46.0,1409.0,6637.0,239.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_beats_predictions,logistic_regression,cough,top_stable_120,,coughvid,platt,external,0.5923104086020854,0.08771929824561403,0.9001988565746954,0.030193236714975844,0.9653471944555511,0.044923629829290206,0.49395907741015477,25.0,803.0,7243.0,260.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_beats_predictions,logistic_regression,cough,top_stable_120,,coughvid,platt,external,0.6588819343953707,0.0456140350877193,0.9506587124036788,0.03170731707317073,0.9656609014013382,0.03741007194244605,0.4981363737456991,13.0,397.0,7649.0,272.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_beats_predictions,logistic_regression,cough,top_stable_120,,coughvid,platt,external,0.1421397020211306,0.8,0.20755654983842903,0.034524530587522716,0.9669947886508397,0.06619248076643926,0.5037782749192146,228.0,6376.0,1670.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_beats_predictions,logistic_regression,cough,top_stable_120,,coughvid,platt,external,0.11678197737064,0.9017543859649123,0.11347253293562018,0.034776725304465496,0.9702444208289054,0.06697068403908794,0.5076134594502663,257.0,7133.0,913.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_beats_predictions,logistic_regression,cough,top_stable_50,,coughvid,platt,external,0.4813500930103127,0.17894736842105263,0.8016405667412378,0.030965391621129327,0.9649910233393177,0.052795031055900624,0.49029396758114524,51.0,1596.0,6450.0,234.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_beats_predictions,logistic_regression,cough,top_stable_50,,coughvid,platt,external,0.5847550606102238,0.07719298245614035,0.9008202833706189,0.026829268292682926,0.9649846891226201,0.03981900452488688,0.48900663291337965,22.0,798.0,7248.0,263.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_beats_predictions,logistic_regression,cough,top_stable_50,,coughvid,platt,external,0.6449115459511711,0.03508771929824561,0.9510315684812329,0.024752475247524754,0.9653084395105336,0.02902757619738752,0.4930596438897393,10.0,394.0,7652.0,275.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_beats_predictions,logistic_regression,cough,top_stable_50,,coughvid,platt,external,0.1684131668846115,0.8035087719298246,0.22781506338553317,0.03554796647004036,0.9703546850185283,0.0680838412368069,0.5156619176576789,229.0,6213.0,1833.0,56.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_beats_predictions,logistic_regression,cough,top_stable_50,,coughvid,platt,external,0.1367535965969936,0.9017543859649123,0.1319910514541387,0.0354923353128021,0.9743119266055046,0.068296571884135,0.5168727187095254,257.0,6984.0,1062.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_beats_predictions,logistic_regression,cough,top_stable_80,,coughvid,platt,external,0.4846865049387724,0.16842105263157894,0.8000248570718369,0.02896801448400724,0.9644890620317651,0.04943357363542739,0.4842229548517079,48.0,1609.0,6437.0,237.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_beats_predictions,logistic_regression,cough,top_stable_80,,coughvid,platt,external,0.5868472878303683,0.07719298245614035,0.9020631369624659,0.027160493827160494,0.9650312458449675,0.04018264840182648,0.4896280597093031,22.0,788.0,7258.0,263.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_beats_predictions,logistic_regression,cough,top_stable_80,,coughvid,platt,external,0.6505578683661016,0.03859649122807018,0.9547601292567736,0.029333333333333333,0.965560583207642,0.03333333333333334,0.49667831024242187,11.0,364.0,7682.0,274.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_beats_predictions,logistic_regression,cough,top_stable_80,,coughvid,platt,external,0.1539506386367572,0.8,0.1935123042505593,0.03394372487717731,0.9646840148698885,0.06512425021422451,0.4967561521252797,228.0,6489.0,1557.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_beats_predictions,logistic_regression,cough,top_stable_80,,coughvid,platt,external,0.1277330501445654,0.9017543859649123,0.1071339796172011,0.03453836849885768,0.9685393258426966,0.06652860471136422,0.5044441827910567,257.0,7184.0,862.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_beats_predictions,random_forest,cough,all,,coughvid,platt,external,0.3815182050606974,0.16842105263157894,0.8032562764106388,0.029429797670141016,0.9646268656716418,0.05010438413361169,0.48583866452110885,48.0,1583.0,6463.0,237.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_beats_predictions,random_forest,cough,all,,coughvid,platt,external,0.4479797894186302,0.07017543859649122,0.9025602783992046,0.024875621890547265,0.9647934103892654,0.03673094582185491,0.4863678584978479,20.0,784.0,7262.0,265.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_beats_predictions,random_forest,cough,all,,coughvid,platt,external,0.5036860109420728,0.02456140350877193,0.9528958488690032,0.018134715025906734,0.9650094398993078,0.020864381520119223,0.48872862618888757,7.0,379.0,7667.0,278.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_beats_predictions,random_forest,cough,all,,coughvid,platt,external,0.182785478471277,0.8,0.18978374347501864,0.03379279679857715,0.9640151515151515,0.06484641638225257,0.49489187173750937,228.0,6519.0,1527.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_beats_predictions,random_forest,cough,all,,coughvid,platt,external,0.16030400556963,0.9017543859649123,0.10613969674372359,0.034501275338971675,0.9682539682539683,0.06645978794931472,0.5039470413543179,257.0,7192.0,854.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_beats_predictions,random_forest,cough,drop_high_shift,,coughvid,platt,external,0.3935467936862021,0.17894736842105263,0.8006462838677604,0.03081570996978852,0.9649490713001797,0.05257731958762887,0.4897968261444065,51.0,1604.0,6442.0,234.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
