recalibration_method,n_samples,n_positive,n_negative,observed_prevalence,mean_probability,calibration_gap,ece,mce,brier,nll,n_bins,non_empty_bins,abs_calibration_gap,auroc,auprc,balanced_accuracy,sensitivity,specificity,f1,threshold,prediction_source,model_name,modality,feature_strategy,dataset,calibration_method,split,source_prevalence_for_offset,target_prevalence_for_offset,prevalence_offset
source_calibrated,8331,285,8046,0.03420957868203097,0.2703834506134452,0.23617387193141423,0.23617387193141418,0.7216026569329569,0.10552148838162455,0.3701085424354687,10,8,0.23617387193141423,0.5280147921381878,0.03521903046590434,0.4912195664403365,0.056140350877192984,0.92629878200348,0.035794183445190156,0.5,external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_80,coughvid,platt,external,0.2703834506134452,0.03420957868203097,-2.3477631898598927
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.038606815705503776,0.004397237023472805,0.006080879866288477,0.20841186450794766,0.03388790471790005,0.15579454379687793,10,3,0.004397237023472805,0.5280147921381878,0.03521903046590434,0.5,0.0,1.0,0.0,0.5,external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_80,coughvid,platt,external,0.2703834506134452,0.03420957868203097,-2.3477631898598927
source_calibrated,8331,285,8046,0.03420957868203097,0.2570464388096856,0.2228368601276546,0.2228368601276546,0.6271712438058479,0.09905960445918173,0.3556427162028728,10,7,0.2228368601276546,0.5084431187339464,0.03665718086104157,0.49812721587712755,0.07368421052631578,0.9225702212279393,0.04520990312163617,0.5,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,all,coughvid,platt,external,0.2570464388096856,0.03420957868203097,-2.2790643955685788
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03905838352679098,0.00484880484476001,0.009859387904577516,0.1118847074873095,0.03415710760352385,0.157240384918896,10,3,0.00484880484476001,0.5084431187339464,0.03665718086104157,0.5,0.0,1.0,0.0,0.5,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,all,coughvid,platt,external,0.2570464388096856,0.03420957868203097,-2.2790643955685788
source_calibrated,8331,285,8046,0.03420957868203097,0.24868833769390947,0.2144787590118785,0.2144787590118785,0.7169094930146872,0.09328128291583676,0.3426229888622035,10,7,0.2144787590118785,0.5135819912694987,0.03432296367374443,0.49643955152609337,0.056140350877192984,0.9367387521749938,0.03950617283950617,0.5,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,drop_high_shift,coughvid,platt,external,0.24868833769390947,0.03420957868203097,-2.234821066792767
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.038300688356099066,0.0040911096740680955,0.008799572622738576,0.21343810167205654,0.03407508006844664,0.1563897295528412,10,3,0.0040911096740680955,0.5135819912694987,0.03432296367374443,0.5,0.0,1.0,0.0,0.5,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,drop_high_shift,coughvid,platt,external,0.24868833769390947,0.03420957868203097,-2.234821066792767
source_calibrated,8331,285,8046,0.03420957868203097,0.25930524504539937,0.2250956663633684,0.22509566636336847,0.6485034107471792,0.10160363932681442,0.3607734629956961,10,7,0.2250956663633684,0.5083074950612922,0.03657509123007188,0.5053599696482071,0.09473684210526316,0.9159830971911509,0.05465587044534413,0.5,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_120,coughvid,platt,external,0.25930524504539937,0.03420957868203097,-2.2908584884984653
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03962763508136895,0.005418056399337977,0.010018102248663778,0.1135756045105934,0.03430089985947979,0.1580769059655558,10,3,0.005418056399337977,0.5083074950612922,0.03657509123007188,0.5,0.0,1.0,0.0,0.5,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_120,coughvid,platt,external,0.25930524504539937,0.03420957868203097,-2.2908584884984653
source_calibrated,8331,285,8046,0.03420957868203097,0.28226378518235756,0.24805420650032659,0.2480542065003265,0.6007376400984988,0.10786805830929182,0.3810603598547522,10,6,0.24805420650032659,0.5162661189389083,0.03509355844902836,0.49134385179952117,0.056140350877192984,0.9265473527218494,0.03587443946188341,0.5,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_50,coughvid,platt,external,0.28226378518235756,0.03420957868203097,-2.407181101694378
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.037609562084786524,0.0033999834027555534,0.00439131076807325,0.09065540745415474,0.03374213566462772,0.15504033604913484,10,2,0.0033999834027555534,0.5162661189389083,0.03509355844902836,0.5,0.0,1.0,0.0,0.5,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_50,coughvid,platt,external,0.28226378518235756,0.03420957868203097,-2.407181101694378
source_calibrated,8331,285,8046,0.03420957868203097,0.27305981162142046,0.23885023293938948,0.2388502329393895,0.6560392874367907,0.10580848194426483,0.3735316595229099,10,7,0.23885023293938948,0.516369908116052,0.03498518289298849,0.49539293797506445,0.07368421052631578,0.9171016654238131,0.04316546762589928,0.5,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_80,coughvid,platt,external,0.27305981162142046,0.03420957868203097,-2.3612878313000287
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.038576959300879794,0.0043673806188488234,0.007791844539184749,0.10357720326337198,0.03398469505230593,0.1563516159022591,10,2,0.0043673806188488234,0.516369908116052,0.03498518289298849,0.5,0.0,1.0,0.0,0.5,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_80,coughvid,platt,external,0.27305981162142046,0.03420957868203097,-2.3612878313000287
source_calibrated,8331,285,8046,0.03420957868203097,0.19195946127620198,0.157749882594171,0.157749882594171,0.6825656908317765,0.07042277717966451,0.2766895643607747,10,8,0.157749882594171,0.5469528282550772,0.038937394785215684,0.5003780891453092,0.031578947368421054,0.9691772309221973,0.033210332103321034,0.5,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,all,coughvid,platt,external,0.19195946127620198,0.03420957868203097,-1.9031131538389932
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03813258151203443,0.003923002830003457,0.008815284602282075,0.31000160812928534,0.034011939465366035,0.1551274809878072,10,4,0.003923002830003457,0.5469528282550772,0.038937394785215684,0.5,0.0,1.0,0.0,0.5,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,all,coughvid,platt,external,0.19195946127620198,0.03420957868203097,-1.9031131538389932
source_calibrated,8331,285,8046,0.03420957868203097,0.21468155144258388,0.1804719727605529,0.18047197276055293,0.7353664086993827,0.08046916805696272,0.3029315739490345,10,8,0.1804719727605529,0.551946483160424,0.03911401509411196,0.5001105485563274,0.042105263157894736,0.9581158339547601,0.03785488958990536,0.5,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,drop_high_shift,coughvid,platt,external,0.21468155144258388,0.03420957868203097,-2.0435076438177973
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.038594681734020135,0.004385103051989164,0.008109396405453318,0.17730262708134514,0.033947733080113965,0.15522398163287668,10,3,0.004385103051989164,0.551946483160424,0.03911401509411196,0.5,0.0,1.0,0.0,0.5,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,drop_high_shift,coughvid,platt,external,0.21468155144258388,0.03420957868203097,-2.0435076438177973
source_calibrated,8331,285,8046,0.03420957868203097,0.1919594613581255,0.15774988267609452,0.1577498826760945,0.6825656906279856,0.07042277720096811,0.2766895644482651,10,8,0.15774988267609452,0.5469528282550772,0.038937394785215684,0.5003780891453092,0.031578947368421054,0.9691772309221973,0.033210332103321034,0.5,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_120,coughvid,platt,external,0.1919594613581255,0.03420957868203097,-1.9031131543671538
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03813258150587972,0.003923002823848748,0.008815284588606904,0.31000160792039766,0.03401193946519368,0.15512748099937662,10,4,0.003923002823848748,0.5469528282550772,0.038937394785215684,0.5,0.0,1.0,0.0,0.5,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_120,coughvid,platt,external,0.1919594613581255,0.03420957868203097,-1.9031131543671538
source_calibrated,8331,285,8046,0.03420957868203097,0.3055542800199397,0.2713447013379087,0.2713447013379088,0.7432914019906132,0.12257042479317856,0.41404934495415613,10,8,0.2713447013379087,0.477810920540227,0.03161287768950921,0.49337559035545614,0.06666666666666667,0.9200845140442456,0.04012671594508976,0.5,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_50,coughvid,platt,external,0.3055542800199397,0.03420957868203097,-2.519454608912742
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.037800896119140906,0.003591317437109935,0.0035913174371099412,0.08233222098350276,0.03375040275132979,0.15668442590099665,10,2,0.003591317437109935,0.477810920540227,0.03161287768950921,0.5,0.0,1.0,0.0,0.5,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_50,coughvid,platt,external,0.3055542800199397,0.03420957868203097,-2.519454608912742
source_calibrated,8331,285,8046,0.03420957868203097,0.2849654368510953,0.25075585816906437,0.2507558581690643,0.7246279345619886,0.11117974962764629,0.38626159284569617,10,8,0.25075585816906437,0.5018564307861376,0.03427251329064111,0.5000726088151026,0.06315789473684211,0.9369873228933632,0.044444444444444446,0.5,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_80,coughvid,platt,external,0.2849654368510953,0.03420957868203097,-2.420478189354677
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03788419268162717,0.0036746139995961977,0.0036746139995962055,0.08951059694086905,0.03368195041437154,0.15554399195746788,10,2,0.0036746139995961977,0.5018564307861376,0.03427251329064111,0.5,0.0,1.0,0.0,0.5,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_80,coughvid,platt,external,0.2849654368510953,0.03420957868203097,-2.420478189354677
source_calibrated,8331,285,8046,0.03420957868203097,0.2727998144578718,0.23859023577584085,0.23859023577584085,0.6406293693720231,0.09811416097508757,0.36205300490905645,10,7,0.23859023577584085,0.4997182865191814,0.03985203144804455,0.5080504206078208,0.03859649122807018,0.9775043499875715,0.04612159329140461,0.5,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,all,coughvid,platt,external,0.2727998144578718,0.03420957868203097,-2.3599776200612155
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03626221722958797,0.002052638547557002,0.002052638547557012,0.06896513946150076,0.03333084686883237,0.15220053303121758,10,3,0.002052638547557002,0.4997182865191814,0.03985203144804455,0.5,0.0,1.0,0.0,0.5,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,all,coughvid,platt,external,0.2727998144578718,0.03420957868203097,-2.3599776200612155
source_calibrated,8331,285,8046,0.03420957868203097,0.2786042916926169,0.24439471301058593,0.24439471301058596,0.7107739538238755,0.10044732206264953,0.3678890862606155,10,7,0.24439471301058593,0.5240398410891758,0.03712148136576168,0.5027251200334917,0.028070175438596492,0.9773800646283868,0.03368421052631579,0.5,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,drop_high_shift,coughvid,platt,external,0.2786042916926169,0.03420957868203097,-2.389045818628974
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.036111196502778276,0.0019016178207473047,0.0019016178207472952,0.07820992302476709,0.03326513861295332,0.15122869625459315,10,2,0.0019016178207473047,0.5240398410891758,0.03712148136576168,0.5,0.0,1.0,0.0,0.5,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,drop_high_shift,coughvid,platt,external,0.2786042916926169,0.03420957868203097,-2.389045818628974
source_calibrated,8331,285,8046,0.03420957868203097,0.27233992200454743,0.23813034332251645,0.23813034332251642,0.6144273440188217,0.09747093152991952,0.3607127004267609,10,7,0.23813034332251645,0.507485467334755,0.040911623541834946,0.509168988840483,0.03859649122807018,0.9797414864528958,0.04793028322440087,0.5,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_120,coughvid,platt,external,0.27233992200454743,0.03420957868203097,-2.3576581582250182
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.036184011684343195,0.0019744330023122245,0.0020099603356763265,0.08429426328176579,0.03327910597875691,0.151666555597904,10,3,0.0019744330023122245,0.507485467334755,0.040911623541834946,0.5,0.0,1.0,0.0,0.5,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_120,coughvid,platt,external,0.27233992200454743,0.03420957868203097,-2.3576581582250182
source_calibrated,8331,285,8046,0.03420957868203097,0.28925342187681324,0.2550438431947823,0.2550438431947823,0.6289045564886355,0.10529631311065556,0.38035408369125934,10,7,0.2550438431947823,0.5389571368141957,0.04055786988204452,0.4940918665044416,0.014035087719298246,0.9741486452895849,0.01609657947686117,0.5,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_50,coughvid,platt,external,0.28925342187681324,0.03420957868203097,-2.441428432354971
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03604282428572295,0.0018332456036919825,0.001833245603691979,0.1051228659399587,0.03323029395345104,0.15059751988153075,10,2,0.0018332456036919825,0.5389571368141957,0.04055786988204452,0.5,0.0,1.0,0.0,0.5,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_50,coughvid,platt,external,0.28925342187681324,0.03420957868203097,-2.441428432354971
source_calibrated,8331,285,8046,0.03420957868203097,0.29007878525660796,0.255869206574577,0.255869206574577,0.6315818999134941,0.10637983760331136,0.38251770971856314,10,7,0.255869206574577,0.5241684873381565,0.037067148745537695,0.4960470714444575,0.021052631578947368,0.9710415113099676,0.022900763358778626,0.5,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_80,coughvid,platt,external,0.29007878525660796,0.03420957868203097,-2.4454397328956214
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03614832748804189,0.0019387488060109218,0.001938748806010917,0.20233535409167838,0.033283803091454005,0.1513355932101607,10,3,0.0019387488060109218,0.5241684873381565,0.037067148745537695,0.5,0.0,1.0,0.0,0.5,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_80,coughvid,platt,external,0.29007878525660796,0.03420957868203097,-2.4454397328956214
source_calibrated,8331,285,8046,0.03420957868203097,0.25726331410515896,0.22305373542312798,0.22305373542312795,0.6331235648916274,0.10180410899233167,0.3581348591590437,10,8,0.22305373542312798,0.5108104277596801,0.036594683812216394,0.4978642542224315,0.07017543859649122,0.9255530698483718,0.04424778761061947,0.5,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,all,coughvid,platt,external,0.25726331410515896,0.03420957868203097,-2.280199712364004
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03933055621632984,0.005120977534298868,0.006919812357281327,0.10355605127631469,0.03409318319983076,0.15810628951268818,10,3,0.005120977534298868,0.5108104277596801,0.036594683812216394,0.5,0.0,1.0,0.0,0.5,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,all,coughvid,platt,external,0.25726331410515896,0.03420957868203097,-2.280199712364004
source_calibrated,8331,285,8046,0.03420957868203097,0.24849193709845263,0.21428235841642165,0.21428235841642163,0.7262486593512137,0.09340876460651892,0.3405124630836974,10,8,0.21428235841642165,0.5329120713790442,0.03620342227112358,0.4912431152452346,0.031578947368421054,0.9509072831220482,0.026124818577648767,0.5,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,drop_high_shift,coughvid,platt,external,0.24849193709845263,0.03420957868203097,-2.2337696327547665
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03798464561002506,0.003775066927994092,0.005110697203274467,0.22163760550040584,0.033749401676005625,0.154826851958258,10,3,0.003775066927994092,0.5329120713790442,0.03620342227112358,0.5,0.0,1.0,0.0,0.5,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,drop_high_shift,coughvid,platt,external,0.24849193709845263,0.03420957868203097,-2.2337696327547665
source_calibrated,8331,285,8046,0.03420957868203097,0.25800186291801275,0.22379228423598177,0.2237922842359817,0.6495558401892254,0.10192074077692127,0.358640169476228,10,8,0.22379228423598177,0.5125312348731635,0.03686405049257471,0.49253895364810235,0.05964912280701754,0.9254287844891872,0.037694013303769404,0.5,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,top_stable_120,coughvid,platt,external,0.25800186291801275,0.03420957868203097,-2.284061245256032
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03928450725848777,0.005074928576456798,0.00744837372022822,0.11411367062813331,0.03406559787533412,0.1578345453710129,10,3,0.005074928576456798,0.5125312348731635,0.03686405049257471,0.5,0.0,1.0,0.0,0.5,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,top_stable_120,coughvid,platt,external,0.25800186291801275,0.03420957868203097,-2.284061245256032
source_calibrated,8331,285,8046,0.03420957868203097,0.2793776777640768,0.24516809908204582,0.24516809908204582,0.6080829092486679,0.10743176893352907,0.3767951967401943,10,7,0.24516809908204582,0.5363423472925415,0.03625071140061998,0.48808822952235176,0.03508771929824561,0.9410887397464579,0.02600780234070221,0.5,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,top_stable_50,coughvid,platt,external,0.2793776777640768,0.03420957868203097,-2.3928905472755946
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03776328826784251,0.0035537095858115403,0.0035537095858115516,0.09665013831708937,0.03357114571395733,0.15353289273469561,10,2,0.0035537095858115403,0.5363423472925415,0.03625071140061998,0.5,0.0,1.0,0.0,0.5,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,top_stable_50,coughvid,platt,external,0.2793776777640768,0.03420957868203097,-2.3928905472755946
source_calibrated,8331,285,8046,0.03420957868203097,0.27457328376488255,0.24036370508285157,0.24036370508285154,0.6268606986303433,0.1063250095906074,0.3730637935033434,10,8,0.24036370508285157,0.5279406570116566,0.03620187231941782,0.4865490534688698,0.03859649122807018,0.9345016157096694,0.026731470230862697,0.5,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,top_stable_80,coughvid,platt,external,0.27457328376488255,0.03420957868203097,-2.3688993135508323
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03812451764090241,0.00391493895887144,0.00391493895887144,0.10000422027253747,0.0337153245326886,0.15480367476149223,10,2,0.00391493895887144,0.5279406570116566,0.03620187231941782,0.5,0.0,1.0,0.0,0.5,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,top_stable_80,coughvid,platt,external,0.27457328376488255,0.03420957868203097,-2.3688993135508323
source_calibrated,8331,285,8046,0.03420957868203097,0.2919338917565725,0.2577243130745415,0.25772431307454147,0.5974123985278839,0.11130696247916802,0.39134737980667844,10,6,0.2577243130745415,0.4775771768471639,0.033636683860764155,0.4976058715020213,0.05263157894736842,0.9425801640566741,0.03937007874015748,0.5,external_model_grid_panns_predictions,catboost,cough,all,coughvid,platt,external,0.2919338917565725,0.03420957868203097,-2.4544310882236258
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03693575317827438,0.0027261744962434123,0.002726174496243411,0.055990046361064895,0.03354693727576151,0.15500519317447597,10,2,0.0027261744962434123,0.4775771768471639,0.033636683860764155,0.5,0.0,1.0,0.0,0.5,external_model_grid_panns_predictions,catboost,cough,all,coughvid,platt,external,0.2919338917565725,0.03420957868203097,-2.4544310882236258
source_calibrated,8331,285,8046,0.03420957868203097,0.30001163428056904,0.2658020555985381,0.2658020555985381,0.6140210297579095,0.11211234192937483,0.3964444484132825,10,6,0.2658020555985381,0.49524008878771625,0.03372392658868122,0.49992869945183616,0.028070175438596492,0.9717872234650758,0.03076923076923077,0.5,external_model_grid_panns_predictions,catboost,cough,drop_high_shift,coughvid,platt,external,0.30001163428056904,0.03420957868203097,-2.4931987125760817
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03608065092097466,0.0018710722389436926,0.0018710722389436963,0.10583346127830602,0.033341348297704944,0.15268572598903474,10,2,0.0018710722389436926,0.49524008878771625,0.03372392658868122,0.5,0.0,1.0,0.0,0.5,external_model_grid_panns_predictions,catboost,cough,drop_high_shift,coughvid,platt,external,0.30001163428056904,0.03420957868203097,-2.4931987125760817
source_calibrated,8331,285,8046,0.03420957868203097,0.28757137218541684,0.2533617935033859,0.25336179350338595,0.5967904693715629,0.11039835679783166,0.3884311009046339,10,6,0.2533617935033859,0.4727457470422265,0.034072984123780264,0.48954171409134317,0.056140350877192984,0.9229430773054934,0.03474484256243214,0.5,external_model_grid_panns_predictions,lightgbm,cough,all,coughvid,platt,external,0.28757137218541684,0.03420957868203097,-2.4332325171119957
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.0375962230454704,0.0033866443634394325,0.00450933613319752,0.09161756757309536,0.03376176849584323,0.15582281615648477,10,2,0.0033866443634394325,0.4727457470422265,0.034072984123780264,0.5,0.0,1.0,0.0,0.5,external_model_grid_panns_predictions,lightgbm,cough,all,coughvid,platt,external,0.28757137218541684,0.03420957868203097,-2.4332325171119957
source_calibrated,8331,285,8046,0.03420957868203097,0.2989594517207667,0.26474987303873576,0.26474987303873576,0.5825757808684074,0.11354653489819408,0.3985068067535743,10,5,0.26474987303873576,0.48409016575742114,0.03410306169711239,0.49645394246242003,0.05964912280701754,0.9332587621178225,0.04052443384982122,0.5,external_model_grid_panns_predictions,lightgbm,cough,drop_high_shift,coughvid,platt,external,0.2989594517207667,0.03420957868203097,-2.4881833946201057
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.036769321201566375,0.0025597425195354045,0.002559742519535413,0.0871721630507249,0.033520592757663475,0.15388881472514182,10,2,0.0025597425195354045,0.48409016575742114,0.03410306169711239,0.5,0.0,1.0,0.0,0.5,external_model_grid_panns_predictions,lightgbm,cough,drop_high_shift,coughvid,platt,external,0.2989594517207667,0.03420957868203097,-2.4881833946201057
source_calibrated,8331,285,8046,0.03420957868203097,0.2981203307497886,0.26391075206775766,0.26391075206775766,0.4321616562237235,0.11159855030142042,0.3947691073829809,10,3,0.26391075206775766,0.4988181988652965,0.03468428078332398,0.5,0.0,1.0,0.0,0.5,external_model_grid_panns_predictions,logistic_regression,cough,all,coughvid,platt,external,0.2981203307497886,0.03420957868203097,-2.484176393697095
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03621006077307017,0.002000482091039202,0.002000482091039202,0.002000482091039202,0.033380253578144,0.15299846139406176,10,1,0.002000482091039202,0.4988168905983577,0.03462623124772026,0.5,0.0,1.0,0.0,0.5,external_model_grid_panns_predictions,logistic_regression,cough,all,coughvid,platt,external,0.2981203307497886,0.03420957868203097,-2.484176393697095
source_calibrated,8331,285,8046,0.03420957868203097,0.30560471987498566,0.2713951411929547,0.2713951411929547,0.42514614413563856,0.11514457138340482,0.40365259508660045,10,3,0.2713951411929547,0.5024390456628771,0.034893436179714535,0.5,0.0,1.0,0.0,0.5,external_model_grid_panns_predictions,logistic_regression,cough,drop_high_shift,coughvid,platt,external,0.30560471987498566,0.03420957868203097,-2.519692307763232
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03608555976039105,0.001875981078360081,0.001875981078360081,0.001875981078360081,0.033335200741239315,0.1525984753850494,10,1,0.001875981078360081,0.5024390456628771,0.034893436179714535,0.5,0.0,1.0,0.0,0.5,external_model_grid_panns_predictions,logistic_regression,cough,drop_high_shift,coughvid,platt,external,0.30560471987498566,0.03420957868203097,-2.519692307763232
source_calibrated,8331,285,8046,0.03420957868203097,0.3102350657600009,0.27602548707797,0.2760254870779699,0.6527033790009177,0.11459119192850599,0.4060132871217003,10,6,0.27602548707797,0.483236739624353,0.03185874964924773,0.4948231877232231,0.010526315789473684,0.9791200596569725,0.013157894736842105,0.5,external_model_grid_panns_predictions,random_forest,cough,all,coughvid,platt,external,0.3102350657600009,0.03420957868203097,-2.541420594485058
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03536084580715997,0.0011512671251290019,0.001151267125129004,0.12433099049302365,0.033288686155601155,0.15182519412841144,10,2,0.0011512671251290019,0.483236739624353,0.03185874964924773,0.5,0.0,1.0,0.0,0.5,external_model_grid_panns_predictions,random_forest,cough,all,coughvid,platt,external,0.3102350657600009,0.03420957868203097,-2.541420594485058
source_calibrated,8331,285,8046,0.03420957868203097,0.31610647317839274,0.2818968944963618,0.2818968944963618,0.6479691545062696,0.11695386851220746,0.4124917617199757,10,6,0.2818968944963618,0.47804989730104536,0.03145891931167989,0.4941729790546463,0.0035087719298245615,0.984837186179468,0.004901960784313725,0.5,external_model_grid_panns_predictions,random_forest,cough,drop_high_shift,coughvid,platt,external,0.31610647317839274,0.03420957868203097,-2.5687180265498952
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03512815331876863,0.000918574636737661,0.0009185746367376604,0.12156793522851084,0.033250550243858014,0.15150466967539214,10,2,0.000918574636737661,0.47804989730104536,0.03145891931167989,0.5,0.0,1.0,0.0,0.5,external_model_grid_panns_predictions,random_forest,cough,drop_high_shift,coughvid,platt,external,0.31610647317839274,0.03420957868203097,-2.5687180265498952
source_calibrated,8331,285,8046,0.03420957868203097,0.29623371255537234,0.2620241338733414,0.26202413387334134,0.6021139874725981,0.11256675628521191,0.3955730238506451,10,6,0.2620241338733414,0.4698575297303662,0.03375806380979597,0.5064445229404608,0.056140350877192984,0.9567486950037286,0.04930662557781202,0.5,external_model_grid_panns_predictions,xgboost,cough,all,coughvid,platt,external,0.29623371255537234,0.03420957868203097,-2.4751435614834776
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.0365893252452635,0.002379746563232532,0.0023797465632325373,0.07122733140974954,0.03347524955579642,0.15484128166860767,10,2,0.002379746563232532,0.4698575297303662,0.03375806380979597,0.5,0.0,1.0,0.0,0.5,external_model_grid_panns_predictions,xgboost,cough,all,coughvid,platt,external,0.29623371255537234,0.03420957868203097,-2.4751435614834776
source_calibrated,8331,285,8046,0.03420957868203097,0.304582941944458,0.27037336326242706,0.27037336326242706,0.6078692990952664,0.11502097162794837,0.40325223686919176,10,6,0.27037336326242706,0.47557465625286177,0.032695503439922426,0.49534911103261514,0.017543859649122806,0.9731543624161074,0.019762845849802372,0.5,external_model_grid_panns_predictions,xgboost,cough,drop_high_shift,coughvid,platt,external,0.304582941944458,0.03420957868203097,-2.51487286051864
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.036074996970403395,0.0018654182883724238,0.001865418288372419,0.10586007748732239,0.03337424633362669,0.15353229450734382,10,2,0.0018654182883724238,0.47557465625286177,0.032695503439922426,0.5,0.0,1.0,0.0,0.5,external_model_grid_panns_predictions,xgboost,cough,drop_high_shift,coughvid,platt,external,0.304582941944458,0.03420957868203097,-2.51487286051864
source_calibrated,8331,285,8046,0.03420957868203097,0.2652569553267952,0.23104737664476424,0.2310473766447642,0.649654182475368,0.10405235440582637,0.36527942745317077,10,8,0.23104737664476424,0.5263009624483779,0.039278401713305114,0.505206902416369,0.08771929824561403,0.922694506587124,0.0536480686695279,0.5,external_model_grid_predictions,catboost,cough,all,coughvid,platt,external,0.2652569553267952,0.03420957868203097,-2.3216193321653167
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.039152569755809,0.004942991073778026,0.005818908945614887,0.14413653368823004,0.033829592689842876,0.15585971973708454,10,3,0.004942991073778026,0.5263009624483779,0.039278401713305114,0.5,0.0,1.0,0.0,0.5,external_model_grid_predictions,catboost,cough,all,coughvid,platt,external,0.2652569553267952,0.03420957868203097,-2.3216193321653167
source_calibrated,8331,285,8046,0.03420957868203097,0.2968400902260948,0.26263051154406386,0.2626305115440638,0.6169473039576207,0.11854678196278509,0.4031283459025636,10,8,0.26263051154406386,0.5139269376523585,0.04093888530331618,0.5118326203278517,0.11228070175438597,0.9113845389013174,0.062135922330097085,0.5,external_model_grid_predictions,catboost,cough,drop_high_shift,coughvid,platt,external,0.2968400902260948,0.03420957868203097,-2.4780504156817695
