auroc,auprc,balanced_accuracy,f1,sensitivity,specificity,brier,ece,nll,threshold,n_samples,evaluation_protocol,analysis_family,model_name,modality,metric_split,threshold_source,skipped,n_features,n_participants,feature_strategy,selected_feature_k,delta_auroc_from_existing
0.9202898550724637,0.029411764705882353,0.786231884057971,0.0111731843575419,1.0,0.572463768115942,0.23774502349610246,0.4708468431593625,0.6669483142027919,0.5,415.0,compare_is10_temporal_late_to_early,strong_audio_modality,svc_rbf_f60,cough,test,validation_balanced_accuracy,False,800.0,415.0,compare_is10_top800_lightgbm,800.0,
