auroc,auprc,balanced_accuracy,f1,sensitivity,specificity,brier,ece,nll,threshold,n_samples,evaluation_protocol,analysis_family,model_name,modality,feature_strategy,selected_feature_k,fold,fold_unit,metric_split,threshold_source,skipped,n_selected_features,n_folds,auroc_std,auprc_std,balanced_accuracy_std,f1_std,sensitivity_std,specificity_std,brier_std,ece_std,nll_std,table_source
0.8323231052984574,0.7435296833989019,0.755575117370892,0.6692913385826772,0.7083333333333334,0.8028169014084507,0.1467674360605249,0.0269130280490122,0.4572509838089267,0.3757765886086503,737.0,paper_comparable_10fold_cv,paper_comparable_cv,catboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,2,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8371457927752542,0.7818767392384527,0.7499459225611076,0.6622516556291391,0.746268656716418,0.7536231884057971,0.142614227499618,0.0753938452266827,0.4435283400773156,0.3757765886086503,410.0,paper_comparable_10fold_cv,paper_comparable_cv,catboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,2,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8206782360831658,0.7357273730549532,0.7488975519785379,0.6611909650924025,0.6708333333333333,0.8269617706237424,0.1519395212541376,0.0347674589555488,0.4695619105751188,0.4200902879238128,737.0,paper_comparable_10fold_cv,paper_comparable_cv,xgboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,2,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.829264006056673,0.7677167129605025,0.747809863724854,0.6598639455782312,0.7238805970149254,0.7717391304347826,0.1481201873119718,0.0694709064325363,0.4589731093794042,0.4200902879238128,410.0,paper_comparable_10fold_cv,paper_comparable_cv,xgboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,2,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8290409121395037,0.7540286626469711,0.7629736753856472,0.6782945736434108,0.7291666666666666,0.7967806841046278,0.1463568376226208,0.0362976569610994,0.4558268473002688,0.3352746373003126,737.0,paper_comparable_10fold_cv,paper_comparable_cv,svc_rbf_f60,cough,compare_is10_top800_lightgbm,800.0,2,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8666179969716635,0.8040799270836028,0.7775524551157258,0.6956521739130435,0.7761194029850746,0.7789855072463768,0.1325305707245119,0.0551882976762855,0.419267891309885,0.3352746373003126,410.0,paper_comparable_10fold_cv,paper_comparable_cv,svc_rbf_f60,cough,compare_is10_top800_lightgbm,800.0,2,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8380197853789403,0.756067460168262,0.765706740442656,0.6826347305389222,0.7125,0.8189134808853119,0.1499997915724458,0.0735130380665859,0.4870765194348287,0.3870587213984516,737.0,paper_comparable_10fold_cv,paper_comparable_cv,lightgbm_smote_f80,cough,compare_is10_top800_lightgbm,800.0,3,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8617239887518927,0.7692070360306649,0.7560025957170668,0.6716981132075471,0.664179104477612,0.8478260869565217,0.1416033915615725,0.0745179972188494,0.4491182189725012,0.3870587213984516,410.0,paper_comparable_10fold_cv,paper_comparable_cv,lightgbm_smote_f80,cough,compare_is10_top800_lightgbm,800.0,3,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8250335345405768,0.7426087490357286,0.7581656606304494,0.6735112936344969,0.6833333333333333,0.8329979879275654,0.1526371800557154,0.0534088348514781,0.4713696945626798,0.4700167310565856,737.0,paper_comparable_10fold_cv,paper_comparable_cv,catboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,3,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8412016006921912,0.7448196610864354,0.7445922561107506,0.65625,0.6268656716417911,0.8623188405797102,0.1460466160243879,0.0332010272052172,0.4503086906840602,0.4700167310565856,410.0,paper_comparable_10fold_cv,paper_comparable_cv,catboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,3,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8298541247484909,0.7393414772565965,0.7615400737759893,0.6773547094188377,0.7041666666666667,0.8189134808853119,0.153051537589957,0.059517726597845,0.474624709324993,0.4825444221496582,737.0,paper_comparable_10fold_cv,paper_comparable_cv,xgboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,3,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8394981613670776,0.7521945832633441,0.7462956954358642,0.6587301587301587,0.6194029850746269,0.8731884057971014,0.1473987353938733,0.0626761721106382,0.4544563875706686,0.4825444221496582,410.0,paper_comparable_10fold_cv,paper_comparable_cv,xgboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,3,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8418343393695505,0.7441108945625936,0.7636946680080483,0.679920477137177,0.7125,0.8148893360160966,0.1456459149203178,0.0500348454952991,0.4493493625716611,0.4062906091332958,737.0,paper_comparable_10fold_cv,paper_comparable_cv,svc_rbf_f60,cough,compare_is10_top800_lightgbm,800.0,3,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8582359939433267,0.7701647242214517,0.7752000865239023,0.6947368421052632,0.7388059701492538,0.8115942028985508,0.1399842199279196,0.0643517913551547,0.4394488684760265,0.4062906091332958,410.0,paper_comparable_10fold_cv,paper_comparable_cv,svc_rbf_f60,cough,compare_is10_top800_lightgbm,800.0,3,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8306044600938967,0.761559511865186,0.7560194500335345,0.6727272727272727,0.6166666666666667,0.8953722334004024,0.1509234038298138,0.0723262936935829,0.4973359313450289,0.4750136753489706,737.0,paper_comparable_10fold_cv,paper_comparable_cv,lightgbm_smote_f80,cough,compare_is10_top800_lightgbm,800.0,4,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.78371728314947,0.6926059718098005,0.6719932943975773,0.5477178423236515,0.4925373134328358,0.8514492753623188,0.1797926374214774,0.1266458773106153,0.5752652968917196,0.4750136753489706,410.0,paper_comparable_10fold_cv,paper_comparable_cv,lightgbm_smote_f80,cough,compare_is10_top800_lightgbm,800.0,4,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8180751173708918,0.7358956251819199,0.746369885982562,0.6570397111913358,0.7583333333333333,0.7344064386317908,0.1518386083711857,0.0295099150663159,0.4723198815367462,0.3062364257946521,737.0,paper_comparable_10fold_cv,paper_comparable_cv,catboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,4,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.759193164611724,0.6777223995627064,0.6950573220852261,0.5993690851735016,0.7089552238805971,0.6811594202898551,0.1770415024785585,0.0673881005167309,0.5352906563850267,0.3062364257946521,410.0,paper_comparable_10fold_cv,paper_comparable_cv,catboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,4,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.81908953722334,0.7396685527473573,0.7560026827632461,0.6692015209125475,0.7333333333333333,0.778672032193159,0.1522068149268387,0.0490149243442869,0.4734291004147647,0.3664976358413696,737.0,paper_comparable_10fold_cv,paper_comparable_cv,xgboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,4,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.7605991780229289,0.6817759270253141,0.6742645468310621,0.5723684210526315,0.6492537313432836,0.6992753623188406,0.1768658750350955,0.0782216765474891,0.5311163451851058,0.3664976358413696,410.0,paper_comparable_10fold_cv,paper_comparable_cv,xgboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,4,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8279929577464787,0.7482805462644826,0.7611837692823609,0.6776859504132231,0.6833333333333333,0.8390342052313883,0.1486546841223247,0.0421252424002187,0.460566121717516,0.4068142771128238,737.0,paper_comparable_10fold_cv,paper_comparable_cv,svc_rbf_f60,cough,compare_is10_top800_lightgbm,800.0,4,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.7770387194462471,0.6933155068481898,0.6878920614319706,0.5808823529411765,0.5895522388059702,0.7862318840579711,0.1681818402023631,0.0585221271836261,0.5101063954902959,0.4068142771128238,410.0,paper_comparable_10fold_cv,paper_comparable_cv,svc_rbf_f60,cough,compare_is10_top800_lightgbm,800.0,4,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8124413145539906,0.7264350235717486,0.7330943997317236,0.6398305084745762,0.6291666666666667,0.8370221327967807,0.1644973407473506,0.0907357849376448,0.5374355989380225,0.3178139864829375,737.0,paper_comparable_10fold_cv,paper_comparable_cv,lightgbm_smote_f80,cough,compare_is10_top800_lightgbm,800.0,5,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8533834586466166,0.768085928005288,0.764751552795031,0.6810035842293907,0.7142857142857143,0.8152173913043478,0.1418634583362574,0.0605416810857942,0.4566294003623217,0.3178139864829375,409.0,paper_comparable_10fold_cv,paper_comparable_cv,lightgbm_smote_f80,cough,compare_is10_top800_lightgbm,800.0,5,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8068829644533869,0.7143087829765913,0.7320171026156941,0.6382978723404256,0.625,0.8390342052313883,0.1581755669770787,0.0314112700050064,0.4822188211538904,0.4147275845970143,737.0,paper_comparable_10fold_cv,paper_comparable_cv,catboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,5,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8373106679742836,0.7377968355758292,0.7420589517271439,0.6518518518518519,0.6616541353383458,0.822463768115942,0.1486272789645482,0.0445976897216957,0.4551519406940887,0.4147275845970143,409.0,paper_comparable_10fold_cv,paper_comparable_cv,catboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,5,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8065057008718981,0.7226272313970717,0.7241197183098591,0.6258503401360545,0.575,0.8732394366197183,0.1574294021214491,0.0380465483351066,0.4810833349019212,0.4881564974784851,737.0,paper_comparable_10fold_cv,paper_comparable_cv,xgboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,5,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8366841015582434,0.7393147036171352,0.7299634956957611,0.6345381526104418,0.5939849624060151,0.8659420289855072,0.1494916817682855,0.0534317744053299,0.4593999969118874,0.4881564974784851,409.0,paper_comparable_10fold_cv,paper_comparable_cv,xgboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,5,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8222250167672702,0.7086035373020367,0.74746395036888,0.6595744680851063,0.6458333333333334,0.8490945674044266,0.1550818176062272,0.0566360903318351,0.47256547622858,0.3688339126789214,737.0,paper_comparable_10fold_cv,paper_comparable_cv,svc_rbf_f60,cough,compare_is10_top800_lightgbm,800.0,5,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8437397842432168,0.7256204189060893,0.7736733137190803,0.6937269372693727,0.706766917293233,0.8405797101449275,0.1467425010730227,0.0569408763700631,0.4539686474901545,0.3688339126789214,409.0,paper_comparable_10fold_cv,paper_comparable_cv,svc_rbf_f60,cough,compare_is10_top800_lightgbm,800.0,5,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8357017102615695,0.7699126162177213,0.7677271965124077,0.6885964912280702,0.6541666666666667,0.8812877263581489,0.1463153345819897,0.0761177784869352,0.4875999698299143,0.4126506016205153,737.0,paper_comparable_10fold_cv,paper_comparable_cv,lightgbm_smote_f80,cough,compare_is10_top800_lightgbm,800.0,6,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8255829791870982,0.7329767324377733,0.7317750898986597,0.6370967741935484,0.5939849624060151,0.8695652173913043,0.1570238252987595,0.0788822630814519,0.5038244403269108,0.4126506016205153,409.0,paper_comparable_10fold_cv,paper_comparable_cv,lightgbm_smote_f80,cough,compare_is10_top800_lightgbm,800.0,6,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8177146210596915,0.7487612919578157,0.7426391683433937,0.6527514231499051,0.7166666666666667,0.7686116700201208,0.1503777735519719,0.0475296542445525,0.4687030324392332,0.350168725576559,737.0,paper_comparable_10fold_cv,paper_comparable_cv,catboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,6,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.7984363081617086,0.7061037772102311,0.7357660455486543,0.6440677966101694,0.7142857142857143,0.7572463768115942,0.1598201250694333,0.0401408201529825,0.4928102260282655,0.350168725576559,409.0,paper_comparable_10fold_cv,paper_comparable_cv,catboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,6,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8226945003353454,0.751826466844589,0.7549337692823608,0.6694386694386695,0.6708333333333333,0.8390342052313883,0.1495842277184682,0.0472381943432434,0.4656940354713383,0.4347052872180938,737.0,paper_comparable_10fold_cv,paper_comparable_cv,xgboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,6,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.7973330064291162,0.7058768745588064,0.7384357633213467,0.6470588235294118,0.6616541353383458,0.8152173913043478,0.1608254970410644,0.0619586448032581,0.4925476775726008,0.4347052872180938,409.0,paper_comparable_10fold_cv,paper_comparable_cv,xgboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,6,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8254778672032195,0.744501104751513,0.7756161971830986,0.6931818181818182,0.7625,0.7887323943661971,0.1472622759131916,0.0347760541285693,0.4620859048242968,0.3356603494809502,737.0,paper_comparable_10fold_cv,paper_comparable_cv,svc_rbf_f60,cough,compare_is10_top800_lightgbm,800.0,6,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.797945951836112,0.6843921653461614,0.7169690530674513,0.6206896551724138,0.6766917293233082,0.7572463768115942,0.1643410519597694,0.0366374675998446,0.4930030835811647,0.3356603494809502,409.0,paper_comparable_10fold_cv,paper_comparable_cv,svc_rbf_f60,cough,compare_is10_top800_lightgbm,800.0,6,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8416247484909456,0.7630253161955589,0.7672116029510396,0.6833013435700576,0.7416666666666667,0.7927565392354124,0.14784911840192,0.0670779136902136,0.4679723190080735,0.2708646196822698,737.0,paper_comparable_10fold_cv,paper_comparable_cv,lightgbm_smote_f80,cough,compare_is10_top800_lightgbm,800.0,7,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8078348044023101,0.7176352673262998,0.7318704369619702,0.6391752577319587,0.6992481203007519,0.7644927536231884,0.1646824378326028,0.0947670726733884,0.5307453006251517,0.2708646196822698,409.0,paper_comparable_10fold_cv,paper_comparable_cv,lightgbm_smote_f80,cough,compare_is10_top800_lightgbm,800.0,7,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8298205902079142,0.7499692890196408,0.7535546613011401,0.6654611211573237,0.7666666666666667,0.7404426559356136,0.1479274988942284,0.0426131366630829,0.4559898118076828,0.3346350271897162,737.0,paper_comparable_10fold_cv,paper_comparable_cv,catboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,7,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8028767571101666,0.7069509024403554,0.7349079219788601,0.6435331230283912,0.7669172932330827,0.7028985507246377,0.1605857859772132,0.055753984170341,0.4917969759215108,0.3346350271897162,409.0,paper_comparable_10fold_cv,paper_comparable_cv,catboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,7,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8326794097920858,0.7566979268149862,0.7529845741113346,0.665406427221172,0.7333333333333333,0.772635814889336,0.1477429312092736,0.0411610536762542,0.4540988492463592,0.3854636549949646,737.0,paper_comparable_10fold_cv,paper_comparable_cv,xgboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,7,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.7958483164432821,0.7091579794286892,0.7414732483382369,0.6510067114093959,0.7293233082706767,0.7536231884057971,0.1629647473941781,0.0708864971469919,0.4976794055538499,0.3854636549949646,409.0,paper_comparable_10fold_cv,paper_comparable_cv,xgboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,7,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8429828973843059,0.7663241595556715,0.7634641180415829,0.6758620689655173,0.8166666666666667,0.710261569416499,0.1416044693059165,0.040706302576897,0.4455981859172948,0.2720120777636182,737.0,paper_comparable_10fold_cv,paper_comparable_cv,svc_rbf_f60,cough,compare_is10_top800_lightgbm,800.0,7,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.7982456140350876,0.6996374810889787,0.7300179797319385,0.6385542168674698,0.7969924812030075,0.6630434782608695,0.1625327387605071,0.0457453733038251,0.4931268449137769,0.2720120777636182,409.0,paper_comparable_10fold_cv,paper_comparable_cv,svc_rbf_f60,cough,compare_is10_top800_lightgbm,800.0,7,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.7916918175720993,0.727899453557676,0.7326584507042253,0.6398390342052314,0.6625,0.8028169014084507,0.1694677965844275,0.1139050925641849,0.5731632518254296,0.3445953629229025,737.0,paper_comparable_10fold_cv,paper_comparable_cv,lightgbm_smote_f80,cough,compare_is10_top800_lightgbm,800.0,8,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.7913261414405579,0.6736189211414583,0.7192301405688133,0.6201550387596899,0.6015037593984962,0.8369565217391305,0.1789092218621535,0.1280074020864641,0.6248728604933538,0.3445953629229025,409.0,paper_comparable_10fold_cv,paper_comparable_cv,lightgbm_smote_f80,cough,compare_is10_top800_lightgbm,800.0,8,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.7833542924211938,0.7180308966862542,0.7321596244131455,0.6386554621848739,0.6333333333333333,0.8309859154929577,0.1642720705254221,0.0847195437908039,0.5120799219795278,0.4390806690064963,737.0,paper_comparable_10fold_cv,paper_comparable_cv,catboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,8,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.7830990519777705,0.6658300000841846,0.7100359594638771,0.6076923076923076,0.5939849624060151,0.8260869565217391,0.1694449591243239,0.0547015400074613,0.5299567634065336,0.4390806690064963,409.0,paper_comparable_10fold_cv,paper_comparable_cv,catboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,8,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.7784456740442656,0.715446765295856,0.7223298122065728,0.6210268948655256,0.5291666666666667,0.9154929577464788,0.1695619517547301,0.0912082003782727,0.5192292488842082,0.6092428267002106,737.0,paper_comparable_10fold_cv,paper_comparable_cv,xgboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,8,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.7804838182412553,0.6632713485422463,0.6802740547019723,0.5504587155963303,0.4511278195488721,0.9094202898550724,0.1710381781822953,0.0678508188894296,0.5376790380893266,0.6092428267002106,409.0,paper_comparable_10fold_cv,paper_comparable_cv,xgboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,8,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.7857142857142858,0.702168331393285,0.7178697183098591,0.6164383561643836,0.5625,0.8732394366197183,0.1655354324734856,0.0712088678693961,0.5011158696720017,0.5,737.0,paper_comparable_10fold_cv,paper_comparable_cv,svc_rbf_f60,cough,compare_is10_top800_lightgbm,800.0,8,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8133104500381387,0.7238599694214429,0.7216274381606189,0.6200873362445415,0.5338345864661654,0.9094202898550724,0.1526901905405291,0.0333259520137412,0.4763654629274157,0.5,409.0,paper_comparable_10fold_cv,paper_comparable_cv,svc_rbf_f60,cough,compare_is10_top800_lightgbm,800.0,8,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8023516096579476,0.7142453917359394,0.7220908786049631,0.6275992438563327,0.6916666666666667,0.7525150905432596,0.1732002020651061,0.1113358233314493,0.5590626833036463,0.2530891603723288,737.0,paper_comparable_10fold_cv,paper_comparable_cv,lightgbm_smote_f80,cough,compare_is10_top800_lightgbm,800.0,9,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.8128745777487195,0.7176749984383406,0.7240792197886019,0.6289752650176679,0.6691729323308271,0.7789855072463768,0.1711473509975875,0.1210914076119873,0.5553984593257902,0.2530891603723288,409.0,paper_comparable_10fold_cv,paper_comparable_cv,lightgbm_smote_f80,cough,compare_is10_top800_lightgbm,800.0,9,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
0.7858777665995977,0.685985942274779,0.7120221327967806,0.6185567010309279,0.75,0.6740442655935613,0.1702256728131186,0.061914383795537,0.5105813621359266,0.3076535543603882,737.0,paper_comparable_10fold_cv,paper_comparable_cv,catboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,9,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,paper_comparable_cv_metrics
