feature,importance,ranker,selection_split,selection_scope,n_selection_scopes,n_train_rows,n_train_positive,n_train_negative,rank
compare2016__opensmile_compare2016_mfcc_sma_1_peakRangeRel,0.007161449370253294,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1494
compare2016__opensmile_compare2016_pcm_fftMag_spectralCentroid_sma_de_peakRangeRel,0.007159925437249232,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1495
compare2016__opensmile_compare2016_pcm_fftMag_spectralHarmonicity_sma_de_peakMeanRel,0.007159667057115065,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1496
compare2016__opensmile_compare2016_mfcc_sma_5_qregc1,0.007152235536694765,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1497
compare2016__opensmile_compare2016_F0final_sma_de_quartile2,0.007149981965799767,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1498
strong__spectral_contrast_04_min,0.007146885412068153,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1499
compare2016__opensmile_compare2016_shimmerLocal_sma_skewness,0.007146443741141953,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1500
compare2016__opensmile_compare2016_pcm_fftMag_spectralKurtosis_sma_de_lpc3,0.0071458923069771,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1501
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_13_lpc3,0.007141966308600568,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1502
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_16_minPos,0.00713810895456379,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1503
compare2016__opensmile_compare2016_voicingFinalUnclipped_sma_linregerrQ,0.007130770228986128,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1504
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_14_iqr1_2,0.007130012511526749,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1505
strong__mfcc_34_kurtosis,0.007129511167399553,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1506
strong__delta_mfcc_26_skew,0.007128250173962008,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1507
compare2016__opensmile_compare2016_pcm_fftMag_fband250_650_sma_peakRangeAbs,0.007124712240287257,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1508
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_12_quartile2,0.007115099415571503,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1509
compare2016__opensmile_compare2016_audspecRasta_lengthL1norm_sma_de_lpc1,0.007113661930992003,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1510
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_9_skewness,0.007111137825339266,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1511
compare2016__opensmile_compare2016_pcm_fftMag_spectralCentroid_sma_peakDistStddev,0.007110473786084846,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1512
strong__mfcc_36_mean,0.007105787670102749,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1513
strong__mfcc_37_kurtosis,0.0070927231128888055,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1514
strong__mfcc_26_std,0.00709260405159661,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1515
strong__spectral_contrast_05_median,0.007092272693119993,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1516
compare2016__opensmile_compare2016_pcm_fftMag_spectralFlux_sma_meanPeakDist,0.007090089388141179,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1517
compare2016__opensmile_compare2016_shimmerLocal_sma_de_lpgain,0.007088158951561904,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1518
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff90_0_sma_de_stddevFallingSlope,0.007078611266151609,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1519
is10__opensmile_is10_logMelFreqBand_sma_4_pctlrange0_1,0.007068879751767793,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1520
is10__opensmile_is10_mfcc_sma_6_iqr1_3,0.007066378797885543,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1521
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_10_upleveltime50,0.007065397513190504,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1522
strong__delta_mfcc_19_min,0.0070610504599621276,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1523
strong__delta2_mfcc_02_std,0.007057778793902407,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1524
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_13_maxPos,0.0070567384524044124,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1525
compare2016__opensmile_compare2016_jitterLocal_sma_de_posamean,0.007056572025316899,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1526
strong__spectral_rolloff_q25,0.007055338994035418,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1527
compare2016__opensmile_compare2016_logHNR_sma_de_upleveltime90,0.007053581961785039,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1528
strong__delta_mfcc_09_mean,0.007051556437380541,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1529
strong__delta_mfcc_16_min,0.0070510604409631285,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1530
compare2016__opensmile_compare2016_pcm_fftMag_spectralFlux_sma_peakRangeAbs,0.007049992842456987,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1531
is10__opensmile_is10_logMelFreqBand_sma_0_iqr2_3,0.007049099732715205,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1532
compare2016__opensmile_compare2016_mfcc_sma_2_quartile3,0.007048462779950897,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1533
compare2016__opensmile_compare2016_audspec_lengthL1norm_sma_lpc1,0.007047217644773254,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1534
strong__mfcc_19_skew,0.007046789902223158,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1535
is10__opensmile_is10_mfcc_sma_11_linregerrA,0.007039280730637448,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1536
compare2016__opensmile_compare2016_mfcc_sma_9_stddevFallingSlope,0.007038799263621537,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1537
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff90_0_sma_lpc2,0.007036054659198113,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1538
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_3_maxSegLen,0.007016946272861931,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1539
compare2016__opensmile_compare2016_pcm_RMSenergy_sma_centroid,0.007016023646574584,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1540
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff75_0_sma_peakMeanMeanDist,0.007014853140473415,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1541
compare2016__opensmile_compare2016_mfcc_sma_5_skewness,0.007014669032125303,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1542
strong__delta2_mfcc_13_mean,0.007013210318845717,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1543
compare2016__opensmile_compare2016_mfcc_sma_13_upleveltime25,0.007004708409162439,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1544
compare2016__opensmile_compare2016_voicingFinalUnclipped_sma_stddev,0.007003572518061239,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1545
strong__spectral_centroid_skew,0.0070032708093818626,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1546
is10__opensmile_is10_mfcc_sma_de_9_upleveltime75,0.007001653022421021,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1547
compare2016__opensmile_compare2016_pcm_fftMag_spectralCentroid_sma_de_lpc4,0.0069996106129515566,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1548
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_qregc2,0.006995591243198584,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1549
is10__opensmile_is10_pcm_loudness_sma_de_iqr2_3,0.006990868242647478,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1550
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff50_0_sma_range,0.006989429630757433,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1551
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff90_0_sma_meanRisingSlope,0.006980589503772328,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1552
is10__opensmile_is10_mfcc_sma_3_linregc1,0.0069779121875678364,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1553
is10__opensmile_is10_mfcc_sma_7_stddev,0.006976323153114929,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1554
is10__opensmile_is10_lspFreq_sma_de_3_amean,0.006975663744730343,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1555
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_4_leftctime,0.006972869342114389,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1556
strong__mfcc_37_skew,0.0069605104764637075,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1557
compare2016__opensmile_compare2016_pcm_zcr_sma_linregc1,0.006959346218100199,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1558
strong__mfcc_25_mean,0.006959062418386339,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1559
is10__opensmile_is10_lspFreq_sma_0_linregc2,0.006957352367583621,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1560
is10__opensmile_is10_shimmerLocal_sma_de_linregerrA,0.006950254048338801,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1561
strong__mfcc_32_kurtosis,0.006946213520240606,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1562
compare2016__opensmile_compare2016_pcm_zcr_sma_de_lpc3,0.006942335474921554,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1563
compare2016__opensmile_compare2016_pcm_fftMag_fband250_650_sma_meanFallingSlope,0.0069383868721325246,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1564
compare2016__opensmile_compare2016_mfcc_sma_7_peakRangeAbs,0.0069281634297409635,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1565
compare2016__opensmile_compare2016_mfcc_sma_4_meanSegLen,0.006927804026850645,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1566
compare2016__opensmile_compare2016_pcm_fftMag_spectralSlope_sma_linregc1,0.006927733087951336,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1567
strong__mfcc_16_max,0.006926176181572259,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1568
compare2016__opensmile_compare2016_pcm_fftMag_spectralCentroid_sma_percentile1_0,0.006924572212611991,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1569
compare2016__opensmile_compare2016_pcm_fftMag_fband250_650_sma_iqr1_3,0.006924289473056677,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1570
compare2016__opensmile_compare2016_pcm_fftMag_spectralSkewness_sma_minRangeRel,0.0069154182317916505,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1571
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_14_stddevRisingSlope,0.006915390024946815,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1572
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_1_iqr1_2,0.006914750131824938,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1573
strong__delta2_mfcc_12_skew,0.006914534594408579,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1574
compare2016__opensmile_compare2016_mfcc_sma_14_risetime,0.006913657968788941,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1575
compare2016__opensmile_compare2016_mfcc_sma_5_maxSegLen,0.0069135786981599995,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1576
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_11_peakMeanAbs,0.006912720903284747,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1577
compare2016__opensmile_compare2016_mfcc_sma_de_11_peakMeanAbs,0.006910511933783035,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1578
strong__delta_mfcc_07_skew,0.006894490006731216,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1579
compare2016__opensmile_compare2016_mfcc_sma_de_9_lpc4,0.006892165358697077,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1580
compare2016__opensmile_compare2016_jitterDDP_sma_linregc1,0.006890701042401714,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1581
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff25_0_sma_de_minPos,0.006886863470083701,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1582
strong__delta2_mfcc_16_kurtosis,0.006885417984409209,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1583
strong__spectral_contrast_05_iqr,0.00688489666931176,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1584
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_minPos,0.006884326194742504,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1585
strong__mel_band_63_iqr,0.006881944589419954,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1586
compare2016__opensmile_compare2016_mfcc_sma_10_linregerrQ,0.006880246637447056,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1587
strong__spectral_contrast_01_iqr,0.006879733918940108,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1588
compare2016__opensmile_compare2016_mfcc_sma_de_8_peakMeanRel,0.0068739722122434935,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1589
strong__mfcc_24_std,0.0068676808410785585,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1590
compare2016__opensmile_compare2016_mfcc_sma_6_linregc2,0.0068667059384562605,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1591
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_0_meanPeakDist,0.00685904380542373,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1592
strong__mfcc_03_q75,0.00685538790098763,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1593
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff25_0_sma_de_peakDistStddev,0.0068549793260898224,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1594
is10__opensmile_is10_mfcc_sma_5_quartile2,0.006853450590310753,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1595
strong__delta2_mfcc_34_skew,0.006852626823210326,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1596
strong__tonnetz_01_std,0.006852470111756668,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1597
compare2016__opensmile_compare2016_pcm_fftMag_fband1000_4000_sma_lpc4,0.00685208902043294,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1598
is10__opensmile_is10_lspFreq_sma_de_6_amean,0.0068519939669832415,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1599
compare2016__opensmile_compare2016_pcm_fftMag_spectralEntropy_sma_minRangeRel,0.006850712761956698,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1600
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_14_kurtosis,0.006845612535224158,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1601
compare2016__opensmile_compare2016_pcm_fftMag_fband250_650_sma_qregc1,0.006839175359353634,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1602
is10__opensmile_is10_logMelFreqBand_sma_2_quartile3,0.006837578327059242,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1603
compare2016__opensmile_compare2016_mfcc_sma_4_segLenStddev,0.006831160302617298,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1604
compare2016__opensmile_compare2016_F0final_sma_maxPos,0.006826888405955945,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1605
strong__mel_band_36_iqr,0.006825845339800621,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1606
compare2016__opensmile_compare2016_mfcc_sma_12_linregc2,0.006816499389431273,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1607
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_3_stddevFallingSlope,0.006815142711093416,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1608
strong__mel_band_31_std,0.0068135641008448935,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1609
strong__mel_band_03_max,0.006808620774792604,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1610
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_0_percentile1_0,0.00680629045800783,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1611
is10__opensmile_is10_F0final_sma_de_upleveltime75,0.006805415347009059,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1612
is10__opensmile_is10_pcm_loudness_sma_de_linregerrA,0.0068046887229082755,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1613
strong__tonnetz_01_min,0.006804153572179911,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1614
strong__tonnetz_02_skew,0.006803429095588708,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1615
compare2016__opensmile_compare2016_mfcc_sma_10_qregerrQ,0.006798655287850332,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1616
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_5_quartile2,0.0067916366480234545,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1617
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff75_0_sma_peakRangeRel,0.006790709986045998,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1618
is10__opensmile_is10_mfcc_sma_3_upleveltime90,0.006790133315153323,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1619
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff90_0_sma_de_peakRangeAbs,0.006789741791767458,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1620
compare2016__opensmile_compare2016_pcm_fftMag_spectralHarmonicity_sma_de_segLenStddev,0.00678970027112076,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1621
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_20_lpc0,0.006777227277318481,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1622
compare2016__opensmile_compare2016_pcm_zcr_sma_qregerrQ,0.006773307793438263,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1623
strong__delta_mfcc_18_mean,0.006772184042339864,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1624
strong__delta2_mfcc_25_mean,0.00677014739684411,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1625
compare2016__opensmile_compare2016_audspec_lengthL1norm_sma_maxSegLen,0.006770046613215235,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1626
compare2016__opensmile_compare2016_audspecRasta_lengthL1norm_sma_upleveltime25,0.006769734530676807,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1627
compare2016__opensmile_compare2016_pcm_fftMag_fband250_650_sma_de_posamean,0.006767399327873792,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1628
compare2016__opensmile_compare2016_mfcc_sma_14_quartile2,0.006764515933813855,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1629
strong__mel_band_53_max,0.00676058960378607,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1630
strong__mel_band_14_q75,0.006756371278393634,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1631
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_18_minPos,0.0067554367227633935,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1632
compare2016__opensmile_compare2016_audspec_lengthL1norm_sma_meanPeakDist,0.006753630233303664,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1633
strong__chroma_08_median,0.006752456012979322,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1634
compare2016__opensmile_compare2016_shimmerLocal_sma_risetime,0.006752061341023515,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1635
compare2016__opensmile_compare2016_pcm_fftMag_psySharpness_sma_peakMeanAbs,0.00674543472710348,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1636
strong__delta_mfcc_30_min,0.006743844263182337,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1637
compare2016__opensmile_compare2016_shimmerLocal_sma_de_flatness,0.006740386376645331,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1638
compare2016__opensmile_compare2016_pcm_fftMag_spectralSkewness_sma_de_peakMeanMeanDist,0.006740069382877564,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1639
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_22_risetime,0.006740046186056908,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1640
is10__opensmile_is10_mfcc_sma_14_quartile1,0.006739416492531205,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1641
compare2016__opensmile_compare2016_pcm_fftMag_fband250_650_sma_peakRangeRel,0.006732127266828844,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1642
compare2016__opensmile_compare2016_mfcc_sma_de_4_lpc3,0.006730345020844177,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1643
is10__opensmile_is10_lspFreq_sma_4_kurtosis,0.006727235915976209,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1644
compare2016__opensmile_compare2016_mfcc_sma_de_13_meanFallingSlope,0.006718545610031201,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1645
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_lpc2,0.006712822105027296,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1646
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff50_0_sma_meanRisingSlope,0.006709742878700454,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1647
is10__opensmile_is10_voicingFinalUnclipped_sma_de_linregc1,0.006707728647149229,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1648
compare2016__opensmile_compare2016_jitterLocal_sma_lpc0,0.0067063482482073245,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1649
is10__opensmile_is10_mfcc_sma_de_12_percentile99_0,0.006706172049221862,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1650
is10__opensmile_is10_mfcc_sma_1_iqr1_3,0.0067006670925552625,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1651
compare2016__opensmile_compare2016_mfcc_sma_7_lpc3,0.006688410941834932,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1652
is10__opensmile_is10_jitterLocal_sma_de_iqr2_3,0.00668453323062508,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1653
compare2016__opensmile_compare2016_mfcc_sma_3_lpc2,0.006683434476882939,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1654
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff75_0_sma_qregc1,0.006676562258887668,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1655
compare2016__opensmile_compare2016_mfcc_sma_de_9_maxSegLen,0.00667500700169162,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1656
strong__delta2_mfcc_17_mean,0.006670552638756534,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1657
compare2016__opensmile_compare2016_pcm_RMSenergy_sma_de_percentile99_0,0.006669822066447635,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1658
is10__opensmile_is10_voicingFinalUnclipped_sma_amean,0.006666406454733099,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1659
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_25_peakRangeRel,0.006665314905749283,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1660
compare2016__opensmile_compare2016_pcm_fftMag_fband1000_4000_sma_iqr2_3,0.006658653892115619,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1661
compare2016__opensmile_compare2016_F0final_sma_qregc2,0.006657337571427991,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1662
compare2016__opensmile_compare2016_pcm_fftMag_spectralKurtosis_sma_de_meanPeakDist,0.006655774695998322,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1663
is10__opensmile_is10_pcm_loudness_sma_linregc1,0.006654746579806932,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1664
compare2016__opensmile_compare2016_pcm_zcr_sma_de_percentile99_0,0.0066510356803137355,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1665
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_5_upleveltime90,0.006642847812993986,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1666
compare2016__opensmile_compare2016_pcm_fftMag_fband250_650_sma_lpc0,0.006642150365951094,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1667
strong__mfcc_34_max,0.006638509210334628,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1668
compare2016__opensmile_compare2016_pcm_fftMag_fband250_650_sma_stddevFallingSlope,0.006636272064215129,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1669
is10__opensmile_is10_lspFreq_sma_4_upleveltime90,0.006620549659006137,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1670
is10__opensmile_is10_voicingFinalUnclipped_sma_de_maxPos,0.006619834875194348,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1671
compare2016__opensmile_compare2016_mfcc_sma_de_7_lpc0,0.0066169409668957275,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,1672
