feature,importance,ranker,selection_split,selection_scope,n_selection_scopes,n_train_rows,n_train_positive,n_train_negative,rank
compare2016__opensmile_compare2016_mfcc_sma_8_percentile1_0,0.0024257677970047865,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4684
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_18_upleveltime75,0.0024257324323863306,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4685
compare2016__opensmile_compare2016_mfcc_sma_de_13_percentile99_0,0.0024250831020438913,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4686
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_peakRangeAbs,0.0024224870698094435,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4687
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_21_upleveltime25,0.0024219340969658678,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4688
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_17_maxPos,0.0024217840446030714,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4689
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_17_upleveltime75,0.0024197220613027207,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4690
strong__mel_band_11_median,0.0024179426913253726,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4691
strong__delta2_mfcc_08_kurtosis,0.0024176279904854396,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4692
compare2016__opensmile_compare2016_mfcc_sma_5_iqr1_2,0.0024168127218099173,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4693
compare2016__opensmile_compare2016_pcm_fftMag_fband250_650_sma_de_minPos,0.0024148732203956506,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4694
strong__mel_band_48_q75,0.002414454543155161,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4695
compare2016__opensmile_compare2016_pcm_fftMag_spectralSkewness_sma_de_meanRisingSlope,0.0024139985083077562,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4696
strong__delta_mfcc_32_mean,0.0024112357487226883,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4697
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_13_skewness,0.002411044788592911,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4698
strong__mel_band_07_q75,0.0024110198404517793,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4699
is10__opensmile_is10_mfcc_sma_de_2_percentile1_0,0.002409938867261032,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4700
compare2016__opensmile_compare2016_mfcc_sma_3_maxPos,0.0024089835652385387,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4701
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff25_0_sma_quartile1,0.002407443686732401,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4702
compare2016__opensmile_compare2016_pcm_fftMag_spectralKurtosis_sma_meanFallingSlope,0.002407158753293012,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4703
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_4_peakDistStddev,0.0024064578596815272,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4704
is10__opensmile_is10_shimmerLocal_sma_de_linregerrQ,0.002406454905490747,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4705
compare2016__opensmile_compare2016_mfcc_sma_11_maxSegLen,0.0024064002637411348,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4706
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_11_meanFallingSlope,0.00240513126185049,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4707
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_23_stddevRisingSlope,0.0024048792388554085,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4708
compare2016__opensmile_compare2016_audspec_lengthL1norm_sma_meanSegLen,0.002403259020163318,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4709
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_8_upleveltime75,0.0024023511481000236,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4710
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_23_maxSegLen,0.0024010760244780227,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4711
is10__opensmile_is10_lspFreq_sma_de_2_upleveltime90,0.002397804311919236,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4712
strong__mfcc_22_q25,0.002397119726101899,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4713
compare2016__opensmile_compare2016_mfcc_sma_6_percentile99_0,0.002396006708796366,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4714
compare2016__opensmile_compare2016_shimmerLocal_sma_de_linregc2,0.0023943410140181386,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4715
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_9_lpc3,0.00239383777346993,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4716
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_11_pctlrange0_1,0.002393461318453054,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4717
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff90_0_sma_de_percentile99_0,0.0023926143698568924,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4718
is10__opensmile_is10_mfcc_sma_8_quartile1,0.002391234130860791,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4719
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_6_lpc1,0.0023905165586560017,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4720
strong__tonnetz_03_median,0.0023892044139367935,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4721
is10__opensmile_is10_mfcc_sma_de_13_percentile1_0,0.002388757355374991,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4722
compare2016__opensmile_compare2016_pcm_zcr_sma_lpc4,0.0023886661709920424,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4723
strong__delta2_mfcc_21_kurtosis,0.0023880932285575856,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4724
compare2016__opensmile_compare2016_mfcc_sma_11_quartile3,0.002383106175334711,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4725
is10__opensmile_is10_shimmerLocal_sma_de_upleveltime75,0.002382965492185263,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4726
compare2016__opensmile_compare2016_pcm_fftMag_spectralCentroid_sma_quartile1,0.0023826062333211113,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4727
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_skewness,0.0023824566188526916,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4728
is10__opensmile_is10_mfcc_sma_9_upleveltime90,0.002381763794520092,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4729
compare2016__opensmile_compare2016_mfcc_sma_de_10_minPos,0.00238168173808536,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4730
strong__chroma_12_q75,0.00238154385537402,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4731
compare2016__opensmile_compare2016_mfcc_sma_de_11_peakDistStddev,0.0023807652303958447,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4732
compare2016__opensmile_compare2016_pcm_fftMag_spectralHarmonicity_sma_range,0.002380525511610047,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4733
is10__opensmile_is10_lspFreq_sma_4_iqr2_3,0.0023787525940661765,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4734
is10__opensmile_is10_shimmerLocal_sma_percentile99_0,0.002377379930127744,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4735
strong__chroma_12_iqr,0.002377042524831387,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4736
strong__delta2_mfcc_04_q25,0.002375135545787797,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4737
compare2016__opensmile_compare2016_mfcc_sma_de_6_lpgain,0.002371474422767072,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4738
is10__opensmile_is10_lspFreq_sma_de_0_upleveltime75,0.0023689174345155745,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4739
compare2016__opensmile_compare2016_mfcc_sma_4_iqr1_2,0.002368611132267007,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4740
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_lpc4,0.00236813259235115,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4741
compare2016__opensmile_compare2016_pcm_fftMag_spectralVariance_sma_minRangeRel,0.0023678962117831674,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4742
compare2016__opensmile_compare2016_audspecRasta_lengthL1norm_sma_qregc2,0.002366587131799615,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4743
compare2016__opensmile_compare2016_shimmerLocal_sma_de_iqr1_2,0.0023644848248151307,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4744
is10__opensmile_is10_logMelFreqBand_sma_de_4_percentile99_0,0.0023632463218562455,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4745
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_8_leftctime,0.002361379700895896,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4746
compare2016__opensmile_compare2016_pcm_fftMag_fband250_650_sma_lpgain,0.002360555290481838,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4747
compare2016__opensmile_compare2016_mfcc_sma_1_flatness,0.002359307819400958,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4748
is10__opensmile_is10_lspFreq_sma_de_2_percentile99_0,0.002357223925785437,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4749
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_13_linregerrQ,0.002355275487876565,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4750
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_upleveltime90,0.0023550477689053334,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4751
strong__mel_band_57_iqr,0.002352753572409418,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4752
compare2016__opensmile_compare2016_jitterLocal_sma_de_linregc2,0.00235199251682538,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4753
compare2016__opensmile_compare2016_mfcc_sma_de_12_percentile1_0,0.0023516787448640527,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4754
is10__opensmile_is10_shimmerLocal_sma_iqr1_2,0.0023507568984746465,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4755
is10__opensmile_is10_lspFreq_sma_de_4_upleveltime75,0.0023490060598852554,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4756
compare2016__opensmile_compare2016_mfcc_sma_11_upleveltime50,0.002348522123968401,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4757
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_24_kurtosis,0.002348023564619848,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4758
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_percentile99_0,0.002347185041751297,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4759
is10__opensmile_is10_jitterLocal_sma_iqr1_3,0.002346644513575077,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4760
is10__opensmile_is10_mfcc_sma_13_linregc2,0.002345567365265521,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4761
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff50_0_sma_de_leftctime,0.0023453138435364468,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4762
strong__delta2_mfcc_10_kurtosis,0.002344633886303358,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4763
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_12_upleveltime90,0.00234221744922083,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4764
is10__opensmile_is10_lspFreq_sma_7_linregc1,0.0023420313137647026,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4765
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_5_lpc2,0.002340845934505838,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4766
is10__opensmile_is10_lspFreq_sma_2_skewness,0.0023405977881684613,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4767
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_7_peakMeanMeanDist,0.0023387230495247,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4768
strong__delta_mfcc_16_q75,0.0023380691839599336,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4769
strong__delta_mfcc_32_median,0.002337212723363219,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4770
is10__opensmile_is10_mfcc_sma_de_12_maxPos,0.0023370448597258655,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4771
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_iqr1_2,0.0023352232753508736,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4772
compare2016__opensmile_compare2016_mfcc_sma_de_6_upleveltime90,0.00233420123354082,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4773
strong__mel_band_37_max,0.002331136746882421,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4774
strong__spectral_contrast_03_q25,0.0023307936668494366,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4775
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_25_quartile3,0.00232950895100536,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4776
compare2016__opensmile_compare2016_pcm_zcr_sma_centroid,0.0023283204915227926,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4777
compare2016__opensmile_compare2016_shimmerLocal_sma_stddev,0.002327931779935842,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4778
compare2016__opensmile_compare2016_mfcc_sma_de_10_lpc0,0.0023279057571539857,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4779
compare2016__opensmile_compare2016_logHNR_sma_de_stddev,0.0023257649748557167,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4780
compare2016__opensmile_compare2016_pcm_zcr_sma_iqr1_2,0.002325706193246145,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4781
is10__opensmile_is10_mfcc_sma_6_maxPos,0.002324949534508086,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4782
compare2016__opensmile_compare2016_mfcc_sma_10_qregc3,0.00232455511662319,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4783
compare2016__opensmile_compare2016_mfcc_sma_9_segLenStddev,0.002320646573595942,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4784
compare2016__opensmile_compare2016_pcm_fftMag_spectralEntropy_sma_linregc1,0.0023204510894761833,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4785
strong__delta2_mfcc_37_max,0.0023201514636325715,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4786
compare2016__opensmile_compare2016_mfcc_sma_13_leftctime,0.0023187295120389853,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4787
is10__opensmile_is10_lspFreq_sma_1_skewness,0.0023185078173673553,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4788
is10__opensmile_is10_mfcc_sma_de_1_linregc1,0.0023177009254201487,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4789
compare2016__opensmile_compare2016_pcm_fftMag_spectralEntropy_sma_upleveltime25,0.0023168981216785717,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4790
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_18_iqr2_3,0.002314697866160374,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4791
compare2016__opensmile_compare2016_pcm_fftMag_spectralEntropy_sma_meanRisingSlope,0.002314533509643451,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4792
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_15_quartile3,0.002314205982033568,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4793
strong__delta2_mfcc_04_mean,0.0023120808767998105,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4794
strong__delta2_mfcc_16_median,0.002310316580423898,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4795
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_25_upleveltime25,0.0023090946311588125,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4796
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_14_qregc2,0.0023057086336526404,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4797
is10__opensmile_is10_logMelFreqBand_sma_de_4_maxPos,0.00230520555411321,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4798
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_6_meanFallingSlope,0.0023044486679928548,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4799
strong__chroma_04_q25,0.0023019864370251485,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4800
strong__mfcc_27_kurtosis,0.0023010997633408827,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4801
strong__delta2_mfcc_25_q25,0.0023001855210074713,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4802
compare2016__opensmile_compare2016_mfcc_sma_de_13_upleveltime90,0.002298442936747805,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4803
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_3_amean,0.002294511524493729,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4804
is10__opensmile_is10_mfcc_sma_8_iqr1_3,0.0022942507596596866,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4805
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_24_quartile3,0.0022940523718526914,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4806
compare2016__opensmile_compare2016_pcm_fftMag_spectralVariance_sma_lpc1,0.0022933203229354763,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4807
compare2016__opensmile_compare2016_mfcc_sma_1_qregc1,0.0022933092772036774,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4808
compare2016__opensmile_compare2016_mfcc_sma_8_maxSegLen,0.0022930930899727787,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4809
is10__opensmile_is10_mfcc_sma_2_upleveltime90,0.002292901841467252,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4810
compare2016__opensmile_compare2016_mfcc_sma_7_iqr1_2,0.002292691592692055,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4811
strong__mel_band_44_max,0.0022904055423678773,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4812
compare2016__opensmile_compare2016_mfcc_sma_de_1_upleveltime75,0.0022893114637005945,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4813
compare2016__opensmile_compare2016_mfcc_sma_8_quartile1,0.0022892554547051004,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4814
compare2016__opensmile_compare2016_jitterLocal_sma_de_percentile1_0,0.002288692567488394,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4815
compare2016__opensmile_compare2016_pcm_fftMag_spectralHarmonicity_sma_de_upleveltime50,0.002287545609552496,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4816
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_6_stddevRisingSlope,0.0022873385547919167,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4817
strong__mfcc_27_skew,0.002287326637344517,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4818
compare2016__opensmile_compare2016_shimmerLocal_sma_lpgain,0.002286873049256001,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4819
strong__delta_mfcc_06_q25,0.0022865466266217336,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4820
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_12_leftctime,0.0022853123171143047,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4821
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_linregc1,0.002285087956567588,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4822
compare2016__opensmile_compare2016_mfcc_sma_12_range,0.002284502400699222,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4823
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff75_0_sma_de_meanFallingSlope,0.002284045445680411,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4824
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_22_linregc2,0.002282938974717011,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4825
is10__opensmile_is10_pcm_loudness_sma_de_stddev,0.0022824610357193207,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4826
compare2016__opensmile_compare2016_pcm_fftMag_spectralCentroid_sma_de_stddevRisingSlope,0.0022787497889909048,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4827
compare2016__opensmile_compare2016_mfcc_sma_de_12_meanFallingSlope,0.002278614410104119,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4828
compare2016__opensmile_compare2016_mfcc_sma_de_14_lpc1,0.002278439054165912,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4829
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_15_segLenStddev,0.0022777572701390397,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4830
compare2016__opensmile_compare2016_audspec_lengthL1norm_sma_iqr2_3,0.0022754462787522717,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4831
strong__delta2_mfcc_35_q25,0.002274498219198262,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4832
compare2016__opensmile_compare2016_pcm_fftMag_spectralEntropy_sma_de_peakMeanMeanDist,0.0022736862142032567,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4833
compare2016__opensmile_compare2016_mfcc_sma_9_minRangeRel,0.0022727037684060294,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4834
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_6_lpgain,0.0022708444141645435,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4835
compare2016__opensmile_compare2016_mfcc_sma_de_2_upleveltime90,0.0022687726945534795,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4836
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_6_lpc4,0.0022675977444766688,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4837
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_22_lpgain,0.002267003951663917,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4838
compare2016__opensmile_compare2016_pcm_fftMag_spectralVariance_sma_de_range,0.0022659452003717137,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4839
strong__mfcc_10_q75,0.0022658724822731363,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4840
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_0_stddevFallingSlope,0.002265682272497539,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4841
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_20_lpc2,0.002265426221446359,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4842
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_14_upleveltime50,0.0022647203748802336,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4843
compare2016__opensmile_compare2016_mfcc_sma_de_9_flatness,0.002264564262350183,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4844
compare2016__opensmile_compare2016_pcm_fftMag_spectralFlux_sma_lpc2,0.002262879195961752,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4845
strong__mfcc_28_skew,0.002261922825372842,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4846
compare2016__opensmile_compare2016_pcm_fftMag_spectralSlope_sma_de_range,0.0022617843077112902,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4847
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_17_peakRangeRel,0.0022609779950482126,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4848
compare2016__opensmile_compare2016_F0final_sma_de_rqmean,0.0022609122059261025,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4849
strong__mel_band_45_skew,0.002260311441328836,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4850
is10__opensmile_is10_mfcc_sma_de_11_pctlrange0_1,0.002259692312349654,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4851
strong__delta2_mfcc_24_mean,0.0022585056394857014,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4852
is10__opensmile_is10_lspFreq_sma_4_iqr1_3,0.002258459854585013,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4853
strong__delta_mfcc_15_max,0.0022575635967812934,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4854
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_12_lpc2,0.0022559141106435606,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4855
compare2016__opensmile_compare2016_pcm_fftMag_fband1000_4000_sma_peakDistStddev,0.0022555493085714795,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4856
strong__mel_band_49_q25,0.0022550467822070614,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4857
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_lpc1,0.0022545420948516352,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4858
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_7_meanPeakDist,0.0022526505232988332,lightgbm,train,per_modality_mean,3.0,12685.0,4035.0,8650.0,4859
