prediction_source,evaluation_protocol,analysis_family,model_name,modality,submodality,modality_combination,fusion_method,feature_strategy,selected_feature_k,metric_split,split,analysis,n_aligned,duration_mean,duration_std,probability_duration_pearson,probability_duration_spearman
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,lightgbm_smote_f80,speech,counting_normal,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,428,14.140039427570095,4.3750960098336185,-0.0069543490508400365,-0.02651729935352603
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,lightgbm_smote_f80,speech,counting_normal,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,397,14.415817537783377,4.375871710747273,-0.044030622887039884,-0.10252932824158192
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,lightgbm_smote_f80,speech,vowel_a,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,414,9.892309782608693,5.267313403514195,-0.3194889622335898,-0.33743256059329685
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,lightgbm_smote_f80,speech,vowel_a,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,380,10.370190625000001,5.539627292050235,-0.3776146723021616,-0.3938022045304225
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,lightgbm_smote_f80,speech,vowel_e,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,417,10.958006744604315,5.996381983099084,-0.28982347445640133,-0.34270228448329876
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,lightgbm_smote_f80,speech,vowel_e,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,381,11.430341371391076,6.346675453103952,-0.36440335739659485,-0.41026027559181016
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,lightgbm_smote_f80,speech,vowel_o,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,410,10.636546798780488,5.50334957062903,-0.282077414669006,-0.3244308107214213
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,lightgbm_smote_f80,speech,vowel_o,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,374,11.47755330882353,16.78373879669937,-0.1731744561269569,-0.4135787694334271
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,svc_rbf_f60,breath,deep_breath,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,422,16.13695882701422,6.101360647105381,-0.29491349823383384,-0.2892341895508976
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,svc_rbf_f60,breath,deep_breath,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,395,16.36574493670886,6.290985067440863,-0.280576217342233,-0.2748109091976497
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,svc_rbf_f60,breath,shallow_breath,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,424,10.515464180424528,5.2620168816658195,-0.08382749944812203,-0.07063657961043411
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,svc_rbf_f60,breath,shallow_breath,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,387,10.348026001291991,4.82904246299152,-0.06332354210463506,-0.07010744361253766
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,svc_rbf_f60,cough,heavy_cough,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,428,5.844625876168224,2.432995248520908,-0.16327795171993875,-0.17506138629123416
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,svc_rbf_f60,cough,heavy_cough,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,396,6.066338068181818,2.3210323982698586,-0.22442385253730004,-0.2536794305647718
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,svc_rbf_f60,cough,shallow_cough,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,425,5.185164411764706,2.279582294677633,-0.2718133477096297,-0.30306222559327395
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,svc_rbf_f60,cough,shallow_cough,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,395,5.325506962025316,2.1449114169497765,-0.2141010382068992,-0.2549313881439028
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,svc_rbf_f60,speech,counting_fast,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,428,7.864165595794393,2.1722573609657565,0.06025195858191371,0.009303104515355404
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,svc_rbf_f60,speech,counting_fast,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,395,7.924042879746835,2.1423892409600045,0.027642832691755975,-0.030916250916965426
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,svc_rbf_f60,speech,counting_normal,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,428,14.140039427570095,4.3750960098336185,-0.055865348657990525,-0.030985894178793154
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,svc_rbf_f60,speech,counting_normal,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,397,14.415817537783377,4.375871710747273,-0.03122021756410609,-0.06650328328500105
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,svc_rbf_f60,speech,vowel_a,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,414,9.892309782608693,5.267313403514195,-0.2969144795387456,-0.3065911978173028
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,svc_rbf_f60,speech,vowel_a,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,380,10.370190625000001,5.539627292050235,-0.3784443354943945,-0.3725353972214735
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,svc_rbf_f60,speech,vowel_e,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,417,10.958006744604315,5.996381983099084,-0.3387871398296026,-0.36242084018223397
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,svc_rbf_f60,speech,vowel_e,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,381,11.430341371391076,6.346675453103952,-0.4085459078474159,-0.412706759541595
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,svc_rbf_f60,speech,vowel_o,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,410,10.636546798780488,5.50334957062903,-0.2764799865190187,-0.29515912027747926
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,svc_rbf_f60,speech,vowel_o,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,374,11.47755330882353,16.78373879669937,-0.16051923331757365,-0.38659461826870095
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,top_4_validation_ensemble,breath,deep_breath,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,422,16.13695882701422,6.101360647105381,-0.2593964964361569,-0.2699077737243058
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,top_4_validation_ensemble,breath,deep_breath,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,395,16.36574493670886,6.290985067440863,-0.29620474431885296,-0.29099151354941105
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,top_4_validation_ensemble,breath,shallow_breath,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,424,10.515464180424528,5.2620168816658195,-0.054707710357535355,-0.028251971160735592
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,top_4_validation_ensemble,breath,shallow_breath,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,387,10.348026001291991,4.82904246299152,-0.027734537787371186,-0.021001424451871892
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,top_4_validation_ensemble,cough,heavy_cough,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,428,5.844625876168224,2.432995248520908,-0.16708206280979299,-0.19739313293875857
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,top_4_validation_ensemble,cough,heavy_cough,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,396,6.066338068181818,2.3210323982698586,-0.23970776439963237,-0.2723750229758545
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,top_4_validation_ensemble,cough,shallow_cough,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,425,5.185164411764706,2.279582294677633,-0.2796406701602981,-0.30710422570655654
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,top_4_validation_ensemble,cough,shallow_cough,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,395,5.325506962025316,2.1449114169497765,-0.23026885322353804,-0.28791586281715653
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,top_4_validation_ensemble,speech,counting_fast,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,428,7.864165595794393,2.1722573609657565,0.06398549509242846,0.0046681605708262484
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,top_4_validation_ensemble,speech,counting_fast,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,395,7.924042879746835,2.1423892409600045,0.007533293281493119,-0.05836742725065931
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,top_4_validation_ensemble,speech,counting_normal,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,428,14.140039427570095,4.3750960098336185,-0.020754112515736636,-0.01583003062565696
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,top_4_validation_ensemble,speech,counting_normal,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,397,14.415817537783377,4.375871710747273,-0.04681958815498377,-0.10185033579106652
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,top_4_validation_ensemble,speech,vowel_a,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,414,9.892309782608693,5.267313403514195,-0.3434387551720999,-0.35756596362095805
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,top_4_validation_ensemble,speech,vowel_a,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,380,10.370190625000001,5.539627292050235,-0.3887904501248523,-0.40310119404767797
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,top_4_validation_ensemble,speech,vowel_e,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,417,10.958006744604315,5.996381983099084,-0.32500874736870056,-0.3660647102236362
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,top_4_validation_ensemble,speech,vowel_e,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,381,11.430341371391076,6.346675453103952,-0.3952207353286848,-0.42318649518953083
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,top_4_validation_ensemble,speech,vowel_o,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,410,10.636546798780488,5.50334957062903,-0.30798121910231485,-0.33000723909538443
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,top_4_validation_ensemble,speech,vowel_o,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,374,11.47755330882353,16.78373879669937,-0.18462471175597714,-0.41362571392930264
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,xgboost_smote_f80,breath,deep_breath,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,422,16.13695882701422,6.101360647105381,-0.25606815909145436,-0.267544739967311
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,xgboost_smote_f80,breath,deep_breath,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,395,16.36574493670886,6.290985067440863,-0.2864644590058168,-0.28913472201620427
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,xgboost_smote_f80,breath,shallow_breath,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,424,10.515464180424528,5.2620168816658195,-0.05881370016846056,-0.021807020852508477
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,xgboost_smote_f80,breath,shallow_breath,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,387,10.348026001291991,4.82904246299152,-0.020343867381001957,-0.012468980901070506
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,xgboost_smote_f80,cough,heavy_cough,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,428,5.844625876168224,2.432995248520908,-0.1543194876067962,-0.18268331816892303
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,xgboost_smote_f80,cough,heavy_cough,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,396,6.066338068181818,2.3210323982698586,-0.23999759745266927,-0.2671992879813075
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,xgboost_smote_f80,cough,shallow_cough,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,425,5.185164411764706,2.279582294677633,-0.2813379075289679,-0.3081306947581537
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,xgboost_smote_f80,cough,shallow_cough,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,395,5.325506962025316,2.1449114169497765,-0.22388241486153238,-0.2739138488640576
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,xgboost_smote_f80,speech,counting_fast,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,428,7.864165595794393,2.1722573609657565,0.06046912769996512,0.010613792134686023
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,xgboost_smote_f80,speech,counting_fast,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,395,7.924042879746835,2.1423892409600045,-0.012856125089311634,-0.06390537527933712
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,xgboost_smote_f80,speech,counting_normal,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,428,14.140039427570095,4.3750960098336185,-0.02420971296704817,-0.02498460376475871
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,xgboost_smote_f80,speech,counting_normal,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,397,14.415817537783377,4.375871710747273,-0.04716939681633708,-0.10582224856506064
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,xgboost_smote_f80,speech,vowel_a,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,414,9.892309782608693,5.267313403514195,-0.34269985328916974,-0.35373557982634074
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,xgboost_smote_f80,speech,vowel_a,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,380,10.370190625000001,5.539627292050235,-0.3636779677518027,-0.3815944375749405
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,xgboost_smote_f80,speech,vowel_e,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,417,10.958006744604315,5.996381983099084,-0.31469152541032624,-0.34095711277220825
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,xgboost_smote_f80,speech,vowel_e,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,381,11.430341371391076,6.346675453103952,-0.38378757450931217,-0.4131322792823323
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,xgboost_smote_f80,speech,vowel_o,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,410,10.636546798780488,5.50334957062903,-0.30917214619888955,-0.32500187189449087
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,xgboost_smote_f80,speech,vowel_o,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,374,11.47755330882353,16.78373879669937,-0.1819657874054463,-0.39214422148259087
