bin_index,probability_lower,probability_upper,n_samples,n_positive,n_negative,mean_probability,observed_positive_rate,calibration_gap,abs_calibration_gap,prediction_source,model_name,modality,feature_strategy,fusion_method,dataset,calibration_method,split
0,0.0,0.1,437,13,424,0.09096527789494394,0.029748283752860413,0.06121699414208352,0.06121699414208352,external_model_grid_beats_predictions,logistic_regression,cough,top_stable_120,,coughvid,platt,external
1,0.1,0.2,2670,87,2583,0.14638603594559768,0.03258426966292135,0.11380176628267633,0.11380176628267633,external_model_grid_beats_predictions,logistic_regression,cough,top_stable_120,,coughvid,platt,external
2,0.2,0.30000000000000004,1658,64,1594,0.247681908043107,0.038600723763570564,0.20908118427953643,0.20908118427953643,external_model_grid_beats_predictions,logistic_regression,cough,top_stable_120,,coughvid,platt,external
3,0.30000000000000004,0.4,1129,42,1087,0.3474797047779853,0.03720106288751107,0.3102786418904742,0.3102786418904742,external_model_grid_beats_predictions,logistic_regression,cough,top_stable_120,,coughvid,platt,external
4,0.4,0.5,892,33,859,0.4487661925386683,0.03699551569506727,0.411770676843601,0.411770676843601,external_model_grid_beats_predictions,logistic_regression,cough,top_stable_120,,coughvid,platt,external
5,0.5,0.6000000000000001,771,23,748,0.5488824027332574,0.029831387808041506,0.5190510149252159,0.5190510149252159,external_model_grid_beats_predictions,logistic_regression,cough,top_stable_120,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,596,19,577,0.6481637207152168,0.031879194630872486,0.6162845260843443,0.6162845260843443,external_model_grid_beats_predictions,logistic_regression,cough,top_stable_120,,coughvid,platt,external
7,0.7000000000000001,0.8,178,4,174,0.7207686232515501,0.02247191011235955,0.6982967131391906,0.6982967131391906,external_model_grid_beats_predictions,logistic_regression,cough,top_stable_120,,coughvid,platt,external
0,0.0,0.1,238,3,235,0.09100780390725398,0.012605042016806723,0.07840276189044726,0.07840276189044726,external_model_grid_beats_predictions,logistic_regression,cough,top_stable_50,,coughvid,platt,external
1,0.1,0.2,2393,80,2313,0.15027379208000893,0.03343083994985374,0.11684295213015519,0.11684295213015519,external_model_grid_beats_predictions,logistic_regression,cough,top_stable_50,,coughvid,platt,external
2,0.2,0.30000000000000004,1925,75,1850,0.2470500699136654,0.03896103896103896,0.20808903095262643,0.20808903095262643,external_model_grid_beats_predictions,logistic_regression,cough,top_stable_50,,coughvid,platt,external
3,0.30000000000000004,0.4,1312,46,1266,0.3465917126073693,0.0350609756097561,0.31153073699761324,0.31153073699761324,external_model_grid_beats_predictions,logistic_regression,cough,top_stable_50,,coughvid,platt,external
4,0.4,0.5,980,38,942,0.4467483378497027,0.03877551020408163,0.40797282764562104,0.40797282764562104,external_model_grid_beats_predictions,logistic_regression,cough,top_stable_50,,coughvid,platt,external
5,0.5,0.6000000000000001,784,28,756,0.5489492749945972,0.03571428571428571,0.5132349892803115,0.5132349892803115,external_model_grid_beats_predictions,logistic_regression,cough,top_stable_50,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,592,14,578,0.6464526938353201,0.02364864864864865,0.6228040451866714,0.6228040451866714,external_model_grid_beats_predictions,logistic_regression,cough,top_stable_50,,coughvid,platt,external
7,0.7000000000000001,0.8,107,1,106,0.7164696272926174,0.009345794392523364,0.7071238329000941,0.7071238329000941,external_model_grid_beats_predictions,logistic_regression,cough,top_stable_50,,coughvid,platt,external
0,0.0,0.1,218,1,217,0.09309551531843918,0.0045871559633027525,0.08850835935513643,0.08850835935513643,external_model_grid_beats_predictions,logistic_regression,cough,top_stable_80,,coughvid,platt,external
1,0.1,0.2,2490,84,2406,0.14911253066502728,0.033734939759036145,0.11537759090599113,0.11537759090599113,external_model_grid_beats_predictions,logistic_regression,cough,top_stable_80,,coughvid,platt,external
2,0.2,0.30000000000000004,1849,69,1780,0.24691139340384335,0.03731746890210925,0.2095939245017341,0.2095939245017341,external_model_grid_beats_predictions,logistic_regression,cough,top_stable_80,,coughvid,platt,external
3,0.30000000000000004,0.4,1277,56,1221,0.3465264767530331,0.04385277995301488,0.3026736968000182,0.3026736968000182,external_model_grid_beats_predictions,logistic_regression,cough,top_stable_80,,coughvid,platt,external
4,0.4,0.5,974,31,943,0.44763173726513666,0.03182751540041068,0.415804221864726,0.415804221864726,external_model_grid_beats_predictions,logistic_regression,cough,top_stable_80,,coughvid,platt,external
5,0.5,0.6000000000000001,816,28,788,0.5474505919307413,0.03431372549019608,0.5131368664405452,0.5131368664405452,external_model_grid_beats_predictions,logistic_regression,cough,top_stable_80,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,617,13,604,0.6473778532797443,0.02106969205834684,0.6263081612213974,0.6263081612213974,external_model_grid_beats_predictions,logistic_regression,cough,top_stable_80,,coughvid,platt,external
7,0.7000000000000001,0.8,90,3,87,0.7147194189955107,0.03333333333333333,0.6813860856621774,0.6813860856621774,external_model_grid_beats_predictions,logistic_regression,cough,top_stable_80,,coughvid,platt,external
0,0.0,0.1,13,0,13,0.09547175381926667,0.0,0.09547175381926667,0.09547175381926667,external_model_grid_beats_predictions,random_forest,cough,all,,coughvid,platt,external
1,0.1,0.2,2122,77,2045,0.16398709579943865,0.03628652214891612,0.12770057365052254,0.12770057365052254,external_model_grid_beats_predictions,random_forest,cough,all,,coughvid,platt,external
2,0.2,0.30000000000000004,2884,112,2772,0.24821249452808303,0.038834951456310676,0.20937754307177237,0.20937754307177237,external_model_grid_beats_predictions,random_forest,cough,all,,coughvid,platt,external
3,0.30000000000000004,0.4,1964,57,1907,0.34591179000067535,0.029022403258655804,0.31688938674201955,0.31688938674201955,external_model_grid_beats_predictions,random_forest,cough,all,,coughvid,platt,external
4,0.4,0.5,941,32,909,0.44331432503956986,0.03400637619553666,0.4093079488440332,0.4093079488440332,external_model_grid_beats_predictions,random_forest,cough,all,,coughvid,platt,external
5,0.5,0.6000000000000001,347,5,342,0.5409596841034208,0.01440922190201729,0.5265504622014034,0.5265504622014034,external_model_grid_beats_predictions,random_forest,cough,all,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,53,2,51,0.6328880848285877,0.03773584905660377,0.595152235771984,0.595152235771984,external_model_grid_beats_predictions,random_forest,cough,all,,coughvid,platt,external
7,0.7000000000000001,0.8,7,0,7,0.7364645227207278,0.0,0.7364645227207278,0.7364645227207278,external_model_grid_beats_predictions,random_forest,cough,all,,coughvid,platt,external
0,0.0,0.1,15,0,15,0.09419764473246388,0.0,0.09419764473246388,0.09419764473246388,external_model_grid_beats_predictions,random_forest,cough,drop_high_shift,,coughvid,platt,external
1,0.1,0.2,2024,74,1950,0.1625369413254551,0.036561264822134384,0.1259756765033207,0.1259756765033207,external_model_grid_beats_predictions,random_forest,cough,drop_high_shift,,coughvid,platt,external
2,0.2,0.30000000000000004,2768,106,2662,0.248199695882385,0.03829479768786127,0.20990489819452374,0.20990489819452374,external_model_grid_beats_predictions,random_forest,cough,drop_high_shift,,coughvid,platt,external
3,0.30000000000000004,0.4,1971,60,1911,0.3467949005260068,0.030441400304414,0.3163535002215928,0.3163535002215928,external_model_grid_beats_predictions,random_forest,cough,drop_high_shift,,coughvid,platt,external
4,0.4,0.5,1039,37,1002,0.4424342759682495,0.0356111645813282,0.40682311138692134,0.40682311138692134,external_model_grid_beats_predictions,random_forest,cough,drop_high_shift,,coughvid,platt,external
5,0.5,0.6000000000000001,427,5,422,0.5404660878692398,0.0117096018735363,0.5287564859957035,0.5287564859957035,external_model_grid_beats_predictions,random_forest,cough,drop_high_shift,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,76,3,73,0.6280460543197843,0.039473684210526314,0.588572370109258,0.588572370109258,external_model_grid_beats_predictions,random_forest,cough,drop_high_shift,,coughvid,platt,external
7,0.7000000000000001,0.8,11,0,11,0.7347685348112223,0.0,0.7347685348112223,0.7347685348112223,external_model_grid_beats_predictions,random_forest,cough,drop_high_shift,,coughvid,platt,external
0,0.0,0.1,3,0,3,0.09466976741529613,0.0,0.09466976741529613,0.09466976741529613,external_model_grid_beats_predictions,random_forest,cough,top_stable_120,,coughvid,platt,external
1,0.1,0.2,1988,67,1921,0.16519031562984282,0.03370221327967807,0.13148810235016475,0.13148810235016475,external_model_grid_beats_predictions,random_forest,cough,top_stable_120,,coughvid,platt,external
2,0.2,0.30000000000000004,2761,103,2658,0.24706174794691255,0.0373053241579138,0.20975642378899875,0.20975642378899875,external_model_grid_beats_predictions,random_forest,cough,top_stable_120,,coughvid,platt,external
3,0.30000000000000004,0.4,1835,65,1770,0.3454692246633762,0.035422343324250684,0.3100468813391255,0.3100468813391255,external_model_grid_beats_predictions,random_forest,cough,top_stable_120,,coughvid,platt,external
4,0.4,0.5,1011,33,978,0.44364462551042305,0.032640949554896145,0.4110036759555269,0.4110036759555269,external_model_grid_beats_predictions,random_forest,cough,top_stable_120,,coughvid,platt,external
5,0.5,0.6000000000000001,504,12,492,0.5416158271825599,0.023809523809523808,0.517806303373036,0.517806303373036,external_model_grid_beats_predictions,random_forest,cough,top_stable_120,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,190,4,186,0.6391645125553619,0.021052631578947368,0.6181118809764146,0.6181118809764146,external_model_grid_beats_predictions,random_forest,cough,top_stable_120,,coughvid,platt,external
7,0.7000000000000001,0.8,37,1,36,0.7293733532343677,0.02702702702702703,0.7023463262073406,0.7023463262073406,external_model_grid_beats_predictions,random_forest,cough,top_stable_120,,coughvid,platt,external
8,0.8,0.9,2,0,2,0.8196559933155487,0.0,0.8196559933155487,0.8196559933155487,external_model_grid_beats_predictions,random_forest,cough,top_stable_120,,coughvid,platt,external
1,0.1,0.2,1702,49,1653,0.16795515304256414,0.028789659224441832,0.13916549381812232,0.13916549381812232,external_model_grid_beats_predictions,random_forest,cough,top_stable_50,,coughvid,platt,external
2,0.2,0.30000000000000004,2906,105,2801,0.24754943144268238,0.036132140399174124,0.21141729104350826,0.21141729104350826,external_model_grid_beats_predictions,random_forest,cough,top_stable_50,,coughvid,platt,external
3,0.30000000000000004,0.4,1947,69,1878,0.34612512645523186,0.03543913713405239,0.31068598932117947,0.31068598932117947,external_model_grid_beats_predictions,random_forest,cough,top_stable_50,,coughvid,platt,external
4,0.4,0.5,1046,34,1012,0.44440243196330326,0.032504780114722756,0.4118976518485805,0.4118976518485805,external_model_grid_beats_predictions,random_forest,cough,top_stable_50,,coughvid,platt,external
5,0.5,0.6000000000000001,515,22,493,0.5425649099940454,0.04271844660194175,0.49984646339210365,0.49984646339210365,external_model_grid_beats_predictions,random_forest,cough,top_stable_50,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,192,5,187,0.6421872495713462,0.026041666666666668,0.6161455829046796,0.6161455829046796,external_model_grid_beats_predictions,random_forest,cough,top_stable_50,,coughvid,platt,external
7,0.7000000000000001,0.8,23,1,22,0.7337744206930448,0.043478260869565216,0.6902961598234796,0.6902961598234796,external_model_grid_beats_predictions,random_forest,cough,top_stable_50,,coughvid,platt,external
1,0.1,0.2,2024,67,1957,0.16649902092427915,0.033102766798418976,0.13339625412586018,0.13339625412586018,external_model_grid_beats_predictions,random_forest,cough,top_stable_80,,coughvid,platt,external
2,0.2,0.30000000000000004,2746,107,2639,0.246851520325341,0.03896576839038601,0.20788575193495498,0.20788575193495498,external_model_grid_beats_predictions,random_forest,cough,top_stable_80,,coughvid,platt,external
3,0.30000000000000004,0.4,1794,49,1745,0.3442053112486839,0.027313266443701228,0.3168920448049827,0.3168920448049827,external_model_grid_beats_predictions,random_forest,cough,top_stable_80,,coughvid,platt,external
4,0.4,0.5,988,45,943,0.4455274839764585,0.04554655870445344,0.3999809252720051,0.3999809252720051,external_model_grid_beats_predictions,random_forest,cough,top_stable_80,,coughvid,platt,external
5,0.5,0.6000000000000001,515,13,502,0.5410646665208546,0.02524271844660194,0.5158219480742526,0.5158219480742526,external_model_grid_beats_predictions,random_forest,cough,top_stable_80,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,202,3,199,0.6416391904952506,0.01485148514851485,0.6267877053467358,0.6267877053467358,external_model_grid_beats_predictions,random_forest,cough,top_stable_80,,coughvid,platt,external
7,0.7000000000000001,0.8,58,1,57,0.7286324786341972,0.017241379310344827,0.7113910993238524,0.7113910993238524,external_model_grid_beats_predictions,random_forest,cough,top_stable_80,,coughvid,platt,external
8,0.8,0.9,4,0,4,0.8232137464051956,0.0,0.8232137464051956,0.8232137464051956,external_model_grid_beats_predictions,random_forest,cough,top_stable_80,,coughvid,platt,external
0,0.0,0.1,539,19,520,0.09308913167459336,0.03525046382189239,0.05783866785270097,0.05783866785270097,external_model_grid_beats_predictions,xgboost,cough,all,,coughvid,platt,external
1,0.1,0.2,3642,128,3514,0.14354510211233873,0.03514552443712246,0.10839957767521627,0.10839957767521627,external_model_grid_beats_predictions,xgboost,cough,all,,coughvid,platt,external
2,0.2,0.30000000000000004,1711,61,1650,0.2443404514565877,0.03565166569257744,0.20868878576401026,0.20868878576401026,external_model_grid_beats_predictions,xgboost,cough,all,,coughvid,platt,external
3,0.30000000000000004,0.4,1016,38,978,0.3466514225536524,0.03740157480314961,0.3092498477505028,0.3092498477505028,external_model_grid_beats_predictions,xgboost,cough,all,,coughvid,platt,external
4,0.4,0.5,696,20,676,0.4473792149786778,0.028735632183908046,0.4186435827947697,0.4186435827947697,external_model_grid_beats_predictions,xgboost,cough,all,,coughvid,platt,external
5,0.5,0.6000000000000001,423,8,415,0.545903029345358,0.018912529550827423,0.5269904997945305,0.5269904997945305,external_model_grid_beats_predictions,xgboost,cough,all,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,232,9,223,0.6452135862493553,0.03879310344827586,0.6064204828010794,0.6064204828010794,external_model_grid_beats_predictions,xgboost,cough,all,,coughvid,platt,external
7,0.7000000000000001,0.8,70,2,68,0.7340154582599506,0.02857142857142857,0.705444029688522,0.705444029688522,external_model_grid_beats_predictions,xgboost,cough,all,,coughvid,platt,external
8,0.8,0.9,2,0,2,0.8092292387830557,0.0,0.8092292387830557,0.8092292387830557,external_model_grid_beats_predictions,xgboost,cough,all,,coughvid,platt,external
0,0.0,0.1,633,20,613,0.09227897187875639,0.0315955766192733,0.06068339525948309,0.06068339525948309,external_model_grid_beats_predictions,xgboost,cough,drop_high_shift,,coughvid,platt,external
1,0.1,0.2,3404,126,3278,0.14272994090082805,0.03701527614571093,0.10571466475511712,0.10571466475511712,external_model_grid_beats_predictions,xgboost,cough,drop_high_shift,,coughvid,platt,external
2,0.2,0.30000000000000004,1651,56,1595,0.24429117275221657,0.03391883706844337,0.2103723356837732,0.2103723356837732,external_model_grid_beats_predictions,xgboost,cough,drop_high_shift,,coughvid,platt,external
3,0.30000000000000004,0.4,1031,36,995,0.3470210672712503,0.03491755577109602,0.3121035115001543,0.3121035115001543,external_model_grid_beats_predictions,xgboost,cough,drop_high_shift,,coughvid,platt,external
4,0.4,0.5,715,20,695,0.4475510449350975,0.027972027972027972,0.41957901696306954,0.41957901696306954,external_model_grid_beats_predictions,xgboost,cough,drop_high_shift,,coughvid,platt,external
5,0.5,0.6000000000000001,507,18,489,0.548195045726475,0.03550295857988166,0.5126920871465934,0.5126920871465934,external_model_grid_beats_predictions,xgboost,cough,drop_high_shift,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,305,7,298,0.6434580961175358,0.022950819672131147,0.6205072764454046,0.6205072764454046,external_model_grid_beats_predictions,xgboost,cough,drop_high_shift,,coughvid,platt,external
7,0.7000000000000001,0.8,84,2,82,0.7356092646035458,0.023809523809523808,0.711799740794022,0.711799740794022,external_model_grid_beats_predictions,xgboost,cough,drop_high_shift,,coughvid,platt,external
8,0.8,0.9,1,0,1,0.800178944726722,0.0,0.800178944726722,0.800178944726722,external_model_grid_beats_predictions,xgboost,cough,drop_high_shift,,coughvid,platt,external
0,0.0,0.1,189,5,184,0.09475268427263325,0.026455026455026454,0.0682976578176068,0.0682976578176068,external_model_grid_beats_predictions,xgboost,cough,top_stable_120,,coughvid,platt,external
1,0.1,0.2,2822,99,2723,0.14868681628503552,0.03508150248051028,0.11360531380452524,0.11360531380452524,external_model_grid_beats_predictions,xgboost,cough,top_stable_120,,coughvid,platt,external
2,0.2,0.30000000000000004,1845,65,1780,0.24662475016407087,0.03523035230352303,0.21139439786054784,0.21139439786054784,external_model_grid_beats_predictions,xgboost,cough,top_stable_120,,coughvid,platt,external
3,0.30000000000000004,0.4,1263,45,1218,0.34791282859776207,0.035629453681710214,0.31228337491605185,0.31228337491605185,external_model_grid_beats_predictions,xgboost,cough,top_stable_120,,coughvid,platt,external
4,0.4,0.5,921,31,890,0.4480914030510543,0.033659066232356136,0.4144323368186982,0.4144323368186982,external_model_grid_beats_predictions,xgboost,cough,top_stable_120,,coughvid,platt,external
5,0.5,0.6000000000000001,701,25,676,0.5485188045265362,0.03566333808844508,0.5128554664380911,0.5128554664380911,external_model_grid_beats_predictions,xgboost,cough,top_stable_120,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,454,13,441,0.645322622514963,0.028634361233480177,0.6166882612814828,0.6166882612814828,external_model_grid_beats_predictions,xgboost,cough,top_stable_120,,coughvid,platt,external
7,0.7000000000000001,0.8,136,2,134,0.7251189449663429,0.014705882352941176,0.7104130626134018,0.7104130626134018,external_model_grid_beats_predictions,xgboost,cough,top_stable_120,,coughvid,platt,external
0,0.0,0.1,181,4,177,0.0943111762502729,0.022099447513812154,0.07221172873646074,0.07221172873646074,external_model_grid_beats_predictions,xgboost,cough,top_stable_50,,coughvid,platt,external
1,0.1,0.2,2640,84,2556,0.14977766692253833,0.031818181818181815,0.11795948510435651,0.11795948510435651,external_model_grid_beats_predictions,xgboost,cough,top_stable_50,,coughvid,platt,external
2,0.2,0.30000000000000004,1852,67,1785,0.24669265994573342,0.036177105831533475,0.21051555411419995,0.21051555411419995,external_model_grid_beats_predictions,xgboost,cough,top_stable_50,,coughvid,platt,external
3,0.30000000000000004,0.4,1339,51,1288,0.34679295246229197,0.038088125466766244,0.3087048269955257,0.3087048269955257,external_model_grid_beats_predictions,xgboost,cough,top_stable_50,,coughvid,platt,external
4,0.4,0.5,974,33,941,0.4471242855845245,0.033880903490759756,0.41324338209376477,0.41324338209376477,external_model_grid_beats_predictions,xgboost,cough,top_stable_50,,coughvid,platt,external
5,0.5,0.6000000000000001,711,27,684,0.5484660927009101,0.0379746835443038,0.5104914091566063,0.5104914091566063,external_model_grid_beats_predictions,xgboost,cough,top_stable_50,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,502,16,486,0.644893593638339,0.03187250996015936,0.6130210836781796,0.6130210836781796,external_model_grid_beats_predictions,xgboost,cough,top_stable_50,,coughvid,platt,external
7,0.7000000000000001,0.8,132,3,129,0.7254585533500872,0.022727272727272728,0.7027312806228145,0.7027312806228145,external_model_grid_beats_predictions,xgboost,cough,top_stable_50,,coughvid,platt,external
0,0.0,0.1,168,6,162,0.09372699760205785,0.03571428571428571,0.05801271188777214,0.05801271188777214,external_model_grid_beats_predictions,xgboost,cough,top_stable_80,,coughvid,platt,external
1,0.1,0.2,2657,87,2570,0.14874557575778624,0.032743695897628905,0.11600187986015734,0.11600187986015734,external_model_grid_beats_predictions,xgboost,cough,top_stable_80,,coughvid,platt,external
2,0.2,0.30000000000000004,1940,78,1862,0.24736676137929933,0.04020618556701031,0.20716057581228903,0.20716057581228903,external_model_grid_beats_predictions,xgboost,cough,top_stable_80,,coughvid,platt,external
3,0.30000000000000004,0.4,1287,43,1244,0.34682463411960973,0.03341103341103341,0.3134136007085763,0.3134136007085763,external_model_grid_beats_predictions,xgboost,cough,top_stable_80,,coughvid,platt,external
4,0.4,0.5,866,30,836,0.44879049824521405,0.03464203233256351,0.41414846591265053,0.41414846591265053,external_model_grid_beats_predictions,xgboost,cough,top_stable_80,,coughvid,platt,external
5,0.5,0.6000000000000001,717,21,696,0.5472156057792474,0.029288702928870293,0.5179269028503771,0.5179269028503771,external_model_grid_beats_predictions,xgboost,cough,top_stable_80,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,492,17,475,0.6455424229753173,0.034552845528455285,0.610989577446862,0.610989577446862,external_model_grid_beats_predictions,xgboost,cough,top_stable_80,,coughvid,platt,external
7,0.7000000000000001,0.8,204,3,201,0.7348328061405023,0.014705882352941176,0.7201269237875612,0.7201269237875612,external_model_grid_beats_predictions,xgboost,cough,top_stable_80,,coughvid,platt,external
0,0.0,0.1,253,8,245,0.09512802868261218,0.03162055335968379,0.06350747532292839,0.06350747532292839,external_model_grid_opensmile_egemaps_predictions,catboost,cough,all,,coughvid,platt,external
1,0.1,0.2,3429,114,3315,0.14918260860398352,0.033245844269466314,0.11593676433451722,0.11593676433451722,external_model_grid_opensmile_egemaps_predictions,catboost,cough,all,,coughvid,platt,external
2,0.2,0.30000000000000004,2177,73,2104,0.24427640561292716,0.03353238401469913,0.21074402159822803,0.21074402159822803,external_model_grid_opensmile_egemaps_predictions,catboost,cough,all,,coughvid,platt,external
3,0.30000000000000004,0.4,1161,46,1115,0.345425554933772,0.03962101636520241,0.3058045385685696,0.3058045385685696,external_model_grid_opensmile_egemaps_predictions,catboost,cough,all,,coughvid,platt,external
4,0.4,0.5,691,21,670,0.4463240880328581,0.030390738060781478,0.41593334997207665,0.41593334997207665,external_model_grid_opensmile_egemaps_predictions,catboost,cough,all,,coughvid,platt,external
5,0.5,0.6000000000000001,380,13,367,0.5437000528093254,0.034210526315789476,0.509489526493536,0.509489526493536,external_model_grid_opensmile_egemaps_predictions,catboost,cough,all,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,174,6,168,0.6423217373921379,0.034482758620689655,0.6078389787714483,0.6078389787714483,external_model_grid_opensmile_egemaps_predictions,catboost,cough,all,,coughvid,platt,external
7,0.7000000000000001,0.8,66,4,62,0.7347861806090763,0.06060606060606061,0.6741801200030157,0.6741801200030157,external_model_grid_opensmile_egemaps_predictions,catboost,cough,all,,coughvid,platt,external
0,0.0,0.1,188,5,183,0.09612695203993027,0.026595744680851064,0.06953120735907921,0.06953120735907921,external_model_grid_opensmile_egemaps_predictions,catboost,cough,drop_high_shift,,coughvid,platt,external
1,0.1,0.2,3641,119,3522,0.14748100429197983,0.03268332875583631,0.11479767553614352,0.11479767553614352,external_model_grid_opensmile_egemaps_predictions,catboost,cough,drop_high_shift,,coughvid,platt,external
2,0.2,0.30000000000000004,2201,73,2128,0.24492365791733525,0.033166742389822805,0.21175691552751244,0.21175691552751244,external_model_grid_opensmile_egemaps_predictions,catboost,cough,drop_high_shift,,coughvid,platt,external
3,0.30000000000000004,0.4,1154,55,1099,0.34497575194997404,0.047660311958405546,0.2973154399915685,0.2973154399915685,external_model_grid_opensmile_egemaps_predictions,catboost,cough,drop_high_shift,,coughvid,platt,external
4,0.4,0.5,682,22,660,0.44669633161650507,0.03225806451612903,0.414438267100376,0.414438267100376,external_model_grid_opensmile_egemaps_predictions,catboost,cough,drop_high_shift,,coughvid,platt,external
5,0.5,0.6000000000000001,320,8,312,0.5466459850705564,0.025,0.5216459850705564,0.5216459850705564,external_model_grid_opensmile_egemaps_predictions,catboost,cough,drop_high_shift,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,123,2,121,0.6338557627873483,0.016260162601626018,0.6175956001857223,0.6175956001857223,external_model_grid_opensmile_egemaps_predictions,catboost,cough,drop_high_shift,,coughvid,platt,external
7,0.7000000000000001,0.8,22,1,21,0.7218752108260811,0.045454545454545456,0.6764206653715357,0.6764206653715357,external_model_grid_opensmile_egemaps_predictions,catboost,cough,drop_high_shift,,coughvid,platt,external
0,0.0,0.1,484,11,473,0.09185844883350909,0.022727272727272728,0.06913117610623637,0.06913117610623637,external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_120,,coughvid,platt,external
1,0.1,0.2,3332,119,3213,0.14777178312825648,0.03571428571428571,0.11205749741397077,0.11205749741397077,external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_120,,coughvid,platt,external
2,0.2,0.30000000000000004,2042,69,1973,0.2446868354888017,0.03379040156709109,0.21089643392171062,0.21089643392171062,external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_120,,coughvid,platt,external
3,0.30000000000000004,0.4,1121,37,1084,0.34541203479556637,0.03300624442462088,0.3124057903709455,0.3124057903709455,external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_120,,coughvid,platt,external
4,0.4,0.5,667,31,636,0.4448338185612312,0.046476761619190406,0.3983570569420408,0.3983570569420408,external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_120,,coughvid,platt,external
5,0.5,0.6000000000000001,405,6,399,0.54745695446189,0.014814814814814815,0.5326421396470752,0.5326421396470752,external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_120,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,202,6,196,0.6446028824397153,0.0297029702970297,0.6148999121426856,0.6148999121426856,external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_120,,coughvid,platt,external
7,0.7000000000000001,0.8,77,5,72,0.7347114052884718,0.06493506493506493,0.6697763403534068,0.6697763403534068,external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_120,,coughvid,platt,external
8,0.8,0.9,1,1,0,0.8040993313435306,1.0,-0.19590066865646938,0.19590066865646938,external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_120,,coughvid,platt,external
1,0.1,0.2,2650,71,2579,0.15664252141450855,0.02679245283018868,0.12985006858431986,0.12985006858431986,external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_50,,coughvid,platt,external
2,0.2,0.30000000000000004,2602,93,2509,0.24650913619313533,0.03574173712528824,0.21076739906784708,0.21076739906784708,external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_50,,coughvid,platt,external
3,0.30000000000000004,0.4,1638,65,1573,0.3460273709723446,0.03968253968253968,0.30634483128980494,0.30634483128980494,external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_50,,coughvid,platt,external
4,0.4,0.5,920,40,880,0.44473763956792434,0.043478260869565216,0.40125937869835915,0.40125937869835915,external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_50,,coughvid,platt,external
5,0.5,0.6000000000000001,392,14,378,0.5421139488867015,0.03571428571428571,0.5063996631724158,0.5063996631724158,external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_50,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,123,1,122,0.6342585760503276,0.008130081300813009,0.6261284947495146,0.6261284947495146,external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_50,,coughvid,platt,external
7,0.7000000000000001,0.8,6,1,5,0.7097832479140966,0.16666666666666666,0.54311658124743,0.54311658124743,external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_50,,coughvid,platt,external
0,0.0,0.1,19,0,19,0.09898199374754964,0.0,0.09898199374754964,0.09898199374754964,external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_80,,coughvid,platt,external
1,0.1,0.2,3134,89,3045,0.15236963357268177,0.02839821314613912,0.12397142042654265,0.12397142042654265,external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_80,,coughvid,platt,external
2,0.2,0.30000000000000004,2349,94,2255,0.24535117433674056,0.04001702852277565,0.20533414581396492,0.20533414581396492,external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_80,,coughvid,platt,external
3,0.30000000000000004,0.4,1419,58,1361,0.34587988782038553,0.0408738548273432,0.30500603299304235,0.30500603299304235,external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_80,,coughvid,platt,external
4,0.4,0.5,801,28,773,0.4457619950947183,0.03495630461922597,0.4108056904754923,0.4108056904754923,external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_80,,coughvid,platt,external
