auroc,auprc,balanced_accuracy,f1,sensitivity,specificity,brier,ece,nll,threshold,n_samples,analysis,context_column,n_features,n_train_participants,n_test_participants,skipped,skip_reason
0.5318807857304132,0.338653422476303,0.5321517272522014,0.5037406483790524,0.9805825242718447,0.08372093023255814,0.24978478688022274,0.18100340671162762,0.6925189658642843,0.5,318.0,context_control_exposure,sample_rate_original,1.0,1479.0,318.0,False,
0.5490855723639647,0.3783584098503602,0.544298938812373,0.19834710743801653,0.11650485436893204,0.9720930232558139,0.24349130483715045,0.18459558799928877,0.6798277727994534,0.5,318.0,context_control_exposure,quality_flag,4.0,1479.0,318.0,False,
,,,,,,,,,,,context_control_exposure,manual_quality_label,,,,True,column has no train-varying features
0.555813953488372,0.3515358361774744,0.5581395348837209,0.5202020202020202,1.0,0.11627906976744186,0.2395326136254626,0.16878065020722213,0.6635415992992024,0.5,318.0,context_control_exposure,country,33.0,1479.0,318.0,False,
