auroc,auprc,balanced_accuracy,f1,sensitivity,specificity,brier,ece,nll,threshold,n_samples,evaluation_protocol,analysis_family,model_name,modality,feature_strategy,selected_feature_k,fold,fold_unit,metric_split,threshold_source,skipped,n_selected_features,n_folds,auroc_std,auprc_std,balanced_accuracy_std,f1_std,sensitivity_std,specificity_std,brier_std,ece_std,nll_std,paper_comparable_modality_run
0.8666179969716635,0.8040799270836028,0.7775524551157258,0.6956521739130435,0.7761194029850746,0.7789855072463768,0.1325305707245119,0.0551882976762855,0.419267891309885,0.3352746373003126,410.0,paper_comparable_10fold_cv,paper_comparable_cv,svc_rbf_f60,cough,compare_is10_top800_lightgbm,800.0,2,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.8380197853789403,0.756067460168262,0.765706740442656,0.6826347305389222,0.7125,0.8189134808853119,0.1499997915724458,0.0735130380665859,0.4870765194348287,0.3870587213984516,737.0,paper_comparable_10fold_cv,paper_comparable_cv,lightgbm_smote_f80,cough,compare_is10_top800_lightgbm,800.0,3,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.8617239887518927,0.7692070360306649,0.7560025957170668,0.6716981132075471,0.664179104477612,0.8478260869565217,0.1416033915615725,0.0745179972188494,0.4491182189725012,0.3870587213984516,410.0,paper_comparable_10fold_cv,paper_comparable_cv,lightgbm_smote_f80,cough,compare_is10_top800_lightgbm,800.0,3,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.8250335345405768,0.7426087490357286,0.7581656606304494,0.6735112936344969,0.6833333333333333,0.8329979879275654,0.1526371800557154,0.0534088348514781,0.4713696945626798,0.4700167310565856,737.0,paper_comparable_10fold_cv,paper_comparable_cv,catboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,3,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.8412016006921912,0.7448196610864354,0.7445922561107506,0.65625,0.6268656716417911,0.8623188405797102,0.1460466160243879,0.0332010272052172,0.4503086906840602,0.4700167310565856,410.0,paper_comparable_10fold_cv,paper_comparable_cv,catboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,3,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.8298541247484909,0.7393414772565965,0.7615400737759893,0.6773547094188377,0.7041666666666667,0.8189134808853119,0.153051537589957,0.059517726597845,0.474624709324993,0.4825444221496582,737.0,paper_comparable_10fold_cv,paper_comparable_cv,xgboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,3,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.8394981613670776,0.7521945832633441,0.7462956954358642,0.6587301587301587,0.6194029850746269,0.8731884057971014,0.1473987353938733,0.0626761721106382,0.4544563875706686,0.4825444221496582,410.0,paper_comparable_10fold_cv,paper_comparable_cv,xgboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,3,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.8418343393695505,0.7441108945625936,0.7636946680080483,0.679920477137177,0.7125,0.8148893360160966,0.1456459149203178,0.0500348454952991,0.4493493625716611,0.4062906091332958,737.0,paper_comparable_10fold_cv,paper_comparable_cv,svc_rbf_f60,cough,compare_is10_top800_lightgbm,800.0,3,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.8582359939433267,0.7701647242214517,0.7752000865239023,0.6947368421052632,0.7388059701492538,0.8115942028985508,0.1399842199279196,0.0643517913551547,0.4394488684760265,0.4062906091332958,410.0,paper_comparable_10fold_cv,paper_comparable_cv,svc_rbf_f60,cough,compare_is10_top800_lightgbm,800.0,3,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.8306044600938967,0.761559511865186,0.7560194500335345,0.6727272727272727,0.6166666666666667,0.8953722334004024,0.1509234038298138,0.0723262936935829,0.4973359313450289,0.4750136753489706,737.0,paper_comparable_10fold_cv,paper_comparable_cv,lightgbm_smote_f80,cough,compare_is10_top800_lightgbm,800.0,4,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.78371728314947,0.6926059718098005,0.6719932943975773,0.5477178423236515,0.4925373134328358,0.8514492753623188,0.1797926374214774,0.1266458773106153,0.5752652968917196,0.4750136753489706,410.0,paper_comparable_10fold_cv,paper_comparable_cv,lightgbm_smote_f80,cough,compare_is10_top800_lightgbm,800.0,4,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.8180751173708918,0.7358956251819199,0.746369885982562,0.6570397111913358,0.7583333333333333,0.7344064386317908,0.1518386083711857,0.0295099150663159,0.4723198815367462,0.3062364257946521,737.0,paper_comparable_10fold_cv,paper_comparable_cv,catboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,4,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.759193164611724,0.6777223995627064,0.6950573220852261,0.5993690851735016,0.7089552238805971,0.6811594202898551,0.1770415024785585,0.0673881005167309,0.5352906563850267,0.3062364257946521,410.0,paper_comparable_10fold_cv,paper_comparable_cv,catboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,4,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.81908953722334,0.7396685527473573,0.7560026827632461,0.6692015209125475,0.7333333333333333,0.778672032193159,0.1522068149268387,0.0490149243442869,0.4734291004147647,0.3664976358413696,737.0,paper_comparable_10fold_cv,paper_comparable_cv,xgboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,4,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.7605991780229289,0.6817759270253141,0.6742645468310621,0.5723684210526315,0.6492537313432836,0.6992753623188406,0.1768658750350955,0.0782216765474891,0.5311163451851058,0.3664976358413696,410.0,paper_comparable_10fold_cv,paper_comparable_cv,xgboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,4,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.8279929577464787,0.7482805462644826,0.7611837692823609,0.6776859504132231,0.6833333333333333,0.8390342052313883,0.1486546841223247,0.0421252424002187,0.460566121717516,0.4068142771128238,737.0,paper_comparable_10fold_cv,paper_comparable_cv,svc_rbf_f60,cough,compare_is10_top800_lightgbm,800.0,4,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
