feature,source_mean,external_mean,source_std,external_std,standardized_mean_difference,abs_standardized_mean_difference,ks_statistic,n_source,n_external
beats_official_dim_0648,0.11462463517003353,0.14753684682570398,0.1157572726862052,0.10314930833333405,0.30017050038874515,0.30017050038874515,0.13558230109999925,4094,8331
beats_official_dim_0048,0.08240056732357795,0.047152334375155966,0.11915388988725913,0.11742361035017296,-0.29794941523840646,0.29794941523840646,0.13572640593396434,4094,8331
beats_official_dim_0641,0.19765872578003155,0.24312645986961748,0.14177057758659006,0.1636821041689958,0.2969184539102432,0.2969184539102432,0.11803742761700686,4094,8331
beats_official_dim_0064,0.08400189302896276,0.049502890003289925,0.13725469499195675,0.09156651838251893,-0.2956695438066865,0.2956695438066865,0.21118283417353928,4094,8331
beats_official_dim_0653,0.05443261210943386,0.10902218420615031,0.1772227653176091,0.1933749152738011,0.29429745760284065,0.29429745760284065,0.12214434208652192,4094,8331
beats_official_dim_0162,-0.025851387612139867,0.014398610477941208,0.13924320385772773,0.13544244435373984,0.2930072661019763,0.2930072661019763,0.11655363159720872,4094,8331
beats_official_dim_0540,-0.05197747667543243,-0.08427660712288933,0.11698980175025943,0.10304800001093434,-0.2929626482778019,0.2929626482778019,0.13205567612668723,4094,8331
beats_official_dim_0670,0.8264405557242622,0.9881931773676313,0.5995353059931786,0.503388840894733,0.29217957456891275,0.29217957456891275,0.1421984574830929,4094,8331
beats_official_dim_0047,0.016670977656189905,0.04365509047128675,0.09142425149078454,0.0932601489637073,0.29217777648754967,0.29217777648754967,0.11213165089253813,4094,8331
beats_official_dim_0216,0.18688297253124128,0.2316779595826037,0.15221147128807433,0.15462678957140488,0.29194234974722,0.29194234974722,0.13898754377166,4094,8331
beats_official_dim_0388,-0.15225431879704773,-0.19191093031959397,0.13394957846818467,0.1377105792687067,-0.2919031958115945,0.2919031958115945,0.13154235213216808,4094,8331
beats_official_dim_0539,-0.14545368553627736,-0.17717017979228175,0.12100770942982016,0.09726129518433665,-0.28888536596631587,0.28888536596631587,0.14195044470781082,4094,8331
beats_official_dim_0378,-0.014324830746730828,-0.04607499235312241,0.10617033865417846,0.11362177229030442,-0.28871925974823043,0.28871925974823043,0.12682486122983022,4094,8331
beats_official_dim_0476,0.12607275311941302,0.17244016732986492,0.14259005079898499,0.17859263070804407,0.2869080434482955,0.2869080434482955,0.1450507363361203,4094,8331
beats_official_dim_0100,-0.24385654736446963,-0.318871582245222,0.24107069263967484,0.28053245628730095,-0.2867881807995726,0.2867881807995726,0.12759601999747033,4094,8331
beats_official_dim_0713,-0.004891826654121475,0.022073291237786688,0.095453812512718,0.09257430431010377,0.2867600396087551,0.2867600396087551,0.1310173003790353,4094,8331
beats_official_dim_0010,-0.053347934074346605,-0.11244068170401507,0.19746116252331103,0.21539227525058088,-0.2859701192609258,0.2859701192609258,0.1203292368858884,4094,8331
beats_official_dim_0285,-0.019900043231883074,-0.05144607646832789,0.11382856579107664,0.1069367679545139,-0.2856221987588819,0.2856221987588819,0.1227840619994996,4094,8331
beats_official_dim_0698,-0.10260929094830985,-0.14398171552364386,0.1431331988803257,0.1483549111110973,-0.2837993370702982,0.2837993370702982,0.12017443047218829,4094,8331
beats_official_dim_0274,0.1554960758523599,0.1874832827844144,0.11928296011248278,0.10578279129252241,0.2837107830149964,0.2837107830149964,0.11036454154403097,4094,8331
beats_official_dim_0494,-0.12214207540815546,-0.15941803556091272,0.13654067843083523,0.12624362006032191,-0.2834559989698033,0.2834559989698033,0.1349689393245057,4094,8331
beats_official_dim_0251,-0.055973231527416886,-0.10407988872081482,0.16093191603646625,0.17881776167541508,-0.2827723947209056,0.2827723947209056,0.11577027596061046,4094,8331
beats_official_dim_0743,-0.07551300262098559,-0.10399963990995952,0.10914945707209461,0.09247060242694374,-0.2815883798096127,0.2815883798096127,0.14257779183545105,4094,8331
beats_official_dim_0142,0.23414675501323282,0.2801231172842288,0.16928657771940717,0.1570684301346271,0.2815331957033,0.2815331957033,0.14480999477117884,4094,8331
beats_official_dim_0238,0.0015005608249666275,-0.02676826088371322,0.10521713912337675,0.09593943865487715,-0.2807380221821844,0.2807380221821844,0.1284708228318584,4094,8331
beats_official_dim_0253,0.08089181023728984,0.04149861053915498,0.12884468471132274,0.1513618686633464,-0.28024496524432274,0.28024496524432274,0.11495801139902953,4094,8331
beats_official_dim_0620,-0.029145755369631134,0.000465481071782255,0.11233831396012689,0.09860480041182176,0.2801311480835274,0.2801311480835274,0.09588304656911162,4094,8331
beats_official_dim_0715,-0.0040666384702550155,0.056157551769078516,0.22771242649278983,0.20161879213750775,0.2800055659188626,0.2800055659188626,0.1302262923799416,4094,8331
beats_official_dim_0287,0.24932909009372256,0.28966722519012017,0.1494699589532122,0.1391619177661217,0.2793085402130888,0.2793085402130888,0.13103360196350827,4094,8331
beats_official_dim_0319,-0.04760432796020483,-0.08232198275410087,0.13075392719482362,0.1175416596750812,-0.2792263524189235,0.2792263524189235,0.15564703011811554,4094,8331
beats_official_dim_0446,-0.31873182431547825,-0.39183285835448833,0.2622232330878133,0.26276973079002636,-0.2784583649324314,0.2784583649324314,0.11039221905435917,4094,8331
beats_official_dim_0097,-0.057962779804254336,-0.027217722194115335,0.11445235875898808,0.10719761410603826,0.2772456118311614,0.2772456118311614,0.11840708656850885,4094,8331
beats_official_dim_0404,-0.01855133821484279,-0.045667717506352755,0.10860777019538237,0.08604391408408235,-0.2767339585674827,0.2767339585674827,0.15642575329006136,4094,8331
beats_official_dim_0014,0.0020840297719369994,-0.02924536039778419,0.10525075488016926,0.12070656838100256,-0.276633126237878,0.276633126237878,0.11056816475296033,4094,8331
beats_official_dim_0627,-0.0019214275082285396,0.03764831744934938,0.16098063646075803,0.12258519747756921,0.27653565146522696,0.27653565146522696,0.1023239902385174,4094,8331
beats_official_dim_0626,-0.15181508159043863,-0.2051236242980739,0.18396806188462209,0.20206782918295493,-0.27585698925758284,0.27585698925758284,0.12113639987247232,4094,8331
beats_official_dim_0358,-0.01026642796889066,-0.04051880311117899,0.12093011206283126,0.09776516139671211,-0.2750964060873191,0.2750964060873191,0.10960068330612782,4094,8331
beats_official_dim_0211,-0.1718192419897357,-0.22383720063089907,0.179316574951293,0.2004558648973015,-0.2734954041074565,0.2734954041074565,0.10767369528832019,4094,8331
beats_official_dim_0595,0.004766239573676068,0.032982002463864124,0.11809563536303151,0.08815389385831232,0.2707426067963157,0.2707426067963157,0.1648085499113176,4094,8331
beats_official_dim_0597,-0.03572063194559568,-0.07413629136062008,0.15185283936658717,0.13212532664871207,-0.2698773976441693,0.2698773976441693,0.10778373098351268,4094,8331
beats_official_dim_0382,-0.024436327235412874,0.016489459137773665,0.15486718125923118,0.15032174934781664,0.268145262710852,0.268145262710852,0.12103897151778953,4094,8331
beats_official_dim_0124,0.32751549462488366,0.3650061784155253,0.15361466024395296,0.1246240711537319,0.2680086056530179,0.2680086056530179,0.11953476919800365,4094,8331
beats_official_dim_0412,0.2633099708139618,0.23454121894433114,0.10666097638232694,0.11026116132635369,-0.26518455506382504,0.26518455506382504,0.1149548742236004,4094,8331
beats_official_dim_0504,-0.014197372557987087,-0.04807729528518504,0.12359981306066241,0.1323046728985501,-0.2646090863976287,0.2646090863976287,0.1046531230991869,4094,8331
beats_official_dim_0153,-0.037223874134689944,-0.004632527699967345,0.12477536545276416,0.12161549936931518,0.2645039012715614,0.2645039012715614,0.1198605663322907,4094,8331
beats_official_dim_0189,-0.11764019303159315,-0.1456815875973368,0.11536498457637202,0.09589678632464041,-0.2643202510518037,0.2643202510518037,0.10646119164465218,4094,8331
beats_official_dim_0492,0.009688637165387986,0.04007460540732918,0.1152472749741319,0.1149539315693612,0.2639705854470118,0.2639705854470118,0.1093333197291333,4094,8331
beats_official_dim_0368,0.02315238280257038,0.0537417296884458,0.11881561976943793,0.11338403889951337,0.2633780933212671,0.2633780933212671,0.11314472400098113,4094,8331
beats_official_dim_0484,0.10136246850432352,0.12805619707643862,0.10634829078746154,0.09613888025822395,0.26329916512317003,0.26329916512317003,0.12110652340740408,4094,8331
beats_official_dim_0438,0.0983264335939983,0.06984379315811137,0.11360846981938738,0.10275652545234369,-0.2629279573696262,0.2629279573696262,0.12205345195726613,4094,8331
beats_official_dim_0295,-0.11527366098295169,-0.16567952293059504,0.17879378703549964,0.20426433511509468,-0.26257334941417326,0.26257334941417326,0.12512762000326383,4094,8331
beats_official_dim_0336,-0.16344274553574598,-0.19840764710906947,0.13721420611443044,0.12936734078043732,-0.26218256653821376,0.26218256653821376,0.1265797803942016,4094,8331
beats_official_dim_0650,-0.041192568300129274,-0.00337160999597386,0.15669029718362817,0.1313017581950996,0.2616128227881085,0.2616128227881085,0.10391749944014611,4094,8331
beats_official_dim_0058,-0.023825207717535865,0.0013974338348147436,0.09994156489889731,0.09285296652076121,0.26145198937487973,0.26145198937487973,0.10991390241930177,4094,8331
beats_official_dim_0560,0.02640198939186622,-0.0008507711406280507,0.10135041081641728,0.108036721555973,-0.2601539939288595,0.2601539939288595,0.1282607493556916,4094,8331
beats_official_dim_0459,-0.04541611855764742,-0.08136989283880385,0.13762743884147247,0.13956875494313875,-0.2593804277731877,0.2593804277731877,0.11799019406919042,4094,8331
beats_official_dim_0694,-0.2774384760083544,-0.26193434500834506,0.06856711974727404,0.04967112780917798,0.25894012036541475,0.25894012036541475,0.09260918411332014,4094,8331
beats_official_dim_0631,0.014659545471013792,0.0443772118290123,0.1174101582241828,0.11213525444634873,0.2588339646281322,0.2588339646281322,0.10466907285090143,4094,8331
beats_official_dim_0054,-0.24015801998413452,-0.27284604443999055,0.12936787113528048,0.12404550844181507,-0.2579011271546606,0.2579011271546606,0.11667662646566934,4094,8331
beats_official_dim_0139,-0.0035803393243800767,-0.035098581456352605,0.14769051626798002,0.09064742101331712,-0.2571921320352832,0.2571921320352832,0.09357083100024233,4094,8331
beats_official_dim_0290,0.009653059454428516,-0.01914301835214662,0.1146013663645586,0.11022065675291653,-0.25609551350661874,0.25609551350661874,0.12554671145732238,4094,8331
beats_official_dim_0581,-0.11957057462532501,-0.1510337323285372,0.12149800289447958,0.12556027733178354,-0.25464495452035857,0.25464495452035857,0.12156355416057779,4094,8331
beats_official_dim_0266,0.03225441837447724,0.06546961856389176,0.13512341969700467,0.12567132590639632,0.25453203213182957,0.25453203213182957,0.13082851278475216,4094,8331
beats_official_dim_0635,-0.007521140197512728,-0.03517385803993297,0.11758727211886548,0.09909365823266805,-0.2542899513691991,0.2542899513691991,0.1105614212917575,4094,8331
beats_official_dim_0160,0.04830655459905283,0.07923894027443618,0.13385246579573093,0.10817059254367539,0.25416330914670765,0.25416330914670765,0.10123281025770753,4094,8331
beats_official_dim_0714,-0.050580373280033904,-0.09288480466758153,0.16025342481640054,0.17248121802048672,-0.2540892009972004,0.2540892009972004,0.10394813820952428,4094,8331
beats_official_dim_0485,-0.26494341081032885,-0.2525737270034958,0.04473276275259647,0.052474917480014746,0.2536748955926199,0.2536748955926199,0.11179644223196372,4094,8331
beats_official_dim_0669,0.17476162202843126,0.11971658459484023,0.2077556857207124,0.22724110960539684,-0.2528066424652043,0.2528066424652043,0.14057826763061804,4094,8331
beats_official_dim_0672,0.051998363029095676,0.022522819304851505,0.11516769197128668,0.11908138121723322,-0.25160208036549725,0.25160208036549725,0.12599113486998637,4094,8331
beats_official_dim_0688,-0.08660002171516,-0.12879262679507592,0.1517135933429455,0.1824547290220285,-0.2514398106318448,0.2514398106318448,0.10275853301454937,4094,8331
beats_official_dim_0192,-0.07141907093751454,-0.040370427387322584,0.13259153130846793,0.1147766117556167,0.25035947346286047,0.25035947346286047,0.1268367649048231,4094,8331
beats_official_dim_0346,-0.12453763520066556,-0.19119859914315365,0.2524663500232395,0.2796936834437289,-0.2501805014650961,0.2501805014650961,0.11616051712847941,4094,8331
beats_official_dim_0104,0.03722001676954894,0.05841557944419462,0.08548147090580792,0.0840268401070452,0.250050754989776,0.250050754989776,0.11237684900575284,4094,8331
beats_official_dim_0092,-0.15967353822920322,-0.20192490290435766,0.15490391153817692,0.18257555295974043,-0.24953472488652906,0.24953472488652906,0.1211536396776344,4094,8331
beats_official_dim_0258,0.09778538058128011,0.1268961025354467,0.12129308419915963,0.11307823166628496,0.24823979317830475,0.24823979317830475,0.1258884583433239,4094,8331
beats_official_dim_0133,-0.030269249657513642,-0.06021427804633227,0.11597817639715569,0.1251247619864408,-0.24819978372209664,0.24819978372209664,0.09567124324854925,4094,8331
beats_official_dim_0169,-0.13207432117252962,-0.16223302601028491,0.12180766614319216,0.12150695899506016,-0.24787603817065532,0.24787603817065532,0.08702416158693466,4094,8331
beats_official_dim_0693,0.06429065355702955,0.040433545944392184,0.09398258719435695,0.09861544153579192,-0.24764606382047297,0.24764606382047297,0.1004601562008442,4094,8331
