evaluation_protocol,modality,selected_model_name,selection_metric,validation_auroc,validation_auprc,validation_balanced_accuracy,threshold,feature_strategy,selected_feature_k
clean_internal_protocol,breath,catboost_smote_f80,auroc,0.7858972500120827,0.7266432524782801,0.7506645401382244,0.45444817158485024,compare_is10_top500_lightgbm,500.0
clean_internal_protocol,cough,optuna_validation_search,auroc,0.8130127298444131,0.7239590772059903,0.7570014144271571,0.3313754000936864,compare_is10_top500_lightgbm,500.0
clean_internal_protocol,speech,lightgbm_smote_f80,auroc,0.8364922206506364,0.7922838818608594,0.8040546911834041,0.40100917313989176,compare_is10_top500_lightgbm,500.0
clean_internal_protocol,breath,top_5_validation_ensemble,auroc,0.7827074573486058,0.7135333073280431,0.7599681020733653,0.38691790598504194,compare_is10_top800_lightgbm,800.0
clean_internal_protocol,cough,top_5_validation_ensemble,auroc,0.8148043375766149,0.7612354756306364,0.7507307873644508,0.422051101855222,compare_is10_top800_lightgbm,800.0
clean_internal_protocol,speech,lightgbm_smote_f80,auroc,0.842951438000943,0.7973187056321567,0.8260490334747761,0.3803710351090524,compare_is10_top800_lightgbm,800.0
clean_internal_protocol,breath,top_5_validation_ensemble,auroc,0.7798076458363539,0.7169929188951608,0.7493354598617756,0.39441435401486913,compare_is10_top1200_lightgbm,1200.0
clean_internal_protocol,cough,top_5_validation_ensemble,auroc,0.8137199434229138,0.7598204131086633,0.7455917020273456,0.4173063130811992,compare_is10_top1200_lightgbm,1200.0
clean_internal_protocol,speech,lightgbm_smote_f80,auroc,0.8454031117397455,0.8012435347942644,0.8024280999528524,0.32541071029044266,compare_is10_top1200_lightgbm,1200.0
