auroc,auprc,balanced_accuracy,f1,sensitivity,specificity,brier,ece,nll,threshold,n_samples,model_name,modality,table_source,calibration_method,fusion_method
0.5,0.3238993710691824,0.5,0.0,0.0,1.0,0.2189931230586287,0.0021341434952286,0.6297842529063705,0.5,1590.0,dummy_most_frequent,speech,calibration_metrics,platt,
0.4794536012643938,0.3156724058308153,0.5,0.0,0.0,1.0,0.2190891214414371,0.002057170176491,0.6300038918837314,0.5,636.0,dummy_stratified,breath,calibration_metrics,platt,
0.4794536012643938,0.3156724058308153,0.5,0.0,0.0,1.0,0.2190891214414371,0.002057170176491,0.6300038918837314,0.5,636.0,dummy_stratified,cough,calibration_metrics,platt,
0.5145947166403251,0.3306832753251511,0.5,0.0,0.0,1.0,0.2188769514828983,0.0020360550710732,0.629519106966024,0.5,1590.0,dummy_stratified,speech,calibration_metrics,platt,
0.7623391284714381,0.5755500072559496,0.5588620456084895,0.2419354838709677,0.145631067961165,0.972093023255814,0.1856708912426489,0.0654009244405846,0.5509718803238293,0.5,636.0,logistic_regression,breath,calibration_metrics,platt,
0.7963422894558592,0.6715989816286063,0.6618198238880109,0.5125,0.3980582524271844,0.9255813953488372,0.1711690945777095,0.1001730078872852,0.5222270499015272,0.5,636.0,logistic_regression,cough,calibration_metrics,platt,
0.7479620681869497,0.6020342762851154,0.6469767441860466,0.4934131736526946,0.4,0.893953488372093,0.1838029790926915,0.0515776358029987,0.547997997805202,0.5,1590.0,logistic_regression,speech,calibration_metrics,platt,
0.7970365771054415,0.674904822278262,0.6614134116053285,0.5064935064935064,0.3786407766990291,0.944186046511628,0.1709434944237457,0.0879102866416275,0.5216874297293798,0.5,636.0,random_forest,breath,calibration_metrics,platt,
0.8043576428087604,0.7169128559943263,0.6574170241589523,0.4932432432432432,0.3543689320388349,0.9604651162790696,0.168373277801338,0.0898597028645582,0.5162536232624119,0.5,636.0,random_forest,cough,calibration_metrics,platt,
0.7564732445247234,0.6171794922297267,0.6518491758862046,0.4962779156327543,0.3883495145631068,0.9153488372093024,0.1787283005329163,0.0478898466110749,0.5383071137032497,0.5,1590.0,random_forest,speech,calibration_metrics,platt,
0.8809663580943781,0.841295368733407,0.8230300293519982,0.7596153846153846,0.7669902912621359,0.8790697674418605,0.1895462555728317,0.1532617426737061,0.5643754026718311,0.3451894013149713,318.0,,,fusion_metrics,,uniform_mean
0.8818243395800406,0.8440110912308308,0.8131180853465794,0.7487684729064039,0.7378640776699029,0.8883720930232558,0.1893929159629947,0.1530395202006769,0.5640440598292648,0.3480432898213404,318.0,,,fusion_metrics,,validation_weighted_auprc
0.8786633551591781,0.8323612863208201,0.8044253781892075,0.7314814814814815,0.7669902912621359,0.8418604651162791,0.1895429852316182,0.1503736522927271,0.5644110543586498,0.3423055152143882,318.0,,,quality_weighted_fusion_metrics,,quality_weighted_auprc
0.9363078363981502,0.921685319277493,0.8905923082712426,0.8537248504622077,0.8468176914778857,0.9343669250645996,0.0740908914761788,0.0747664600406287,0.2687286414374227,0.5,2862.0,metadata_logistic_regression,metadata,metadata_baseline_metrics,,
