auroc,auprc,balanced_accuracy,f1,sensitivity,specificity,brier,ece,nll,threshold,n_samples,fusion_method
0.8786633551591781,0.8323612863208201,0.8044253781892075,0.7314814814814815,0.7669902912621359,0.8418604651162791,0.18954298523161822,0.15037365229272714,0.5644110543586498,0.3423055152143882,318.0,quality_weighted_auprc
