auroc,auprc,balanced_accuracy,f1,sensitivity,specificity,brier,ece,nll,threshold,n_samples
0.8780339805825242,0.8354687142908905,0.5,0.0,0.0,1.0,0.19180773063956127,0.15170117163779065,0.5691972942873217,0.5,311.0
